id,name,description,res_id,is_item
10219096,advanced pet skill gift pack ii,"Open to select one of the following:\nNeutral Skill Sheet III x1, Shadow Skill Sheet III x1, Undead Skill Sheet III x1.",10204028.0,1
10219097,basic upgrading gift pack,"Open to select one of the following:\nPhracon I  x2, Carnium I x2, Bascyx I x2, Phracon II  x1, Carnium II x1, Bascyx II x1.",10204059.0,1
10219098,intermediate upgrading gift pack,"Open to select one of the following:\nPhracon III  x2, Carnium III x2, Bascyx III x2, Phracon IV x1, Carnium IV x1, Bascyx IV x1.",10204059.0,1
10219099,advanced upgrading gift pack,"Open to select one of the following:\nPhracon III x4, Carnium III x4, Bascyx III x4, Phracon IV x2, Carnium IV x2, Bascyx IV x2.",10204059.0,1
10219100,basic refinement gift pack,"Open to select one of the following:\nElunium x1, Oridecon x1, Bradium x1.",10204061.0,1
10219101,intermediate refinement gift pack,"Open to select one of the following:\nEnriched Elunium x1, Enriched Oridecon x1, Enriched Bradium x1.",10204061.0,1
10219102,advanced refinement gift pack,"Open to select one of the following:\nHD Elunium x1, HD Oridecon x1, HD Bradium x1.",10204061.0,1
10219103,basic enchantment gift pack,"Open to select one of the following:\nSharpening Enchantment Stone x2, Toughening Enchantment Stone x2, Secret Enchantment Stone x2, Blazing Enchantment Stone x1, Hardening Enchantstone x1, Gold Enchantment Stone x1.",10204060.0,1
10219104,intermediate enchantment gift pack,"Open to select one of the following:\nTidal Current Enchantment Stone x2, Crystallize Enchantment Stone x2, Glowing Star Enchantment Stone x2, Gloomy Enchantment Stone x1, Petrifying Enchantment Stone x1, Silverspirit Enchantment Stone x1.",10204060.0,1
10219105,advanced enchantment gift pack,"Open to select one of the following:\nCold Enchantment Stone x1, Praying Enchantment Stone x1, Rosecrystal Enchantment Stone x1.",10204060.0,1
10219106,仙踪花匠推车,使用后获得坐骑-仙踪花匠推车。,10219106.0,1
10219108,幽冥逐风者,使用后获得坐骑-幽冥逐风者。,10219108.0,1
10219109,ragnacycle (7 days),Use to obtain Mount: Ragnacycle (7 days),10219020.0,1
10219110,moonster,Use to obtain Mount: Moonster.,10204037.0,1
10219112,bo.li.bo,Use to obtain Mount: BO.LI.BO,10219111.0,1
10219113,精英坐骑自选包,2021周年庆记录,10204060.0,1
10219114,精英服饰自选包,2021周年庆记录,10204060.0,1
10219115,精英头饰自选包,2021周年庆记录,10204060.0,1
10219116,small floating lamp,The materials for making Beautiful Floating Lamps will be converted into Adventurer Salad at a certain ratio when the event ends.,10219116.0,1
10219117,beautiful floating lamp,"Release it by the river at South Prontera Gate to get a random reward. There's a chance to get the event-limited \""Fairy Rabbit\"" Pet. Will be converted into Adventurer Salad at a certain ratio when the even ends.",10219117.0,1
10219118,halloween badge selection pack,"Open to select any one of the following badges: Wizard Badge, Black Cat Badge, Skel Badge, Cross Badge, Bat Badge, Owl Badge",10204056.0,1
10219119,幽冥逐风者（7天）,使用后获得坐骑-幽冥逐风者（7天）。,10219108.0,1
10219120,pumpkin carriage (7 days),Use to obtain Mount: Pumpkin Carriage (7 days),10204036.0,1
10219121,南瓜初号机,可以前往机甲租赁商店解锁万圣节专属机甲-南瓜初号机。点击机甲标志上的蓝色解锁按钮即可解锁哦~,10219121.0,1
10219122,风雪巨怪,,10219122.0,1
10219123,snow elk,Use to obtain Mount: Snow Elk.,10219123.0,1
10219124,雪鸮特快,使用后获得坐骑-雪鸮特快。,10219124.0,1
10219125,panda eiffel (3 days),Use to obtain Mount: Panda Eiffel (3 Days).,10204042.0,1
10219126,panda eiffel (7 days),Use to obtain Mount: Panda Eiffel (7 Ddays).,10204042.0,1
10219127,panda eiffel (15 days),Use to obtain Mount: Panda Eiffel (30 Days).,10204042.0,1
10219128,ragnacycle (3 days),Use to obtain Mount: Ragnacycle (3 Days),10219020.0,1
10219129,ragnacycle (30 days),Use to obtain Mount: Ragnacycle (30 Days),10219020.0,1
10219134,plai ngam elephant  (3 days),Use to obtain Mount: Plai Ngam Elephant  (3 Days),10219011.0,1
10219135,hamster (3 days),Use to obtain Mount: Hamster (3 Days),10204031.0,1
10219136,流星神羊,使用后获得坐骑-流星神羊。,10219136.0,1
10219138,炫目机车（14天）,使用后获得坐骑-炫目机车（14天）。,10219020.0,1
10219139,雪熊雪橇（1天）,Use to obtain Mount: Sasquatch Sled (1 Days),10204039.0,1
10219140,雪鸮特快（1天）,使用后获得坐骑-雪鸮特快（1天）。,10219124.0,1
10219142,plai kaew elephant (7 days),Use to obtain Mount: Plai Kaew Elephant (7 Days).,10219011.0,1
10219144,pet interaction selection pack iii,"A mystical gift pack that contains Rainbow Carrot, Unripe Apple, Morning Dew, Livestock Gore, Old Broom, Worn Bronze Armor, Dark Ink, Strange Cloth, Broken Egg Shell, and Magical Lithography. Use to select and obtain one of the items.",10219027.0,1
10219145,pet skill book selection pack ii,"A precious gift pack that contains Earth Skill Sheet, Fire Skill Sheet, Water Skill Sheet, Wind Skill Sheet, Neutral Skill Sheet, Shadow Skill Sheet, Undead Skill Sheet, Poison Skill Sheet, and Ghost Skill Sheet. Use to select and obtain one of the items.",10219030.0,1
10219146,pet advancement selection pack ii,"A bountiful gift pack that contains the Earth Spirit Stone I, Fire Spirit Stone I, Water Spirit Stone I, Wind Spirit Stone I, Neutral Spirit Stone I, Shadow Spirit Stone I, Undead Spirit Stone I, Poison Spirit Stone I, Ghost Spirit Stone I, Natural Scale I, Derelict Spirit Scale I, Departed Soul Scale I, and Pet Advancement Pill I. Use to select and obtain one of the items.",10219029.0,1
10219147,turboriders,Get Turboriders upon use,10219147.0,1
10219148,摇铃摇篮（14天）,使用后获得坐骑-摇铃摇篮（14天）。,10204040.0,1
10219149,rubber duckie (15 days),Use to obtain Mount: Rubber Duckie (15 Days).,10219015.0,1
10219150,hamster (15 days),Use to obtain Mount: Hamster (15 Days).,10204031.0,1
10219151,jingle bell (3 days),Use to obtain Mount: Jingle Bell (3 Days).,10204040.0,1
10219152,war of the chosen champions treasure chest,Exclusive reward for the Champions of the War of the Chosen. Open to get 100 Odin's Blessings.,10204065.0,1
10219153,sleipnir,Use to obtain Mount: Sleipnir,10219149.0,1
10219154,new year's eve pack,"Open to get a random part of Nian Accessories, a large number of crystals, and even have a chance to get precious mounts such as Panda Eiffel, Lion's Head Fireworks, or a random Spring Festival-exclusive Mount Accessory.",10219154.0,1
10219155,year of the tiger lucky pack,"Lucky Trove. Open to randomly obtain a random Equipment Upgrading Metal, Refining Material, or Enchantment Material.\nThere is also a small chance to obtain Spring Festival exclusive Mount: Year of the Tiger Mount (Non-bound item).",10217030.0,1
10219156,new year gift box,"Exclusive New Year Gift Box for the Year of Tiger. Open to randomly obtain 8,888/88,888/888,888 Zeny, and a random Spring Festival event item (Fireworks/Firecrackers/Spring Festival Cooking/Forest Companion Badges).",10202058.0,1
10219157,太空来客,使用后获得坐骑-太空来客 。,10219157.0,1
10219158,steampunk heli mount (30 days),Use to obtain Mount: Steampunk Heli (30 Days),10219001.0,1
10219159,steampunk heli mount (7 days),Use to obtain Mount: Steampunk Heli (7 Days),10219001.0,1
10219160,black lightning (7 days),Use to obtain Mount: Black Lightning (7 Days),10219049.0,1
10219161,advanced upgrading selection pack ii,"Open to select one of the following Upgrading Materials: \nPhracon I x16, \nCarnium I x16, \nBascyx I x16, \nPhracon II x8, \nCarnium II x8, \nBascyx II x8, \nPhracon III x4, \nCarnium III x4, \nBascyx III x4, \nPhracon Ⅳ x2, \nCarnium Ⅳ x2, \nBascyx Ⅳ x2.",10219034.0,1
10219162,advanced enchantment selection pack ii,"Open to select one of the following Enchantment Materials:\nSharpening Enchantment Stone x32, Toughening Enchantment Stone x32,\nSecret Enchantment Stone x32, Blazing Enchantment Stone x16,\nHardening Enchantment Stone x16, Gold Enchantment Stone x16,\nTidal Current Enchantment Stone x8, Crystallize Enchantment Stone x8,\nGlowing Star Enchantment Stone x8, Gloomy Enchantment Stone x4,\nPetrifying Enchantment Stone x4, Silverspirit Enchantment Stone x4,\nCold Enchantment Stone x2, Praying Enchantment Stone x2,\nRosecrystal Enchantment Stone x2, Lost Spirit Enchantment Stone x1,\nIllumination Enchantment Stone x1, Steel Dust Enchantment Stone x1.\n",10219017.0,1
10219163,advanced refinement selection pack ii,"Open to select one of the following Refining Materials:\nElunium x36,\nOridecon x36,\nBradium x36,\nEnriched Elunium x12,\nEnriched Oridecon x12,\nEnriched Bradium x12,\nHD Elunium x4,\nHD Oridecon x4,\nHD Bradium x4.",10219033.0,1
10219164,horcrux selection pack,"Open to select one of the following Horcrux materials:\nHorcrux - Sacred Sword Ⅰ x10, Horcrux - Clear Spear Ⅰ x10,\nHorcrux - Royal Sword Ⅰ x10, Horcrux - Inscribed Hammer Ⅰ x10,\nHorcrux - Cast Axe Ⅰ x10, Horcrux - Shadow Axe Ⅰ x10,\nHorcrux - Blessed Staff Ⅰ x10, Horcrux - Divine Code Ⅰ x10,\nHorcrux - Doomed Staff Ⅰ x10, Horcrux - Famous Bow Ⅰ x10,\nHorcrux - Celestial Bow Ⅰ x10, Horcrux - Dark Dagger Ⅰ x10,\nHorcrux - Bone Blade Ⅰ x10, Horcrux - Spirit Shield Ⅰ x10,\nHorcrux - Light Shield Ⅰ x10, Horcrux - Shimmer Broadsword Ⅰ x10,\nHorcrux - Aurora Spear Ⅰ x10, Horcrux - Sword of the Forgiven Ⅰ x10,\nHorcrux - Spirit Knuckles Ⅰ x10, Horcrux - Moonglow Knuckles Ⅰ x10,\nHorcrux - Forgiven's Shield Ⅰ x10, Horcrux - Lute Innocentia Ⅰ x10,\nHorcrux - Sunglow Longwhip Ⅰ x10, Horcrux - Mantric Spellcode Ⅰ x10\nHorcrux - Wing Scepter Ⅰ x10",10204026.0,1
10219165,王牌猎人奖励ⅳ,"王牌猎人争霸赛自选礼包，打开可自选下列影装材料：\n铭章Ⅰ32个,铭章Ⅱ16个,\n铭章Ⅲ8个,拓文Ⅰ16个,\n拓文Ⅱ8个,拓文Ⅲ4个,",10204059.0,1
10219166,王牌猎人奖励ⅴ,"王牌猎人争霸赛自选礼包，打开可自选下列影装材料：\n札页Ⅰ12个,札页Ⅱ6个,\n札页Ⅲ3个,印刻Ⅰ8个,\n印刻Ⅱ4个,印刻Ⅲ2个,",10204060.0,1
10219167,王牌猎人奖励ⅵ,"王牌猎人争霸赛自选礼包，打开可自选下列影装材料：\n鉴书Ⅰ8个,鉴书Ⅱ4个,\n鉴书Ⅲ2个,契约Ⅰ4个,\n契约Ⅱ2个,契约Ⅲ1个,",10204061.0,1
10219168,flying dragon,Use to obtain Mount: Flying Dragon.,10219168.0,1
10219169,新春神秘宠物箱子,"打开神秘宠物箱子\n可随机获得6 -60宠物纪念币\n同时有几率获得宠物进阶丸Ⅰ,宠物慕斯,彩色红萝卜,青苹果,萤草露珠,牲畜血,黝黑墨汁,灵异织布,磨损铜甲,树葡萄,驯服手镯,废弃硬币,拟态卷轴,搞怪南瓜\n\n<color=#CA2E0AFF>有小概率获得月夜猫宠物笼或皮里恩宠物笼</color>\n\n<color=#CA2E0AFF>此为机会中奖商品，消费者购买或参与活动不代表即可获得特定商品</color>",10219032.0,1
10219170,pet interaction selection pack iv,"A mystical gift pack that contains Rainbow Carrot x10, Juicy Grape x1, Unripe Apple x10, Singing Flower x1, Morning Dew x10, Goldflower Nectar x1, Livestock Gore x10, Well-Dried Bone x1, Old Broom x10, Armlet of Obedience x1, Worn Bronze Armor x10, Discarded Coin x1, Dark Ink x1, Silvery Shell x1, Strange Cloth x10, Silver Knife of Chastity x1, Broken Egg Shell x10, Mimic Scroll x1, Magical Lithography x10, and Smiling Pumpkin x1. Use to select and obtain one of the items.",10219028.0,1
10219171,upgrading supply pack ii,Open to get bound items Lv.1 Upgrading Metal x30 and Stamina Potion x1.,10204059.0,1
10219172,equipment enhancement pack ii,"Open to get Stamina Potion x1 and have a chance to get bound items among Lv.1 Gold Ore x50, Lv.1 Silver Ore, Lv.1 Iron Ore x50, Lv.1 Pure Jewelstone x25, and Lv.1 Impure Jewelstone x25.",10204058.0,1
10219173,enchantment supply pack ii,Open to get bound items Lv.1 Muspellium x80 and Stamina Potion x1.,10204060.0,1
10219174,refinement supply pack ii,"Open to get Stamina Potion x1 and have a chance to get bound items among Lv.1 Rough Oridecon x20, Lv.1 Rough Bradium x20, and Lv.1 Rough Elunium x20.",10204061.0,1
10219175,card gacha supply pack,"Open to get bound items among Cat Hand Services Coin x50, MVP Coin x50, Mini Coin x50, and Valkyrie Coin x50.",99999.0,1
10219176,exploration supply pack,Open to get bound items Butterfly Wing x5 and Seed of Yggdrasil x3.,10204057.0,1
10219177,sakura globe,Use to obtain Mount: Sakura Globe.,10219177.0,1
10219178,illusion decoration unlock gift pack,Use to obtain the following three unlocking items:\nEmoticon Bubble Unlock - Good Work;\nUnlock - Wide-Angle Camera (group photo);\nUnlock - Guild Name Sticker Frame,10204057.0,1
10219179,advanced upgrading selection pack ⅲ,"Open to select one of the following Upgrading Materials:\nPhracon I x32,\nCarnium I x32,\nBascyx I x32,\nPhracon II x16,\nCarnium II x16,\nBascyx II x16,\nPhracon III x8,\nCarnium III x8,\nBascyx III x8,\nPhracon IV x4,\nCarnium IV x4,\nBascyx V x2,\nPhracon V x2,\nCarnium V x2,\nBascyx IV x4,",10219034.0,1
10219180,battle achievement selection pack,"Open to select one of the following Battle Achievement items:\nAssault Illusion Spar Lv.1 x30,\nTechnique Illusion Spar Lv.1 x30,\nMagic Illusion Spar Lv.1 x30,\nShield Illusion Spar Lv.1 x30,\nGuardian Illusion Spar Lv.1 x30,\nOrigin Illusion Spar Lv.1 x30.",10204060.0,1
10219181,comodo card pack,"Open the Comodo Card Pack grants chances to obtain one of the following items:\n Cat Hand Services Coin ×2,000\n Comodo Card Selection Pack II ×1\n Comodo Card Selection Pack I ×1, including Comodo Area MVP/Mini Cards.\n \n \n <color=#CA2E0AFF>This is a potentially winnable item. Making a purchase or participating in the event does not guarantee you will obtain certain items.</color>",99999.0,1
10219182,comodo card selection pack i,"Open it to choose one of the following cards:\n Ogretooth Card: Day ×1,\n Ogretooth Card: Night ×1,\n Ogretooth Card: Undead ×1,\n Lost Dragon Card: Day ×1,\n Lost Dragon Card: Night ×1,\n Lost Dragon Card: Undead ×1,\n Necromancer Card: Day ×1,\n Necromancer Card: Night ×1,\n Necromancer Card: Undead ×1,\n Tao Gunka Card: Day ×1,\n Tao Gunka Card: Night ×1,\n Tao Gunka Card: Undead ×1.",99999.0,1
10219183,comodo card selection pack ii,"Open it to choose one of the following cards:\n Aster Card ×1,\n Sea Otter Card ×1,\n Mobster Card ×1,\n Pest Card ×1,\n Anolian Card ×1,\n Thara Frog Card ×1,\n Raggler Card ×1,\n Tri Joint Card ×1,\n Crab Card ×1,\n Stem Worm Card ×1,\n Nereid Card ×1,\n Alligator Card ×1,\n Megalith Card ×1,\n Merman Card ×1,\n Shellfish Card ×1,\n Seal Card ×1,\n Galapago Card ×1,\n Megalodon Card ×1,\n Gargoyle Card ×1,\n Stalactic Golem Card ×1,",99999.0,1
10219184,蜜糖派对,使用后获得坐骑-蜜糖派对\n<color=#EB9433FF>蜜糖派对具有周期性加速技能效果（疾蜂速跑场景内加速时免疫控制）</color> ,10219184.0,1
10219185,basic equipment pack for class conversion,Open to select a basic equipment pack for any branch of the Class Conversion.,10219185.0,1
10219186,basic knight equipment pack,Open to get basic Knight equipment.,10219186.0,1
10219187,basic crusader equipment pack,Open to get basic Crusader equipment.,10219187.0,1
10219188,basic priest equipment pack,Open to get basic Priest equipment.,10219188.0,1
10219189,basic monk equipment pack,Open to get basic Monk equipment.,10219189.0,1
10219190,basic wizard equipment pack,Open to get basic Wizard equipment.,10219190.0,1
10219191,basic sage equipment pack,Open to get basic Sage equipment.,10219191.0,1
10219192,basic assassin equipment pack,Open to get basic Assassin equipment.,10219192.0,1
10219193,basic mobster equipment pack,Open to get basic Mobster equipment.,10219193.0,1
10219194,basic hunter equipment pack,Open to get basic Hunter equipment.,10219194.0,1
10219195,basic bard/dancer equipment pack,Open to get basic Bard/Dancer equipment.,10219195.0,1
10219196,basic blacksmith equipment pack,Open to get basic Blacksmith equipment.,10219196.0,1
10219197,basic alchemist equipment pack,Open to get basic Alchemist equipment.,10219197.0,1
10219198,collection gift box i,"Open to get the following:\nOld Card Album x1,\nLuminary Selection Pack x1.\n",10204027.0,1
10219199,collection gift box ii,"Open to get the following:\nMVP Coin x1,\nMini Coin x1,\nShadow Equipment Basic Selection Pack x1.",10204028.0,1
10219200,pure white heart gift pack,"A gilt-edged gift box tied with white ribbon.\nOpen to randomly obtain one of the following items: Upgrading Metal, Muspellium, Coal Ore, Rough Oridecon, Bradium, and Rough Elunium.\nIt is said that a very few lucky adventurers can get [Headgear: Crystal Tiara] from it.",10219200.0,1
10219201,illusory pink heart gift pack,"A gilt-edged gift box tied with pink ribbon.\nOpen to randomly obtain one of the following items: Fly Wing, Butterfly Wing, Elemental Converter, Resistance Potion, and Potion for PVP.\nIt is said that a very few lucky adventurers can get [Promise Carriage (30 Days)] from it",10219201.0,1
10219202,帕莱安大象（30天）,使用后获得坐骑-帕莱安大象（30天）。,10219011.0,1
10219203,tuk-tuk,Use to obtain Mount: Tuk-tuk.\nThe mount that seats up to 5 people debuts! Come and invite your party members to set off on an adventure together in a tuk-tuk!,10219203.0,1
10219204,武器卡片自选包vi,"打开可任选其中一张卡片，卡片包中包含史汀卡片,深渊骑士卡片,幽灵弓箭手卡片,暗神官卡片,卡利斯格卡片,阿修罗狂战士卡片",10204062.0,1
10219205,防具卡片自选包vi,"打开可任选其中一张卡片，卡片包中包含伊特瓢虫卡片,巫婆卡片,朽魔卡片,邪骸浪人卡片,邪恶使者卡片,邪骸战俘卡片",10204062.0,1
10219206,饰品卡片自选包vi,"打开可任选其中一张卡片，卡片包中包含蓝鼠卡片,梅纳海葵卡片,镜妖卡片,艾斯恩魔女卡片,钟怪卡片,裘卡卡片,古钟魔卡片,钟塔守护者卡片",10204062.0,1
10219207,武器卡片自选包vii,"打开可任选其中一张卡片，卡片包中包含三叶虫卡片,贝壳魔灵卡片,邪骸食人鱼卡片,海星卡片,海豹宝宝卡片,卡拉蟹卡片",10204062.0,1
10219208,防具卡片自选包vii,"打开可任选其中一张卡片，卡片包中包含单眼虫卡片,虎蜥人卡片,达拉蛙卡片,邪恶摩艾卡片,奈吉鸟卡片,人鱼士兵卡片",10204062.0,1
10219209,饰品卡片自选包vii,"打开可任选其中一张卡片，卡片包中包含海獭卡片,灰森灵卡片,啤酒企鹅卡片,蝙蝠弓箭手卡片,奈利虫卡片,鳄鱼人卡片,流氓卡片,钟乳巨石怪卡片",10204062.0,1
10219210,fresh fish delivery,Use to obtain Mount:Fresh Fish Delivery.,10219210.0,1
10219211,upgrading selection pack,"Open to select one of the following Upgrading Materials:\nPhracon I x8,\nCarnium I x8,\nBascyx I x8,\nPhracon II x4,\nCarnium II x4,\nBascyx II x4,\nPhracon III x2,\nCarnium III x2,\nBascyx III x2,\nPhracon Ⅳ x1,\nCarnium Ⅳ x1,\nBascyx Ⅳ x1.",10219034.0,1
10219212,enchantment selection pack,"Open to select one of the following Enchantment Materials:\nSharpening Enchantment Stone x32, Toughening Enchantment Stone x32, Secret Enchantment Stone x32, Blazing Enchantment Stone x16, Hardening Enchantment Stone x16, Gold Enchantment Stone x16, Tidal Current Enchantment Stone x8, Crystallize Enchantment Stone x8, Glowing Star Enchantment Stone x8, Gloomy Enchantment Stone x4, Petrifying Enchantment Stone x4, Silverspirit Enchantment Stone x4, Cold Enchantment Stone x2, Praying Enchantment Stone x2, Rosecrystal Enchantment Stone x2, Lost Spirit Enchantment Stone x1, Illumination Enchantment Stone x1, Steel Dust Enchantment Stone x1.",10219017.0,1
10219213,refinement selection pack,"\""Open to select one of the following Refining Materials:\nElunium x36,\nOridecon x36,\nBradium x36,\nEnriched Elunium x12,\nEnriched Oridecon x12,\nEnriched Bradium x12,\nBlessed Oridecon I x12,\nBlessed Elunium I x12,\nBlessed Bradium I x12,\nProtected Oridecon I x12,\nProtected Elunium I x12,\nProtected Bradium I x12,\nHD Elunium x4,\nHD Oridecon x4,\nHD Bradium x4,\nBlessed Oridecon II x4,\nBlessed Elunium II x4,\nBlessed Bradium II x4,\nProtected Oridecon II x4,\nProtected Elunium II x4,\nProtected Bradium II x4,\nUHD Oridecon x1,\nUHD Density Elunium x1,\nUHD Bradium x1,\nBlessed Oridecon III x1,\nBlessed Elunium III x1,\nBlessed Bradium III x1,\nProtected Oridecon III x1,\nProtected Elunium III x1,\nProtected Bradium III x1.\""",10219033.0,1
10219214,headgear selection pack,"Open to select one of the following headgears: Regal Feather hat x1, Sugar Buzz Headgear x1, Regal Wide Hat x1, Crystal Tiara x1, Plaid Sweetheart Headphones x1, Night Magician Hat x1, Daytime Magician Hat x1",10204060.0,1
10219215,card selection pack,"Open to select one of the following Cards:\nPicky Card x1, Picky (Shell) Card x1, Steel Chonchon Card x1, Pupa Card x1, Condor Card x1, Thief Bug Card x1, Chonchon Card x1, Male Thief Bug Card x1, Baby Desert Wolf Card x1, Fabre Card x1, Pecopeco Egg Card x1, Female Thief Bug Card x1, Hornet Card x1, Ambernite Card x1, Drainliar Card x1, Savage Bebe Card x1, Familiar Card x1, Plankton Card x1, Thief Bug Egg Card x1, Tarou Card x1, Spore Card x1, Poporing Card x1, Creamy Card x1, Poison Spore Card x1, Poring Card x1, Lunatic Card x1, Drops Card x1, Willow Card x1, Grasshopper Card x1, Mandragora Card x1.",99999.0,1
10219216,card selection pack,"Open to select one of the following Cards:\nRocker Card x1, Roda Frog Card x1, Savage Card x1, Dustiness Card x1, Myst Card x1, Whisper Card x1, Zombie Card x1, Dagger-wielding Skel Pirate x1, Pecopeco Card x1, Horn Card x1, Dagger-wielding Skel Pirate x1, Skeleton Worker Card x1, Hunter Fly Card x1, Argos Card x1, Metaller Card x1, Flora Card x1, Caramel Card x1, Hydra Card x1, Smokie Card x1, Kukre Card x1, Yoyo Card x1, Pirate Skeleton Card x1, Muka Card x1, Mantis Card x1, Stainer Card x1, Coco Card x1, Dead Plankton Card x1, Martin Card x1, Giearth Card x1, Anacondaq Card x1.",99999.0,1
10219217,card selection pack,"Open to select one of the following Cards:\nSasquatch Card x1, Argiope Card x1, Swordfish Card x1, Hode Card x1, Frilldora Card x1, Marse Card x1, Matyr Card x1, Cornutus Card x1, Isis Card x1, Scorpion Card x1, Side Winder Card x1, Magnolia Card x1, Andre Card x1, Vadon Card x1, Marina Card x1, Archer Skeleton Card x1, Desert Wolf Card x1, Minorous Card x1, Golem Card x1, Soldier Skeleton Card x1, Vitata Card x1, Phen Card x1, Marine Sphere Card x1, Zerom Card x1, Ant Larva Card x1, Piere Card x1, Deniro Card x1, Mummy Card x1, Marduk Card x1, Verit Card x1.",99999.0,1
10219218,card selection pack,"Open to select one of the following Cards:\nPasana Card x1, Marc Card x1, Dokebi Card x1, Nine Tail Card x1, Orc Zombie Card x1, Jakk Card x1, Sohee Card x1, Eggyra Card x1, Skeleton General Card x1, Arclouze Card x1, Requiem Card x1, Bigfoot Card x1, Snake Card x1, Wolf Card x1, Anubis Card x1, Skeleton Card x1, Munak Card x1, Deviace Card x1, Obeaune Card x1, Wormtail Card x1, Bongun Card x1, Greatest General Card x1, Horong Card x1, Orc Baby Card x1, Elder Willow Card x1, Flail-wielding Goblin Card x1, Mace-wielding Goblin Card x1, Mace-wielding Kobold Card x1, Hammer-wielding Goblin Card x1, Orc Warrior Card x1.",99999.0,1
10219219,card selection pack,"Open to select one of the following Cards:\nSky Petite Card x1, Rybio Card x1, High Orc Card x1, Marionette Card x1, Giant Whisper Card x1, Bapho Jr. Card x1, Dagger-wielding Goblin Card x1, Raydric Card x1, Axe-wielding Kobold Card x1, Orc Skeleton Card x1, Ground Petite Card x1, Goblin Archer Card x1, Kobold Archer Card x1, Orc Lady Card x1, Zenorc Card x1, Goblin Steamrider Card x1, Zombie Prisoner Cad x1, Rotar Zairo Card x1, Hammer-wielding Kobold Card x1, Sageworm Card x1, Orc Archer Card x1, Wind Ghost Card x1, Bloody Knight x1, Wraith Card x1, Axe-wielding Goblin Card x1, Ghoul Card x1, Deviruchi Card x1, Carat Card x1, Nightmare Card x1, Majoruros Card x1.",99999.0,1
10219220,equipment gift box (lv.80),Open to receive Lv.80 Equipment.,10219185.0,1
10219221,equipment gift box (lv.70),Open to receive Lv.70 Equipment.,10219185.0,1
10219222,equipment gift box (lv.60),Open to receive Lv.60 Equipment.,10219185.0,1
10219223,equipment gift box (lv.50),Open to receive Lv.50 Equipment.,10219185.0,1
10219224,equipment gift box (lv. 40),Open to receive Lv.40 Equipment.,10219185.0,1
10219225,equipment gift box (lv.25),Open to receive Lv.25 Equipment.,10219185.0,1
10219226,8d gift pack,"Open to obtain: 14d Gift Pack, 5× EXP Card x6, Novice Coin ×100,000.",10204060.0,1
10219227,14d gift pack,"Open to obtain: 30d Gift Pack, 3× EXP Card x17, Novice Coin ×200,000, Outfit Selection Pack ×1.",10204060.0,1
10219228,outfit selection pack,"Open to select one of the following outfits: Sugar Buzz Clothing x1, Regal Cavalry Uniform x1, Night Magician Formal Wear x1, Daytime Magician Formal Wear x1",10204060.0,1
10219229,30d gift pack,"Open to obtain: Mount Selection Pack x1, Backpack Selection Pack x1, Novice Coin x300,000",10204060.0,1
10219230,backpack selection pack,"Open to select one of the following: Baby Bear x1, Night Magician Paper Crane x1, Daytime Magician Flower Basket x1",10204060.0,1
10219231,mount selection pack (7 days),"Open to select one of the following Mounts: Caramel Cruiser (7 Days), Heat Wave Beach Chair (7 Days), Chocula (7 Days), Royal Knight Mount (7 Days), Moonster Unlockable Item (7 Days), Jet Pack (7 Days), Pumpkin Carriage (7 Days), Sasquatch Sled (7 Days), Panda Eiffel (7 Days)",10204060.0,1
10219232,mount selection pack (30 days),"Open to select one of the following Mounts:Caramel Cruiser (30 Days), Heat Wave Beach Chair (30 Days), Chocula (30 Days), Royal Knight Mount (30 Days), Moonster Unlockable Item (30 Days), Jet Pack (30 Days), Pumpkin Carriage (30 Days), Sasquatch Sled (30 Days), Panda Eiffel (30 Days)",10204060.0,1
10219233,mount selection pack,"Open to select one of the following Mounts: Caramel Cruiser, Heat Wave Beach Chair, Chocula, Royal Knight Mount, Moonster Unlockable Item, Jet Pack, Pumpkin Carriage, Sasquatch Sled, Panda Eiffel",10204060.0,1
10219235,a travel companion pack,"Open to obtain: Odin’s Blessing x20, Novice Coin x3000",10204060.0,1
10219236,真·一个大秘宝,工程師003上班摸魚的時候做的One Piece禮包，想要的話可以全部給你，去找吧！我把所有的超級道具都放在那裡了。 不知道裡面藏了什麼奇怪的道具。聽說真的有可能開出稀有物品。,10801007.0,1
10219237,cosmic sheep (7 days),Use to obtain Mount: Cosmic Sheep (7 Days),10219136.0,1
10219238,champagne rocket (7 days),Use to obtain Mount: Champagne Rocket (7 Days),10216070.0,1
10219239,fairytale flower cart (7 days),Use to obtain Mount: Fairytale Flower Cart (7 Days),10219106.0,1
10219240,caramel cruiser (7 days),Use to obtain Mount: Caramel Cruiser (7 Days),10219070.0,1
10219241,black lightning (7 days),Use to obtain Mount: Black Lightning (7 Days),10219049.0,1
10219242,baby whale (7 days),Use to obtain Mount: Baby Whale (7 Days),10219031.0,1
10219243,rubber duckie (7 days),Use to obtain Mount: Rubber Duckie (7 Days),10219015.0,1
10219244,steampunk heli (7 days),Use to obtain Mount: Steampunk Heli (7 Days),10219001.0,1
10219245,regal war horse (7 days),Use to obtain the mount - Regal War Horse (7 Days),10204203.0,1
10219246,spring picnic (7 days),Use to obtain Mount: Spring Picnic (7 Days),10204198.0,1
10219247,cosmic sheep (30 days),Use to obtain Mount: Cosmic Sheep (30 Days),10219136.0,1
