id,drop_collections_id,material_id,weight,amount
2283,6005301,10101072,1,1
2284,6005301,10101073,1,1
2285,6005301,10105022,1,1
2286,6005301,10104018,1,1
2287,6005301,10101074,1,1
2288,6005301,10106040,1,1
2289,6005301,10105021,1,1
2290,6005302,10104020,1,1
2291,6005302,10102024,1,1
2292,6005302,10107016,1,1
2293,6005302,10101081,1,1
2294,6005302,10101082,1,1
2295,6005302,10106044,1,1
2296,6005302,10106045,1,1
2297,6005302,10106046,1,1
2298,6005302,10105024,1,1
2299,6005302,10105011,1,1
2300,6005302,10105014,1,1
2301,6005302,10105025,1,1
2302,6005303,10101087,1,1
2303,6005303,10101088,1,1
2304,6005303,10101089,1,1
2305,6005303,10101090,1,1
2306,6005303,10106050,1,1
2307,6005303,10105032,1,1
2308,6005304,10106058,1,1
2309,6005304,10102031,1,1
2310,6005304,10101099,1,1
2311,6005304,10101097,1,1
2312,6005304,10106056,1,1
2313,6005304,10105039,1,1
2314,6005305,10101111,1,1
2315,6005305,10104026,1,1
2316,6005305,10106065,1,1
2317,6005305,10105047,1,1
2318,6005305,10105048,1,1
2319,6005305,10105049,1,1
2320,6005401,10103013,1,1
2321,6005401,10102017,1,1
2322,6005401,10103015,1,1
2323,6005401,10103012,1,1
2324,6005401,10101069,1,1
2325,6005401,10101071,1,1
2326,6005401,10105018,1,1
2327,6005401,10105020,1,1
2328,6005401,10104017,1,1
2329,6005401,10106038,1,1
2330,6005401,10106039,1,1
2331,6005401,10105019,1,1
2332,6005402,10102018,1,1
2333,6005402,10103011,1,1
2334,6005402,10103017,1,1
2335,6005402,10104019,1,1
2336,6005402,10101078,1,1
2337,6005402,10101079,1,1
2338,6005402,10101080,1,1
2339,6005402,10106041,1,1
2340,6005402,10106042,1,1
2341,6005402,10106043,1,1
2342,6005402,10105017,1,1
2343,6005402,10105023,1,1
2344,6005403,10102028,1,1
2345,6005403,10101091,1,1
2346,6005403,10106049,1,1
2347,6005403,10106051,1,1
2348,6005403,10105031,1,1
2349,6005403,10105033,1,1
2350,6005404,10101096,1,1
2351,6005404,10103025,1,1
2352,6005404,10105040,1,1
2353,6005404,10101098,1,1
2354,6005404,10104023,1,1
2355,6005404,10106057,1,1
2356,6005405,10101110,1,1
2357,6005405,10102034,1,1
2358,6005405,10103028,1,1
2359,6005405,10101112,1,1
2360,6005405,10101113,1,1
2361,6005405,10106066,1,1
2362,6005501,10107015,1,1
2363,6005501,10101043,1,1
2364,6005501,10106026,1,1
2365,6005501,10106036,1,1
2366,6005501,10106037,1,1
2367,6005501,10101070,1,1
2368,6005502,10101044,1,1
2369,6005502,10101055,1,1
2370,6005502,10104011,1,1
2371,6005502,10101075,1,1
2372,6005502,10101076,1,1
2373,6005502,10101077,1,1
2374,6005503,10103022,1,1
2375,6005503,10104022,1,1
2376,6005504,10101095,1,1
2377,6005504,10105038,1,1
2378,6005505,10101114,1,1
2379,6005505,10106067,1,1
2380,9999801,10403009,1,1
2381,10003201,10406655,5,1
2382,10003201,10406656,5,1
2383,10003201,10406652,5,1
2384,10003201,10406653,5,1
2385,10003201,10406654,5,1
2386,10003201,10406657,5,1
2387,10003201,10406659,1,1
2388,10003201,10406661,1,1
2389,10003201,10406658,1,1
2390,10003201,10406660,1,1
2391,10003201,10406663,1,1
2392,10003201,10406662,1,1
2394,10003201,10201041,15,1
2395,10003201,10204129,4,1
2396,10003201,10201005,15,10
2397,10003201,10201032,15,20
2398,10003201,10202022,5,1
2399,10003301,10406668,5,1
2400,10003301,10406665,5,1
2401,10003301,10406664,5,1
2402,10003301,10406666,5,1
2403,10003301,10406667,5,1
2404,10003301,10406669,5,1
2405,10003301,10406674,1,1
2406,10003301,10406672,1,1
2407,10003301,10406670,1,1
2408,10003301,10406671,1,1
2409,10003301,10406673,1,1
2410,10003301,10406675,1,1
2412,10003301,10201041,15,2
2413,10003301,10204129,4,2
2414,10003301,10201005,15,30
2415,10003301,10201032,15,50
2416,10003301,10202024,5,3
2417,20000001,10204048,1,1
2418,20000101,10406105,1,1
2419,20000201,10406106,1,1
2420,20000301,10204020,1,1
2421,20000401,10406101,1,1
2422,20000501,10406102,1,1
2423,20000601,10406103,1,1
2424,20000701,10406104,1,1
2425,20000801,10406109,1,1
2426,20000901,10406107,1,1
2427,20001001,10406110,1,1
2428,20001101,10406108,1,1
2429,20001201,10406115,1,1
2430,20001301,10406117,1,1
2431,20001401,10406118,1,1
2432,20001501,10406112,1,1
2433,20001601,10402001,1,1
2434,20001701,10402004,1,1
2435,20001801,10402010,1,1
2436,20001901,10402012,1,1
2437,20002001,10402013,1,1
2438,20002101,10401004,1,1
2439,20002201,10401007,1,1
2440,20002301,10401005,1,1
2441,20002401,10401006,1,1
2442,20002501,10406891,1,1
2443,20002601,10406818,1,1
2444,20002701,10406599,1,1
2445,20002801,10406848,1,1
2446,20002901,10406809,1,1
2447,20003001,10413049,1,1
2448,20003101,10406839,1,1
2449,20003201,10406858,1,1
2450,20003301,10406868,1,1
2451,20003401,10406513,1,1
2452,20003501,10403011,1,1
2453,20003601,10406593,1,1
2454,20003701,10406825,1,1
2455,20003801,10406801,1,1
2456,20003901,10406849,1,1
2457,20004001,10406843,1,1
2458,20100001,10413160,10,1
2459,20100001,10413161,10,1
2460,20100001,10413162,10,1
2461,20100001,10413163,10,1
2462,20100001,10413164,10,1
2463,20100001,10413165,10,1
2464,20100101,2101006,1,1
2465,20100201,2101005,1,1
2466,20100301,2101009,1,1
2467,20100401,2102065,1,1
2468,20100501,2103065,1,1
2469,20100701,2102005,1,1
2470,20100801,2102006,1,1
2471,20100901,2103006,1,1
2472,20101001,2103005,1,1
2473,20101201,1201023,1,1
2474,20101301,1201004,1,1
2475,20110001,10413160,10,1
2476,20110001,10413161,10,1
2477,20110001,10413162,10,1
2478,20110001,10413163,10,1
2479,20110001,10413164,10,1
2480,20110001,10413165,10,1
2481,20110101,3201144,1,1
2482,20110201,3201145,1,1
2483,20110301,3101277,1,1
2484,20110401,3101278,1,1
2485,20110501,3101279,1,1
2486,20110601,1307002,1,1
2487,20110701,1101002,1,1
2488,20110801,1102004,1,1
2489,20110901,1103002,1,1
2490,20111001,1104006,1,1
2491,20111101,1107008,1,1
2492,20111201,1303003,1,1
2493,20111301,1304014,1,1
2494,20111401,1305002,1,1
2495,20111501,1301014,1,1
2496,20111601,1306003,1,1
2497,20111701,1302003,1,1
2498,20111801,1105002,1,1
2499,20111901,1309002,1,1
2500,20112001,1308002,1,1
2501,20112101,1310002,1,1
2502,20112201,1311002,1,1
2503,20120001,10413160,10,1
2504,20120001,10413161,10,1
2505,20120001,10413162,10,1
2506,20120001,10413163,10,1
2507,20120001,10413164,10,1
2508,20120001,10413165,10,1
2509,20120001,10204048,40,1
2510,20120201,10217036,1,10
2511,20120201,10217036,1,11
2512,20120201,10217036,1,12
2513,20120501,2101054,1,1
2514,20120601,2101055,1,1
2515,20120701,2101056,1,1
2516,20120801,2102039,1,1
2517,20120901,2102066,1,1
2518,20121001,2102040,1,1
2519,20121101,2103039,1,1
2520,20121201,2103066,1,1
2521,20121301,2103040,1,1
2522,20121401,1201047,1,1
2523,20121501,1201048,1,1
2524,20121601,1101040,1,1
2525,20121701,1102038,1,1
2526,20121801,1103038,1,1
2527,20121901,1105038,1,1
2528,20122001,1104038,1,1
2529,20122101,1304039,1,1
2530,20122201,1307038,1,1
2531,20122301,1305038,1,1
2532,20122401,1303039,1,1
2533,20122501,1301041,1,1
2534,20122601,1302039,1,1
2535,20122701,1107040,1,1
2536,20122801,1306038,1,1
2537,20122901,3101280,1,1
2538,20123001,3101281,1,1
2539,20123101,3101282,1,1
2540,20123201,3201146,1,1
2541,20123301,3201147,1,1
2542,20123401,1308022,1,1
2543,20123501,1309022,1,1
2544,20123601,1310069,1,1
2545,20123701,1311069,1,1
2546,20130101,4101006,1,1
2547,20130201,10405073,10000,1
2548,20130201,10107015,33,1
2549,20130301,4101006,1,1
2550,20130401,10405073,40000,1
2551,20130401,10107015,200,1
2552,20140101,10406208,1,1
2553,20140201,10406209,1,1
2554,20140301,10406220,1,1
2555,20140401,10406223,1,1
2556,20140501,10406219,1,1
2557,20140601,10406228,1,1
2558,20140701,10406207,1,1
2559,20140801,10406216,1,1
2560,20140901,10406206,1,1
2561,20141001,10406231,1,1
2562,20141101,10406210,1,1
2563,20141201,10406232,1,1
2564,20141301,10406037,1,1
2565,20141401,10406038,1,1
2566,20141501,10406039,1,1
2567,20141601,10406018,1,1
2568,20141701,10406019,1,1
2569,20141801,10406020,1,1
2570,20200001,10413166,10,1
2571,20200001,10413167,10,1
2572,20200001,10413168,10,1
2573,20200001,10413169,10,1
2574,20200001,10413170,10,1
2575,20200001,10413171,10,1
2576,20200001,10204048,40,1
2577,20200101,2101044,1,1
2578,20200201,2101045,1,1
2579,20200301,2101046,1,1
2580,20200401,2102071,1,1
2581,20200501,2103071,1,1
2582,20200701,2102033,1,1
2583,20200801,2102034,1,1
2584,20200901,2103033,1,1
2585,20201001,2103034,1,1
2586,20201101,1201041,1,1
2587,20201201,1201042,1,1
2588,20210001,10413166,10,1
2589,20210001,10413167,10,1
2590,20210001,10413168,10,1
2591,20210001,10413169,10,1
2592,20210001,10413170,10,1
2593,20210001,10413171,10,1
2594,20210001,10204048,40,1
2595,20210101,3201156,1,1
2596,20210201,3201157,1,1
2597,20210301,3101295,1,1
2598,20210401,3101296,1,1
2599,20210501,3101297,1,1
2600,20210601,1307035,1,1
2601,20210701,1101037,1,1
2602,20210801,1102035,1,1
2603,20210901,1104035,1,1
2604,20211001,1103035,1,1
2605,20211101,1107037,1,1
2606,20211201,1303036,1,1
2607,20211301,1304036,1,1
2608,20211401,1305035,1,1
2609,20211501,1301038,1,1
2610,20211601,1306035,1,1
2611,20211701,1302036,1,1
2612,20211801,1105035,1,1
2613,20211901,1309003,1,1
2614,20212001,1308003,1,1
2615,20212101,1310003,1,1
2616,20212201,1311003,1,1
2617,20220001,10413227,1,1
2618,20220101,10413166,10,1
2619,20220101,10413167,10,1
2620,20220101,10413168,10,1
2621,20220101,10413169,10,1
2622,20220101,10413170,10,1
2623,20220101,10413171,10,1
2624,20220101,10204048,40,1
2625,20220201,10217036,1,15
2626,20220201,10217036,1,16
2627,20220201,10217036,1,17
2628,20220501,2101147,1,1
2629,20220601,2101148,1,1
2630,20220701,2101149,1,1
2631,20220801,2102113,1,1
2632,20220901,2102072,1,1
2633,20221001,2102114,1,1
2634,20221101,2103113,1,1
2635,20221201,2103072,1,1
2636,20221301,2103114,1,1
2637,20221401,1201075,1,1
2638,20221501,1201076,1,1
2639,20221601,1101054,1,1
2640,20221701,1102052,1,1
2641,20221801,1103052,1,1
2642,20221901,1105052,1,1
2643,20222001,1104052,1,1
2644,20222101,1304053,1,1
2645,20222201,1307052,1,1
2646,20222301,1305052,1,1
2647,20222401,1303053,1,1
2648,20222501,1301055,1,1
2649,20222601,1302053,1,1
2650,20222701,1107054,1,1
2651,20222801,1306052,1,1
2652,20222901,3101298,1,1
2653,20223001,3101299,1,1
2654,20223101,3101300,1,1
2655,20223201,3201158,1,1
2656,20223301,3201159,1,1
2657,20223401,1308030,1,1
2658,20223501,1309030,1,1
2659,20223601,1310030,1,1
2660,20223701,1311030,1,1
2661,20230001,10413204,1,1
2662,20230001,10413205,1,1
2663,20230001,10413206,1,1
2664,20230001,10413207,1,1
2665,20230001,10413208,1,1
2666,20230001,10413209,1,1
2667,20230101,4101011,1,1
2668,20230201,10101043,33,1
2669,20230201,10405073,10000,1
2670,20230301,10413204,1,1
2671,20230301,10413205,1,1
2672,20230301,10413206,1,1
2673,20230301,10413207,1,1
2674,20230301,10413208,1,1
2675,20230301,10413209,1,1
2676,20230302,10224001,1,1
2677,20230303,10202089,1,1
2678,20230401,10219006,1,1
2679,20230501,10224001,1,1
2680,20230601,4101011,1,1
2681,20230701,10217036,2,100
2682,20230701,10217036,3,60
2683,20230701,10217036,3,30
2684,20230701,10217036,2,10
2685,20230801,10219005,3,1
2686,20230801,10202088,1,1
2687,20230801,10202089,56,1
2688,20230801,10202093,56,1
2689,20230801,10202092,28,1
2690,20230901,10101043,200,1
2691,20230901,10405073,40000,1
2692,20231001,10202087,1,1
2693,20240101,10406208,1,1
2694,20240201,10406209,1,1
2695,20240301,10406220,1,1
2696,20240401,10406223,1,1
2697,20240501,10406219,1,1
2698,20240601,10406228,1,1
2699,20240701,10406207,1,1
2700,20240801,10406216,1,1
2701,20240901,10406206,1,1
2702,20241001,10406231,1,1
2703,20241101,10406210,1,1
2704,20241201,10406232,1,1
2705,20241301,10406037,1,1
2706,20241401,10406038,1,1
2707,20241501,10406039,1,1
2708,20241601,10406018,1,1
2709,20241701,10406019,1,1
2710,20241801,10406020,1,1
2711,20300001,10413172,10,1
2712,20300001,10413173,10,1
2713,20300001,10413174,10,1
2714,20300001,10413175,10,1
2715,20300001,10413176,10,1
2716,20300001,10413177,10,1
2717,20300001,10204048,40,1
2718,20300101,2101013,1,1
2719,20300201,2101015,1,1
2720,20300301,2101018,1,1
2721,20300401,2102076,1,1
2722,20300501,2103076,1,1
2723,20300701,2102009,1,1
2724,20300801,2102010,1,1
2725,20300901,2103009,1,1
2726,20301001,2103010,1,1
2727,20301101,1201019,1,1
2728,20301201,1201011,1,1
2729,20310001,10413172,10,1
2730,20310001,10413173,10,1
2731,20310001,10413174,10,1
2732,20310001,10413175,10,1
2733,20310001,10413176,10,1
2734,20310001,10413177,10,1
2735,20310001,10204048,40,1
2736,20310101,3201166,1,1
2737,20310201,3201167,1,1
2738,20310301,3101310,1,1
2739,20310401,3101311,1,1
2740,20310501,3101312,1,1
2741,20310601,1307003,1,1
2742,20310701,1101003,1,1
2743,20310801,1102006,1,1
2744,20310901,1104002,1,1
2745,20311001,1103003,1,1
2746,20311101,1107011,1,1
2747,20311201,1303016,1,1
2748,20311301,1304011,1,1
2749,20311401,1305003,1,1
2750,20311501,1301003,1,1
2751,20311601,1306004,1,1
2752,20311701,1302015,1,1
2753,20311801,1105004,1,1
2754,20311901,1309004,1,1
2755,20312001,1308004,1,1
2756,20312101,1310004,1,1
2757,20312201,1311004,1,1
2758,20320001,10413172,10,1
2759,20320001,10413173,10,1
2760,20320001,10413174,10,1
2761,20320001,10413175,10,1
2762,20320001,10413176,10,1
2763,20320001,10413177,10,1
2764,20320001,10204048,40,1
2765,20320201,10217036,1,20
2766,20320201,10217036,1,21
2767,20320201,10217036,1,22
2768,20320501,2101078,1,1
2769,20320601,2101079,1,1
2770,20320701,2101080,1,1
2771,20320801,2102047,1,1
2772,20320901,2102077,1,1
2773,20321001,2102048,1,1
2774,20321101,2103047,1,1
2775,20321201,2103077,1,1
2776,20321301,2103048,1,1
2777,20321401,1201055,1,1
2778,20321501,1201056,1,1
2779,20321601,1101044,1,1
2780,20321701,1102042,1,1
2781,20321801,1103042,1,1
2782,20321901,1105042,1,1
2783,20322001,1104042,1,1
2784,20322101,1304043,1,1
2785,20322201,1307042,1,1
2786,20322301,1305042,1,1
2787,20322401,1303043,1,1
2788,20322501,1301045,1,1
2789,20322601,1302043,1,1
2790,20322701,1107044,1,1
2791,20322801,1306042,1,1
2792,20322901,3101313,1,1
2793,20323001,3101314,1,1
2794,20323101,3101315,1,1
2795,20323201,3201168,1,1
2796,20323301,3201169,1,1
2797,20323401,1308037,1,1
2798,20323501,1309037,1,1
2799,20323601,1310037,1,1
2800,20323701,1311037,1,1
2801,20330101,4101001,1,1
2802,20330201,10106026,33,1
2803,20330201,10405073,10000,1
2804,20330301,4101001,1,1
2805,20330401,10106026,200,1
2806,20330401,10405073,40000,1
2807,20340101,10406208,1,1
2808,20340201,10406209,1,1
2809,20340301,10406220,1,1
2810,20340401,10406223,1,1
2811,20340501,10406219,1,1
2812,20340601,10406228,1,1
2813,20340701,10406207,1,1
2814,20340801,10406216,1,1
2815,20340901,10406206,1,1
2816,20341001,10406217,1,1
2817,20341101,10406218,1,1
2818,20341201,10406212,1,1
2819,20341301,10406033,1,1
2820,20341401,10406027,1,1
2821,20341501,10406021,1,1
2822,20341601,10406018,1,1
2823,20341701,10406019,1,1
2824,20341801,10406020,1,1
2825,20400001,10413178,10,1
2826,20400001,10413179,10,1
2827,20400001,10413180,10,1
2828,20400001,10413181,10,1
2829,20400001,10413182,10,1
2830,20400001,10413183,10,1
2831,20400001,10204048,40,1
2832,20400101,2101019,1,1
2833,20400201,2101021,1,1
2834,20400301,2101023,1,1
2835,20400401,2102080,1,1
2836,20400501,2103080,1,1
2837,20400701,2102011,1,1
2838,20400801,2102012,1,1
2839,20400901,2103012,1,1
2840,20401001,2103011,1,1
2841,20401101,1201020,1,1
2842,20401201,1201014,1,1
2843,20410001,10413178,10,1
2844,20410001,10413179,10,1
2845,20410001,10413180,10,1
2846,20410001,10413181,10,1
2847,20410001,10413182,10,1
2848,20410001,10413183,10,1
2849,20410001,10204048,40,1
2850,20410101,3201174,1,1
2851,20410201,3201175,1,1
2852,20410301,3101322,1,1
2853,20410401,3101323,1,1
2854,20410501,1307017,1,1
2855,20410601,3101036,1,1
2856,20410701,1101018,1,1
2857,20410801,1102013,1,1
2858,20410901,1104007,1,1
2859,20411001,1103005,1,1
2860,20411101,1107010,1,1
2861,20411201,1303004,1,1
2862,20411301,1304015,1,1
2863,20411401,1305017,1,1
2864,20411501,1301012,1,1
2865,20411601,1306010,1,1
2866,20411701,1302012,1,1
2867,20411801,1105005,1,1
2868,20411901,1309005,1,1
2869,20412001,1308005,1,1
2870,20412101,1310005,1,1
2871,20412201,1311005,1,1
2872,20420001,10413181,10,1
2873,20420001,10413183,10,1
2874,20420001,10413179,10,1
2875,20420001,10413182,10,1
2876,20420001,10413178,10,1
2877,20420001,10413180,10,1
2878,20420001,10204048,40,1
2879,20420201,10217036,1,25
2880,20420201,10217036,1,26
2881,20420201,10217036,1,27
2882,20420501,2101090,1,1
2883,20420601,2101091,1,1
2884,20420701,2101092,1,1
2885,20420801,2102051,1,1
2886,20420901,2102081,1,1
2887,20421001,2102052,1,1
2888,20421101,2103051,1,1
2889,20421201,2103081,1,1
2890,20421301,2103052,1,1
2891,20421401,1201059,1,1
2892,20421501,1201060,1,1
2893,20421601,1101046,1,1
2894,20421701,1102044,1,1
2895,20421801,1103044,1,1
2896,20421901,1105044,1,1
2897,20422001,1104044,1,1
2898,20422101,1304045,1,1
2899,20422201,1307044,1,1
2900,20422301,1305044,1,1
2901,20422401,1303045,1,1
2902,20422501,1301047,1,1
2903,20422601,1302045,1,1
2904,20422701,1107046,1,1
2905,20422801,1306044,1,1
2906,20422901,1308043,1,1
2907,20423001,1309043,1,1
2908,20423101,3101324,1,1
2909,20423201,3101325,1,1
2910,20423301,3201176,1,1
2911,20423401,3201177,1,1
2912,20423501,1310043,1,1
2913,20423601,1311043,1,1
2914,20430101,4101010,1,1
2915,20430201,10101044,33,1
2916,20430201,10405074,10000,1
2917,20430301,4101010,1,1
2918,20430401,10101044,200,1
2919,20430401,10405073,40000,1
2920,20440101,10406208,1,1
2921,20440201,10406209,1,1
2922,20440301,10406220,1,1
2923,20440401,10406223,1,1
2924,20440501,10406219,1,1
2925,20440601,10406228,1,1
2926,20440701,10406207,1,1
2927,20440801,10406216,1,1
2928,20440901,10406206,1,1
2929,20441001,10406217,1,1
2930,20441101,10406218,1,1
2931,20441201,10406212,1,1
2932,20441301,10406028,1,1
2933,20441401,10406032,1,1
2934,20441501,10406022,1,1
2935,20441601,10406018,1,1
2936,20441701,10406019,1,1
2937,20441801,10406020,1,1
2938,20500001,10413184,10,1
2939,20500001,10413185,10,1
2940,20500001,10413186,10,1
2941,20500001,10413187,10,1
2942,20500001,10413188,10,1
2943,20500001,10413189,10,1
2944,20500001,10204048,40,1
2945,20500101,2101028,1,1
2946,20500201,2101027,1,1
2947,20500301,2101031,1,1
2948,20500401,2102083,1,1
2949,20500501,2103083,1,1
2950,20500701,2102015,1,1
2951,20500801,2102016,1,1
2952,20500901,2103015,1,1
2953,20501001,2103016,1,1
2954,20501101,1201012,1,1
2955,20501201,1201010,1,1
2956,20510001,10413184,10,1
2957,20510001,10413185,10,1
2958,20510001,10413186,10,1
2959,20510001,10413187,10,1
2960,20510001,10413188,10,1
2961,20510001,10413189,10,1
2962,20510001,10204048,40,1
2963,20510101,3201180,1,1
2964,20510201,3201181,1,1
2965,20510301,3101328,1,1
2966,20510401,3101329,1,1
2967,20510501,1307004,1,1
2968,20510601,3101052,1,1
2969,20510701,1101035,1,1
2970,20510801,1102010,1,1
2971,20510901,1104003,1,1
2972,20511001,1103004,1,1
2973,20511101,1107002,1,1
2974,20511201,1303006,1,1
2975,20511301,1304013,1,1
2976,20511401,1305004,1,1
2977,20511501,1301037,1,1
2978,20511601,1306008,1,1
2979,20511701,1302007,1,1
2980,20511801,1105017,1,1
2981,20511901,1309006,1,1
2982,20512001,1308006,1,1
2983,20512101,1310006,1,1
2984,20512201,1311006,1,1
2985,20520001,10413188,10,1
2986,20520001,10413186,10,1
2987,20520001,10413185,10,1
2988,20520001,10413184,10,1
2989,20520001,10413189,10,1
2990,20520001,10413187,10,1
2991,20520001,10204048,40,1
2992,20520201,10217036,1,30
2993,20520201,10217036,1,31
2994,20520201,10217036,1,32
2995,20520501,2101102,1,1
2996,20520601,2101103,1,1
2997,20520701,2101104,1,1
2998,20520801,2102055,1,1
2999,20520901,2102084,1,1
3000,20521001,2102056,1,1
3001,20521101,2103055,1,1
3002,20521201,2103084,1,1
3003,20521301,2103056,1,1
3004,20521401,1201063,1,1
3005,20521501,1201064,1,1
3006,20521601,1101048,1,1
3007,20521701,1102046,1,1
3008,20521801,1103046,1,1
3009,20521901,1105046,1,1
3010,20522001,1104046,1,1
3011,20522101,1304047,1,1
3012,20522201,1307046,1,1
3013,20522301,1305046,1,1
3014,20522401,1303047,1,1
3015,20522501,1301049,1,1
3016,20522601,1302047,1,1
3017,20522701,1107048,1,1
3018,20522801,1306046,1,1
3019,20522901,1308048,1,1
3020,20523001,1309048,1,1
3021,20523101,3101330,1,1
3022,20523201,3101331,1,1
3023,20523301,3201182,1,1
3024,20523401,3201183,1,1
3025,20523501,1310048,1,1
3026,20523601,1311048,1,1
3027,20530101,4101008,1,1
3028,20530201,10104011,33,1
3029,20530201,10405074,10000,1
3030,20530301,4101008,1,1
3031,20530401,10104011,200,1
3032,20530401,10405074,40000,1
3033,20530501,10214005,1,1
3034,20540101,10406208,1,1
3035,20540201,10406209,1,1
3036,20540301,10406220,1,1
3037,20540401,10406223,1,1
3038,20540501,10406219,1,1
3039,20540601,10406228,1,1
3040,20540701,10406207,1,1
3041,20540801,10406216,1,1
3042,20540901,10406206,1,1
3043,20541001,10406229,1,1
3044,20541101,10406233,1,1
3045,20541201,10406226,1,1
3046,20541301,10406017,1,1
3047,20541401,10406023,1,1
3048,20541501,10406034,1,1
3049,20541601,10406018,1,1
3050,20541701,10406019,1,1
3051,20541801,10406020,1,1
3052,20600001,10413190,10,1
3053,20600001,10413191,10,1
3054,20600001,10413192,10,1
3055,20600001,10413193,10,1
3056,20600001,10413194,10,1
3057,20600001,10413195,10,1
3058,20600001,10204048,40,1
3059,20600101,2101036,1,1
3060,20600201,2101037,1,1
3061,20600301,2102085,1,1
3062,20600401,2103085,1,1
3063,20600601,2102020,1,1
3064,20600701,2102017,1,1
3065,20600801,2103019,1,1
3066,20600901,2103020,1,1
3067,20601001,1201005,1,1
3068,20601101,1201022,1,1
3069,20601201,2101035,1,1
3070,20610001,10413190,10,1
3071,20610001,10413191,10,1
3072,20610001,10413192,10,1
3073,20610001,10413193,10,1
3074,20610001,10413194,10,1
3075,20610001,10413195,10,1
3076,20610001,10204048,40,1
3077,20610101,1102007,1,1
3078,20610201,1104004,1,1
3079,20610301,1103016,1,1
3080,20610401,1107014,1,1
3081,20610501,1303017,1,1
3082,20610601,1304003,1,1
3083,20610701,1305012,1,1
3084,20610801,1301007,1,1
3085,20610901,1306011,1,1
3086,20611001,1302006,1,1
3087,20611101,1105009,1,1
3088,20611201,3201184,1,1
3089,20611301,3201185,1,1
3090,20611401,3101332,1,1
3091,20611501,3101333,1,1
3092,20611601,3101334,1,1
3093,20611701,1307012,1,1
3094,20611801,1101006,1,1
3095,20611901,1309007,1,1
3096,20612001,1308007,1,1
3097,20612101,1310007,1,1
3098,20612201,1311007,1,1
3099,20620001,10413191,10,1
3100,20620001,10413193,10,1
3101,20620001,10413190,10,1
3102,20620001,10413194,10,1
3103,20620001,10413192,10,1
3104,20620001,10413195,10,1
3105,20620001,10204048,40,1
3106,20620201,10217036,1,35
3107,20620201,10217036,1,36
3108,20620201,10217036,1,37
3109,20620501,2101071,1,1
3110,20620601,2101032,1,1
3111,20620701,2101059,1,1
3112,20620801,2102135,1,1
3113,20620901,2102027,1,1
3114,20621001,2102126,1,1
3115,20621101,2103135,1,1
3116,20621201,2103027,1,1
3117,20621301,2103126,1,1
3118,20621401,1201026,1,1
3119,20621501,1201027,1,1
3120,20621601,1101010,1,1
3121,20621701,1102016,1,1
3122,20621801,1103013,1,1
3123,20621901,1105011,1,1
3124,20622001,1104014,1,1
3125,20622101,1304012,1,1
3126,20622201,1307015,1,1
3127,20622301,1305011,1,1
3128,20622401,1303012,1,1
3129,20622501,1301010,1,1
3130,20622601,1302014,1,1
3131,20622701,1107009,1,1
3132,20622801,1306015,1,1
3133,20622901,1308052,1,1
3134,20623001,1309052,1,1
3135,20623101,3101336,1,1
3136,20623201,3101337,1,1
3137,20623301,3101338,1,1
3138,20623401,3201932,1,1
3139,20623501,3201933,1,1
3140,20623601,1310052,1,1
3141,20623701,1311052,1,1
3142,20630101,4102040,1,1
3143,20630201,10101055,33,1
3144,20630201,10405074,10000,1
3145,20630301,4102040,1,1
3146,20630401,10101055,200,1
3147,20630401,10405074,40000,1
3148,20640101,10406208,1,1
3149,20640201,10406209,1,1
3150,20640301,10406220,1,1
3151,20640401,10406223,1,1
3152,20640501,10406219,1,1
3153,20640601,10406228,1,1
3154,20640701,10406207,1,1
3155,20640801,10406216,1,1
3156,20640901,10406206,1,1
3157,20641001,10406225,1,1
3158,20641101,10406234,1,1
3159,20641201,10406235,1,1
3160,20641301,10406026,1,1
3161,20641401,10406029,1,1
3162,20641501,10406025,1,1
3163,20641601,10406018,1,1
3164,20641701,10406019,1,1
3165,20641801,10406020,1,1
3166,20700001,10413230,10,1
3167,20700001,10413231,10,1
3168,20700001,10413232,10,1
3169,20700001,10413233,10,1
3170,20700001,10413234,10,1
3171,20700001,10413235,10,1
3172,20700001,10204048,40,1
3173,20700101,2101014,1,1
3174,20700201,2101016,1,1
3175,20700301,2101017,1,1
3176,20700401,2102046,1,1
3177,20700501,2102049,1,1
3178,20700601,2102050,1,1
3179,20700701,2103046,1,1
3180,20700801,2103049,1,1
3181,20700901,2103050,1,1
3182,20701001,1201053,1,1
3183,20701101,1201054,1,1
3184,20710001,10413230,10,1
3185,20710001,10413231,10,1
3186,20710001,10413232,10,1
3187,20710001,10413233,10,1
3188,20710001,10413234,10,1
3189,20710001,10413235,10,1
3190,20710001,10204048,40,1
3191,20710101,1101043,1,1
3192,20710201,1102041,1,1
3193,20710301,1103041,1,1
3194,20710401,1105041,1,1
3195,20710501,1104041,1,1
3196,20710601,1304041,1,1
3197,20710701,1305041,1,1
3198,20710801,1307007,1,1
3199,20710901,1303042,1,1
3200,20711001,1301044,1,1
3201,20711101,1302041,1,1
3202,20711201,1107043,1,1
3203,20711301,1306041,1,1
3204,20711401,3101106,1,1
3205,20711501,3101107,1,1
3206,20711601,3201090,1,1
3207,20711701,3201093,1,1
3208,20711801,1309008,1,1
3209,20711901,1308008,1,1
3210,20712001,1310008,1,1
3211,20712101,1311008,1,1
3212,20730101,4101226,1,1
3213,20730201,10104022,33,1
3214,20730201,10405075,10000,1
3215,20800001,10401016,10,1
