id,name,description,res_id,type,cd,max_stack,stackable,weight,sell_price,stall_price_lower_limit,stall_price_upper_limit,quality,is_visible
10219314,luminary - esteemed sword selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Esteemed Sword I x8,\nLuminary - Esteemed Sword II x4,\nLuminary - Esteemed Sword III x2,\nLuminary - Esteemed Sword IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219315,luminary - conquering spear selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Conquering Spear I x8,\nLuminary - Conquering Spear II x4,\nLuminary - Conquering Spear IIIx2,\nLuminary - Conquering Spear IVx1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219316,luminary - loyal sword selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Loyal Sword I x8,\nLuminary - Loyal Sword II x4,\nLuminary - Loyal Sword III x2,\nLuminary - Loyal Sword IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219317,luminary - strong hammer selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Strong Hammer I x8,\nLuminary - Strong Hammer II x4,\nLuminary - Strong Hammer III x2,\nLuminary - Strong Hammer IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219318,luminary - pioneer axe selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Pioneer Axe I x8,\nLuminary - Pioneer Axe II x4,\nLuminary - Pioneer Axe III x2,\nLuminary - Pioneer Axe IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219319,luminary - desert axe selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Desert Axe I x8,\nLuminary - Desert Axe II x4,\nLuminary - Desert Axe III x2,\nLuminary - Desert Axe IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219320,luminary - sacrificial staff selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Sacrificial Staff I x8,\nLuminary - Sacrificial Staff II x4,\nLuminary - Sacrificial Staff III x2,\nLuminary - Sacrificial Staff IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219321,luminary - tome selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Tome I x8,\nLuminary - Tome II x4,\nLuminary - Tome III x2,\nLuminary - Tome IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219322,luminary - ordered staff selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Ordered Staff I x8,\nLuminary - Ordered Staff II x4,\nLuminary - Ordered Staff III x2,\nLuminary - Ordered Staff IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219323,luminary - cosmic bow selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Cosmic Bow I x8,\nLuminary - Cosmic Bow II x4,\nLuminary - Cosmic Bow III x2,\nLuminary - Cosmic Bow IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219324,luminary - silver bow selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Silver Bow I x8,\nLuminary - Silver Bow II x4,\nLuminary - Silver Bow III x2,\nLuminary - Silver Bow IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219325,luminary - illusionary dagger selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Illusionary Dagger I x8,\nLuminary - Illusionary Dagger II x4,\nLuminary - Illusionary Dagger III x2,\nLuminary - Illusionary Dagger IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219326,luminary - reverse blade selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Reverse Blade I x8,\nLuminary - Reverse Blade II x4,\nLuminary - Reverse Blade III x2,\nLuminary - Reverse Blade IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219327,luminary - slender shield selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Slender Shield I x8,\nLuminary - Slender Shield II x4,\nLuminary - Slender Shield III x2,\nLuminary - Slender Shield IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219328,luminary - faithful shield selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Faithful Shield I x8,\nLuminary - Faithful Shield II x4,\nLuminary - Faithful Shield III x2,\nLuminary - Faithful Shield IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219329,luminary - dark star selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Dark Star Gloves I x8,\nLuminary - Dark Star Gloves II x4,\nLuminary - Dark Star Gloves III x2,\nLuminary - Dark Star Gloves IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219330,luminary - mirage selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Mirage Broadsword I x8,\nLuminary - Mirage Broadsword II x4,\nLuminary - Mirage Broadsword III x2,\nLuminary - Mirage Broadsword IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219331,luminary - specter selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Spectral Gloves I x8,\nLuminary - Spectral Gloves II x4,\nLuminary - Spectral Gloves III x2,\nLuminary - Spectral Gloves IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219332,luminary - eventide spear selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Eventide Spear I x8,\nLuminary - Eventide Spear II x4,\nLuminary - Eventide Spear III x2,\nLuminary - Eventide Spear IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219333,luminary - sinner's sword selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Sinner's Sword I x8,\nLuminary - Sinner's Sword II x4,\nLuminary - Sinner's Sword III x2,\nLuminary - Sinner's Sword IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219334,luminary - sinner’s shield selection pack,"Open to select one of the following Shadow Equipment materials:\nLuminary - Sinner’s Shield I x8,\nLuminary - Sinner’s Shield II x4,\nLuminary - Sinner’s Shield III x2,\nLuminary - Sinner’s Shield IV x1.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219335,horcrux - sacred sword selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Sacred Sword I x120,\nHorcrux - Sacred Sword II x60,\nHorcrux - Sacred Sword III x30,\nHorcrux - Sacred Sword IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219336,horcrux - clear spear selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Clear Spear I x120,\nHorcrux - Clear Spear II x60,\nHorcrux - Clear Spear III x30,\nHorcrux - Clear Spear IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219337,horcrux - royal sword selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Royal Sword I x120,\nHorcrux - Royal Sword II x60,\nHorcrux - Royal Sword III x30,\nHorcrux - Royal Sword IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219338,horcrux - inscribed hammer selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Inscribed Hammer I x120,\nHorcrux - Inscribed Hammer II x60,\nHorcrux - Inscribed Hammer III x30,\nHorcrux - Inscribed Hammer IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219339,horcrux - cast axe selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Cast Axe I x120,\nHorcrux - Cast Axe II x60,\nHorcrux - Cast Axe III x30,\nHorcrux - Cast Axe IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219340,horcrux - shadow axe selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Shadow Axe I x120,\nHorcrux - Shadow Axe II x60,\nHorcrux - Shadow Axe III x30,\nHorcrux - Shadow Axe IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219341,horcrux - blessed staff selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Blessed Staff I x120,\nHorcrux - Blessed Staff II x60,\nHorcrux - Blessed Staff III x30,\nHorcrux - Blessed Staff IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219342,horcrux - divine code selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Divine Code I x120,\nHorcrux - Divine Code II x60,\nHorcrux - Divine Code III x30,\nHorcrux - Divine Code IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219343,horcrux - doomed staff selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Doomed Staff I x120,\nHorcrux - Doomed Staff II x60,\nHorcrux - Doomed Staff III x30,\nHorcrux - Doomed Staff IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219344,horcrux - famous bow selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Famous Bow I x120,\nHorcrux - Famous Bow II x60,\nHorcrux - Famous Bow III x30,\nHorcrux - Famous Bow IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219345,horcrux - celestial bow selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Celestial Bow I x120,\nHorcrux - Celestial Bow II x60,\nHorcrux - Celestial Bow III x30,\nHorcrux - Celestial Bow IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219346,horcrux - dark dagger selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Dark Dagger I x120,\nHorcrux - Dark Dagger II x60,\nHorcrux - Dark Dagger III x30,\nHorcrux - Dark Dagger IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219347,horcrux - bone blade selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Bone Blade I x120,\nHorcrux - Bone Blade II x60,\nHorcrux - Bone Blade III x30,\nHorcrux - Bone Blade IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219348,horcrux - spirit shield selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Spirit Shield I x120,\nHorcrux - Spirit Shield II x60,\nHorcrux - Spirit Shield III x30,\nHorcrux - Spirit Shield IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219349,horcrux - light shield selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Light Shield I x120,\nHorcrux - Light Shield II x60,\nHorcrux - Light Shield III x30,\nHorcrux - Light Shield IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219350,horcrux - moonglow selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Moonglow Knuckles I x120,\nHorcrux - Moonglow Knuckles II x60,\nHorcrux - Moonglow Knuckles III x30,\nHorcrux - Moonglow Knuckles IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219351,horcrux - shimmer selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Shimmer Broadsword I x120,\nHorcrux - Shimmer Broadsword II x60,\nHorcrux - Shimmer Broadsword III x30,\nHorcrux - Shimmer Broadsword IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219352,horcrux - spirit selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Spirit Knuckles I x120,\nHorcrux - Spirit Knuckles II x60,\nHorcrux - Spirit Knuckles III x30,\nHorcrux - Spirit Knuckles IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219353,horcrux - aurora spear selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Aurora Spear I x120,\nHorcrux - Aurora Spear II x60,\nHorcrux - Aurora Spear III x30,\nHorcrux - Aurora Spear IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219354,horcrux - forgiven’s sword selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Forgiven’s Sword I x120,\nHorcrux - Forgiven’s Sword II x60,\nHorcrux - Forgiven’s Sword III x30,\nHorcrux - Forgiven’s Sword IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219355,horcrux - forgiven’s shield selection pack,"Open to select one of the following Shadow Equipment materials:\nHorcrux - Forgiven’s Shield I x120,\nHorcrux - Forgiven’s Shield II x60,\nHorcrux - Forgiven’s Shield III x30,\nHorcrux - Forgiven’s Shield IV x15.",10219003.0,Uncategorized,0.0,,,,,,,,1
10219356,advanced refinement selection pack,"Open to select one of the following:\nElunium x9,\nOridecon x9,\nBradium x9,\nEnriched Elunium x3,\nEnriched Oridecon x3,\nEnriched Bradium x3,\nHD Elunium x1,\nHD Oridecon x1,\nHD Bradium x1.",10219033.0,Uncategorized,0.0,,,,,,,,1
10219357,refinement protection selection pack,"Open to obtain one of the following:\nProtected Oridecon I x6,\nProtected Elunium I x6,\nProtected Bradium I x6,\nProtected Oridecon II x2,\nProtected Elunium II x2,\nProtected Bradium II x2,\nBlessed Oridecon I x6,\nBlessed Elunium I x6,\nBlessed Bradium I x6,\nBlessed Oridecon II x2,\nBlessed Elunium II x2,\nBlessed Bradium II x2.",10204056.0,Uncategorized,0.0,,,,,,,,1
10219358,advanced enchantment selection pack,"Open to select one of the following:\nSharpening Enchantment Stone x32, \nToughening Enchantment Stone x32, \nSecret Enchantment Stone x32, \nBlazing Enchantment Stone x16, \nHardening Enchantment Stone x16, \nGold Enchantment Stone x16, \nTidal Current Enchantment Stone x8, \nCrystallize Enchantment Stone x8, \nGlowing Star Enchantment Stone x8, \nGloomy Enchantment Stone x4, \nPetrifying Enchantment Stone x4, \nSilverspirit Enchantment Stone x4, \nCold Enchantment Stone x2, \nPraying Enchantment Stone x2, \nRosecrystal Enchantment Stone x2, \nLost Spirit Enchantment Stone x1, \nIllumination Enchantment Stone x1, \nSteel Dust Enchantment Stone x1,\nStillness Enchantment Stone x16,\nSolar Enchantment Stone x16,\nStar Light Enchant Stone x16.",10219017.0,Uncategorized,0.0,,,,,,,,1
10219359,shadow equipment material selection pack i,"Open to select one of the following Shadow Equipment upgrade materials:\nLuminary - Esteemed Sword Selection Pack x1,\nLuminary - Conquering Spear Selection Pack x1,\nLuminary - Loyal Sword Selection Pack x1,\nLuminary - Strong Hammer Selection Pack x1,\nLuminary - Pioneer Axe Selection Pack x1,\nLuminary - Desert Axe Selection Pack x1,\nLuminary - Sacrificial Staff Selection Pack x1,\nLuminary - Tome Selection Pack x1,\nLuminary - Ordered Staff Selection Pack x1,\nLuminary - Cosmic Bow Selection Pack x1,\nLuminary - Silver Bow Selection Pack x1,\nLuminary - Illusionary Dagger Selection Pack x1,\nLuminary - Reverse Blade Selection Pack x1,\nLuminary - Slender Shield Selection Pack x1,\nLuminary - Faithful Shield Selection Pack x1,\nLuminary - Dark Star Selection Pack x1,\nLuminary - Mirage Selection Pack x1,\nLuminary - Specter Selection Pack x1,\nLuminary - Eventide Spear Selection Pack x1,\nLuminary - Sinner's Sword Selection Pack x1,\nLuminary - Sinner's Shield Selection Pack x1,\nLuminary - Lute Avatara Selection Pack x1,\nLuminary - Eclipsal Longwhip Selection Pack x1,\nLuminary - Deathly Spellcode Selection Pack x1,\nLuminary - Winged Scepter Selection Pack x1",10219051.0,Uncategorized,0.0,,,,,,,,1
10219360,shadow equipment material selection pack ii,"Open to select one of the following Shadow Equipment upgrade materials:\nHorcrux - Sacred Sword Selection Pack x1,\nHorcrux - Clear Spear Selection Pack x1,\nHorcrux - Royal Sword Selection Pack x1,\nHorcrux - Inscribed Hammer Selection Pack x1,\nHorcrux - Cast Axe Selection Pack x1,\nHorcrux - Shadow Axe Selection Pack x1,\nHorcrux - Blessed Staff Selection Pack x1,\nHorcrux - Divine Code Selection Pack x1,\nHorcrux - Doomed Staff Selection Pack x1,\nHorcrux - Famous Bow Selection Pack x1,\nHorcrux - Celestial Bow Selection Pack x1,\nHorcrux - Dark Dagger Selection Pack x1,\nHorcrux - Bone Blade Selection Pack x1,\nHorcrux - Spirit Shield Selection Pack x1,\nHorcrux - Light Shield Selection Pack x1,\nHorcrux - Moonglow Selection Pack x1,\nHorcrux - Shimmer Selection Pack x1\nHorcrux - Spirit Knuckles Selection Pack x1,\nHorcrux - Aurora Spear Selection Pack x1,\nHorcrux - Forgiven's Sword Selection Pack x1,\nHorcrux - Forgiven's Shield Selection Pack x1,\nHorcrux - Lute Innocentia Selection Pack x1,\nHorcrux - Sunglow Longwhip Selection Pack x1,\nHorcrux - Mantric Spellcode Selection Pack x1\nHorcrux - Gloried Scepter Selection Pack x1",10219051.0,Uncategorized,0.0,,,,,,,,1
10219361,appearance gift pack i,Open to get all the following items:\nNusantara Mask x1\nBlack Cat Ears x1,10202060.0,Uncategorized,0.0,,,,,,,,1
10219362,premium appearance gift pack i,Open to get all the following items:\nSliced Bread x1\nNusantara Mask x1,10202060.0,Uncategorized,0.0,,,,,,,,1
10219363,premium appearance gift pack ii,Open to get all the following items:\nBlack Cat Ears x1\nDrooping Cat Selection Pack x1,10202060.0,Uncategorized,0.0,,,,,,,,1
10219364,growth gift pack i,Open to get all the following items:\nBasic Card Selection Pack I x1\nUpgrade Supply Pack I x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219365,growth gift pack ii,Open to get all the following items:\nBasic Card Selection Pack I x1\nEnchantment Supply Pack I x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219366,growth gift pack iii,Open to get all the following items:\nBasic Card Selection Pack I x1\nRefinement Supply Pack I x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219367,premium growth pack i,Open to get all the following items:\nBasic Card Selection Pack II x1\nUpgrade Selection Pack II x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219368,premium growth pack ii,Open to get all the following items:\nBasic Card Selection Pack II x1\nEnchant Selection Pack II x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219369,premium growth pack iii,Open to get all the following items:\nBasic Card Selection Pack II x1\nRefinement Selection Pack II x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219370,super premium growth pack i,Open to get all the following items:\nBasic Card Selection Pack II x1\nUpgrade Selection Pack III x1\nLv. 30 Weapon Selection x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219371,super premium growth pack ii,Open to get all the following items:\nBasic Card Selection Pack II x1\nEnchant Selection Pack III x1\nLv. 30 Armor Selection x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219372,super premium growth pack iii,Open to get all the following items:\nBasic Card Selection Pack II x1\nRefinement Selection Pack III x1\nLv. 30 Accessory Selection x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219373,enchantment supply pack i,Open to get all the following items:\nMuspellium Lv. 1 x20\nStamina Potion x1,10219017.0,Uncategorized,0.0,,,,,,,,1
10219374,enchantment selection pack ii,Open to select one of the following:\nSharpening Enchantment Stone x4\nToughening Enchantment Stone x4\nSecret Enchantment Stone x4,10219017.0,Uncategorized,0.0,,,,,,,,1
10219375,enchantment selection pack iii,Open to select one of the following:\nSharpening Enchantment Stone x12\nToughening Enchantment Stone x12\nSecret Enchantment Stone x12\nBlazing Enchantment Stone x6\nHardening Enchantment Stone x6\nGold Enchantment Stone x6,10219017.0,Uncategorized,0.0,,,,,,,,1
10219376,refinement supply pack i,Open to randomly get two of the following:\nRough Oridecon Lv. 1 x20\nBradium Lv. 1 x20\nRough Elunium Lv. 1 x20\nStamina Potion x1,10219033.0,Uncategorized,0.0,,,,,,,,1
10219377,refinement selection pack ii,Open to select one of the following:\nElunium x4\nOridecon x4\nBradium x4,10219033.0,Uncategorized,0.0,,,,,,,,1
10219378,refinement selection pack iii,Open to select one of the following:\nElunium x6\nOridecon x6\nBradium x6\nEnriched Elunium x2\nEnriched Oridecon x2\nEnriched Bradium x2\nBlessed Oridecon I x2\nBlessed Elunium I x2\nBlessed Bradium I x2,10219033.0,Uncategorized,0.0,,,,,,,,1
10219379,upgrading supply pack i,Open to get all the following items:\nUpgrading Metal Lv. 1 x30\nStamina Potion x1,10219034.0,Uncategorized,0.0,,,,,,,,1
10219380,upgrading selection pack ii,Open to select one of the following:\nPhracon I x6\nCarnium I x6\nBascyx I x6\nPhracon II x3\nCarnium II x3\nBascyx II x3,10219034.0,Uncategorized,0.0,,,,,,,,1
10219381,upgrading selection pack iii,"Open to select one of the following:\nPhracon I x16,\nCarnium I x16,\nBascyx I x16,\nPhracon II x8,\nCarnium II x8,\nBascyx II x8,\nPhracon III x4,\nCarnium III x4,\nBascyx III x4,\nPhracon Ⅳ x2,\nCarnium Ⅳ x2,\nBascyx Ⅳ x2",10219034.0,Uncategorized,0.0,,,,,,,,1
10219382,basic card selection pack i,"Open to select one of the following:\nPicky Card x1, \nPicky (Shell) Card x1, \nSteel Chonchon Card x1, \nPupa Card x1, \nCondor Card x1, \nThief Bug Card x1, \nChonchon Card x1, \nMale Thief Bug Card x1, \nBaby Desert Wolf Card x1, \nFabre Card x1, \nPecopeco Egg Card x1, \nFemale Thief Bug Card x1, \nHornet Card x1, \nAmbernite Card x1, \nDrainliar Card x1, \nSavage Bebe Card x1, \nFamiliar Card x1, \nPlankton Card x1, \nThief Bug Egg Card x1, \nTarou Card x1, \nSpore Card x1, \nPoporing Card x1, \nCreamy Card x1, \nPoison Spore Card x1, \nPoring Card x1, \nLunatic Card x1, \nDrops Card x1, \nWillow Card x1, \nGrasshopper Card x1, \nMandragora Card x1",10202010.0,Uncategorized,0.0,,,,,,,,1
10219383,basic card selection pack ii,"Open to select one of the following:\nRocker Card x1, \nRoda Frog Card x1, \nSavage Card x1, \nDustiness Card x1, \nMyst Card x1, \nWhisper Card x1, \nZombie Card x1, \nDagger-wielding Skel Pirate x1, \nPecopeco Card x1, \nHorn Card x1, \nDagger-wielding Skel Pirate x1, \nSkeleton Worker Card x1, \nHunter Fly Card x1, \nArgos Card x1, \nMetaller Card x1, \nFlora Card x1, \nCaramel Card x1, \nHydra Card x1, \nSmokie Card x1, \nKukre Card x1, \nYoyo Card x1, \nPirate Skeleton Card x1, \nMuka Card x1, \nMantis Card x1, \nStainer Card x1, \nCoco Card x1, \nDead Plankton Card x1, \nMartin Card x1, \nGiearth Card x1, \nAnacondaq Card x1",10202010.0,Uncategorized,0.0,,,,,,,,1
10219384,lv. 30 weapon selection,"Open to select one of the following:\nLv. 30 Two-handed Weapon Selection x1,\nLv. 30 Primary and Secondary Weapon Pack x1",10219185.0,Uncategorized,0.0,,,,,,,,1
10219385,lv. 30 primary and secondary weapon pack,Open to select one of the following:\nLv. 30 Main-hand Weapon Selection x1\nLv. 30 Off-hand Weapon Selection x1,10219185.0,Uncategorized,0.0,,,,,,,,1
10219386,lv. 30 off-hand weapon selection,Open to select one of the following:\nAdventurer's Shield x1\nAdventurer's Buckler x1\nAdventurer's Kite Shield x1\nAdventurer's Square Shield x1,10219185.0,Uncategorized,0.0,,,,,,,,1
10219387,lv. 30 main-hand weapon selection,Open to select one of the following:\nAdventurer’s One-Handed Sword x1\nAdventurer's One-Handed Axe x1\nAdventurer's One-Handed Rod x1\nAdventurer's Dagger x1\nAdventurer's Mace x1,10219185.0,Uncategorized,0.0,,,,,,,,1
10219388,lv. 30 two-handed weapon selection,Open to select one of the following:\nAdventurer's Jur x1\nAdventurer's Short Bow x1\nAdventurer Long Bow x1\nAdventurer's Two-Handed Spear x1\nAdventurer's Two-Handed Sword x1\nAdventurer's Two-Handed Axe x1\nAdventurer's Spell Book x1\nAdventurer's Two-Handed Staff x1,10219185.0,Uncategorized,0.0,,,,,,,,1
10219389,lv. 30 armor selection,Open to select one of the following:\nAdventurer's Coat of Protection x1\nAdventurer's Magic Coat x1\nAdventurer's Robe x1\nAdventurer's Muffler x1\nAdventurer's Scarf x1\nAdventurer's Manteau x1\nAdventurer's Boots x1\nAdventurer's Leather Boots x1\nAdventurer's Shoes x1,10219185.0,Uncategorized,0.0,,,,,,,,1
10219390,lv. 30 accessory selection,Open to select one of the following:\nAdventurer's Brooch x2\nAdventurer's Earring x2\nAdventurer's Ring x2\nAdventurer's Pin x2\nAdventurer's Necklace x2\nAdventurer's Bracelet x2\nAdventurer's Attack Manual x1\nAdventurer's Assault Manual x1\nAdventurer's Chant Manual x1\nAdventurer's Balance Manual x1\nAdventurer's Analysis Manual x1\nAdventurer's Swift Manual x1,10219185.0,Uncategorized,0.0,,,,,,,,1
10219392,boba doram,Use to obtain Mount: Boba Doram.,10219392.0,Uncategorized,0.0,,0.0,,1000.0,,,4.0,1
10219393,附魔自选包,"Open to select one of the following Enchantment Materials:\nSharpening Enchantment Stone x32, Toughening Enchantment Stone x32, Secret Enchantment Stone x32, Blazing Enchantment Stone x16, Hardening Enchantment Stone x16, Gold Enchantment Stone x16, Tidal Current Enchantment Stone x8, Crystallize Enchantment Stone x8, Glowing Star Enchantment Stone x8, Gloomy Enchantment Stone x4, Petrifying Enchantment Stone x4, Silverspirit Enchantment Stone x4, Cold Enchantment Stone x2, Praying Enchantment Stone x2, Rosecrystal Enchantment Stone x2, Lost Spirit Enchantment Stone x1, Illumination Enchantment Stone x1, Steel Dust Enchantment Stone x1.",10219017.0,Uncategorized,0.0,,,,,,,,1
10219397,refinement protection selection pack,Open to obtain one of the following:\nProtected Oridecon I x3\nProtected Elunium I x3\nProtected Bradium I x3\nProtected Oridecon II x1\nProtected Elunium II x1\nProtected Bradium II x1\nBlessed Oridecon I x3\nBlessed Elunium I x3\nBlessed Bradium I x3\nBlessed Oridecon II x1\nBlessed Elunium II x1\nBlessed Bradium II x1,10204056.0,Uncategorized,0.0,,,,,,,,1
10219398,pet advancement selection pack i,"A bountiful gift pack that contains Earth Spirit Stone I, Fire Spirit Stone I,\nWater Spirit Stone I, Wind Spirit Stone I,\nNeutral Spirit Stone I, Shadow Spirit Stone I,\nUndead Spirit Stone I, Natural Scale I,\nDerelict Spirit Scale I, and Pet Advancement Pill I. Use to select and obtain one of the items.",10219029.0,Uncategorized,0.0,999.0,,0.2,,,,,1
10219399,lucky pet box,Open to obtain one of the following:\nMagical Pet Lucky Box x1\nPhysical Pet Lucky Box x1,10204028.0,Uncategorized,0.0,999.0,,0.2,,,,,1
10219400,magical pet lucky box,"Open to obtain the Pet Interaction Selection Pack II x1,\nand randomly get one of the following:\nHornet x1\nFamiliar x1\nGiearth x1\nWhisper x1\nZombie x1\nSkeleton Worker x1\nPhreeoni x1\nMyst x1\nSasquatch x1\nGolem x1\nMoonlight Flower x1",10204028.0,Uncategorized,0.0,999.0,,0.2,,,,,1
10219401,physical pet lucky box,"Open to obtain the Pet Interaction Selection Pack II x1,\nand randomly get one of the following:\nLunatic x1\nPoring x1\nGrasshopper x1\nBaby Desert Wolf x1\nYoyo x1\nDustiness x1\nRoda Frog x1\nAnacondaq x1\nSkeleton Worker x1\nPhreeoni x1\nMyst x1\nSasquatch x1\nGolem x1\nMoonlight Flower x1",10204028.0,Uncategorized,0.0,999.0,,0.2,,,,,1
10219402,pet evolution lucky box,Open to randomly obtain one of the following:\nNormal Evolution Selection Pack x1\nPremium Evolution Selection Pack x1\nCoronet x1,10204028.0,Uncategorized,0.0,999.0,,0.2,,,,,1
10219403,normal evolution selection pack,Open and select one of the following:\nOnigiri Hat x1\nIron Cain x1\nAngled Glasses x1\nPirate Bandana x1\nBao Bao x1,10204056.0,Uncategorized,0.0,999.0,,0.2,,,,,1
10219404,premium evolving selection pack,Open and select one of the following:\nCute Ribbon x1\nBeast Horn x1\nSweet Gents x1\nFrog Prince Headgear x1\nGhost Bandana x1,10204056.0,Uncategorized,0.0,999.0,,0.2,,,,,1
10219406,retro classic car,Use to obtain the Mount - Retro Classic Car.,10219406.0,Uncategorized,0.0,,0.0,,1000.0,,,4.0,1
10219407,cart titan,Use to obtain Mount: Cart Titan.,10219407.0,Uncategorized,0.0,,0.0,,1000.0,,,4.0,1
10219410,资源礼盒i,"打开获得以下道具：\n活力药水*1,\nZeny*5000000",10204056.0,Uncategorized,0.0,999.0,,0.1,,,,,1
10219411,资源礼盒ii,"打开获得以下道具：\n公会贡献*30,\nZeny*20000000",10204056.0,Uncategorized,0.0,999.0,,0.1,,,,,1
10219413,enchantment selection pack iii,,10204060.0,Uncategorized,0.0,,,,,,,,1
10219414,enchantment conversion selection pack,,10204060.0,Uncategorized,0.0,,,,,,,,1
