equip_id,attribute,attribute_value,id
1107022,M.ATK,875.0,945
1107022,haste,438.0,946
1107023,M.ATK,875.0,947
1107023,haste,438.0,948
1107024,M.ATK,1313.0,949
1107024,haste,656.0,950
1107025,M.ATK,875.0,951
1107025,haste,438.0,952
1107026,M.ATK,875.0,953
1107026,haste,438.0,954
1107027,M.ATK,875.0,955
1107027,haste,438.0,956
1107030,M.ATK,62.0,957
1107030,haste,31.0,958
1107031,M.ATK,187.0,959
1107031,haste,93.0,960
1107032,M.ATK,300.0,961
1107032,haste,150.0,962
1107033,M.ATK,412.0,963
1107033,haste,206.0,964
1107034,M.ATK,400.0,965
1107034,haste,200.0,966
1107035,M.ATK,712.0,967
1107035,haste,356.0,968
1107036,M.ATK,750.0,969
1107036,haste,375.0,970
1107037,M.ATK,200.0,971
1107037,haste,100.0,972
1107038,M.ATK,562.0,973
1107038,haste,281.0,974
1107039,M.ATK,900.0,975
1107039,haste,450.0,976
1107040,M.ATK,200.0,977
1107040,haste,100.0,978
1107041,M.ATK,275.0,979
1107041,haste,137.0,980
1107042,M.ATK,1088.0,981
1107042,haste,544.0,982
1107043,M.ATK,1088.0,983
1107043,haste,544.0,984
1107044,M.ATK,375.0,985
1107044,haste,187.0,986
1107045,M.ATK,1200.0,987
1107045,haste,600.0,988
1107046,M.ATK,475.0,989
1107046,haste,237.0,990
1107047,M.ATK,600.0,991
1107047,haste,300.0,992
1107048,M.ATK,600.0,993
1107048,haste,300.0,994
1107049,M.ATK,550.0,995
1107049,haste,275.0,996
1107050,M.ATK,750.0,997
1107050,haste,375.0,998
1107051,M.ATK,375.0,999
1107051,haste,187.0,1000
1107052,M.ATK,475.0,1001
1107052,haste,237.0,1002
1107053,M.ATK,600.0,1003
1107053,haste,300.0,1004
1107054,M.ATK,275.0,1005
1107054,haste,137.0,1006
1107055,M.ATK,375.0,1007
1107055,haste,187.0,1008
1107056,M.ATK,475.0,1009
1107056,haste,237.0,1010
1107057,M.ATK,600.0,1011
1107057,haste,300.0,1012
1107058,M.ATK,475.0,1013
1107058,haste,237.0,1014
1107059,M.ATK,600.0,1015
1107059,haste,300.0,1016
1107060,M.ATK,1750.0,1017
1107060,haste,875.0,1018
1107061,M.ATK,1538.0,1019
1107061,haste,769.0,1020
1107063,M.ATK,1025.0,1023
1107063,haste,513.0,1024
1107064,M.ATK,1025.0,1025
1107064,haste,513.0,1026
1107065,M.ATK,1025.0,1027
1107065,haste,513.0,1028
1107066,M.ATK,1025.0,1029
1107066,haste,513.0,1030
1107067,M.ATK,1025.0,1031
1107067,haste,513.0,1032
1107068,M.ATK,1025.0,1033
1107068,haste,513.0,1034
1107069,M.ATK,1538.0,1035
1107069,haste,769.0,1036
1107070,M.ATK,1538.0,1037
1107070,haste,769.0,1038
1107071,M.ATK,1450.0,1039
1107071,haste,725.0,1040
1107072,M.ATK,1450.0,1041
1107072,haste,725.0,1042
1107073,M.ATK,1750.0,1043
1107073,haste,875.0,1044
1107074,M.ATK,1750.0,1045
1107074,haste,875.0,1046
1107075,M.ATK,1800.0,1047
1107075,haste,900.0,1048
1107077,M.ATK,2050.0,1051
1107077,haste,1025.0,1052
1107078,M.ATK,1200.0,1053
1107078,haste,600.0,1054
1107079,M.ATK,1200.0,1055
1107079,haste,600.0,1056
1107080,M.ATK,1200.0,1057
1107080,haste,600.0,1058
1107081,M.ATK,1200.0,1059
1107081,haste,600.0,1060
1107082,M.ATK,1200.0,1061
1107082,haste,600.0,1062
1107083,M.ATK,1200.0,1063
1107083,haste,600.0,1064
1107084,M.ATK,1800.0,1065
1107084,haste,900.0,1066
1107085,M.ATK,1800.0,1067
1107085,haste,900.0,1068
1107087,M.ATK,1750.0,1071
1107087,haste,875.0,1072
1107088,M.ATK,1750.0,1073
1107088,haste,875.0,1074
1107089,M.ATK,2050.0,1075
1107089,haste,1025.0,1076
1107090,M.ATK,2050.0,1077
1107090,haste,1025.0,1078
1107091,M.ATK,2050.0,1079
1107091,haste,1025.0,1080
1201001,P.DMG Reduction,16.0,1087
1201001,Max HP,525.0,1088
1201002,M.DMG Reduction,16.0,1089
1201002,Max HP,525.0,1090
1201003,P.DMG Reduction,874.0,1091
1201003,Max HP,17475.0,1092
1201004,M.DMG Reduction,79.0,1093
1201004,Max HP,1575.0,1094
1201005,ASPD,180.0,1095
1201005,Max HP,13350.0,1096
1201006,M.DMG Reduction,874.0,1097
1201006,Max HP,17475.0,1098
1201007,P.DMG Bonus,874.0,1099
1201007,Max HP,17475.0,1100
1201008,M.DMG Bonus,874.0,1101
1201008,Max HP,17475.0,1102
1201009,P.ATK,218.0,1103
1201009,Max HP,17475.0,1104
1201010,M.DEF,143.0,1105
1201010,M.DMG Reduction,480.0,1106
1201011,M.ATK,83.0,1107
1201011,Max HP,4500.0,1108
1201012,DEF,143.0,1109
1201012,P.DMG Reduction,480.0,1110
1201013,M.ATK,218.0,1111
1201013,Max HP,17475.0,1112
1201014,M.PEN,113.0,1113
1201014,Max HP,6900.0,1114
1201015,P.PEN,218.0,1115
1201015,Max HP,17475.0,1116
1201016,P.DMG Bonus,293.0,1117
1201016,Max HP,5850.0,1118
1201017,M.PEN,218.0,1119
1201017,Max HP,17475.0,1120
1201018,DEF,218.0,1121
1201018,P.DMG Reduction,874.0,1122
1201019,P.ATK,83.0,1123
1201019,Max HP,4500.0,1124
1201020,P.PEN,113.0,1125
1201020,Max HP,6900.0,1126
1201021,P.DMG Reduction,1311.0,1127
1201021,Max HP,26213.0,1128
1201022,haste,180.0,1129
1201022,Max HP,13350.0,1130
1201023,P.DMG Reduction,79.0,1131
1201023,Max HP,1575.0,1132
1201024,M.DMG Bonus,293.0,1133
1201024,Max HP,5850.0,1134
1201025,M.DEF,218.0,1135
1201025,M.DMG Reduction,874.0,1136
1201026,ASPD,218.0,1137
1201026,Max HP,17475.0,1138
1201027,haste,218.0,1139
1201027,Max HP,17475.0,1140
1201028,M.PEN,285.0,1141
1201028,Max HP,19200.0,1142
1201029,P.DMG Bonus,960.0,1143
1201029,Max HP,19200.0,1144
1201030,P.DMG Reduction,118.0,1145
1201030,Max HP,2363.0,1146
1201031,M.DMG Reduction,118.0,1147
1201031,Max HP,2363.0,1148
1201032,P.DMG Reduction,219.0,1149
1201032,Max HP,4388.0,1150
1201033,M.DMG Reduction,219.0,1151
1201033,Max HP,4388.0,1152
1201034,P.DMG Reduction,338.0,1153
1201034,Max HP,6750.0,1154
1201035,M.DMG Reduction,338.0,1155
1201035,Max HP,6750.0,1156
1201036,P.DMG Reduction,720.0,1157
1201036,Max HP,14400.0,1158
1201037,M.DMG Reduction,720.0,1159
1201037,Max HP,14400.0,1160
1201038,haste,225.0,1161
1201038,Max HP,13800.0,1162
1201039,ASPD,225.0,1163
1201039,Max HP,13800.0,1164
1201040,M.DMG Reduction,1311.0,1165
1201040,Max HP,26213.0,1166
1201041,P.DMG Bonus,146.0,1167
1201041,Max HP,2925.0,1168
1201042,M.DMG Bonus,146.0,1169
1201042,Max HP,2925.0,1170
1201043,P.DMG Reduction,518.0,1171
1201043,Max HP,10350.0,1172
1201044,M.DMG Reduction,518.0,1173
1201044,Max HP,10350.0,1174
1201045,P.DMG Reduction,1001.0,1175
1201045,Max HP,20025.0,1176
1201046,M.DMG Reduction,1001.0,1177
1201046,Max HP,20025.0,1178
1201047,P.DMG Reduction,146.0,1179
1201047,Max HP,2925.0,1180
1201048,M.DMG Reduction,146.0,1181
1201048,Max HP,2925.0,1182
1201049,P.DMG Reduction,225.0,1183
1201049,Max HP,4500.0,1184
1201050,M.DMG Reduction,225.0,1185
1201050,Max HP,4500.0,1186
1201051,M.DMG Bonus,1311.0,1187
1201051,Max HP,26213.0,1188
1201052,P.DMG Bonus,1311.0,1189
1201052,Max HP,26213.0,1190
1201053,PVP P.DMG RED,653.0,1191
1201054,PVP M.Damage RED,653.0,1192
1201055,P.ATK,113.0,1193
1201055,Max HP,6900.0,1194
1201056,M.ATK,113.0,1195
1201056,Max HP,6900.0,1196
1201057,PVP P.DMG RED,720.0,1197
1201058,PVP M.Damage RED,720.0,1198
1201059,P.PEN,143.0,1199
1201059,Max HP,9600.0,1200
1201060,M.PEN,143.0,1201
1201060,Max HP,9600.0,1202
1201061,P.PEN,180.0,1203
1201061,Max HP,13350.0,1204
1201062,M.PEN,180.0,1205
1201062,Max HP,13350.0,1206
1201063,DEF,180.0,1207
1201063,P.DMG Reduction,668.0,1208
1201064,M.DEF,180.0,1209
1201064,M.DMG Reduction,668.0,1210
1201065,M.DMG Bonus,450.0,1211
1201065,Max HP,9000.0,1212
1201066,P.DMG Bonus,450.0,1213
1201066,Max HP,9000.0,1214
1201067,M.DMG Bonus,690.0,1215
1201067,Max HP,13800.0,1216
1201068,P.DMG Bonus,690.0,1217
1201068,Max HP,13800.0,1218
1201069,P.DMG Reduction,345.0,1219
1201069,Max HP,6900.0,1220
1201070,M.DMG Reduction,345.0,1221
1201070,Max HP,6900.0,1222
1201071,P.DMG Reduction,480.0,1223
1201071,Max HP,9600.0,1224
1201072,M.DMG Reduction,480.0,1225
1201072,Max HP,9600.0,1226
1201073,P.DMG Reduction,668.0,1227
1201073,Max HP,13350.0,1228
1201074,M.DMG Reduction,668.0,1229
1201074,Max HP,13350.0,1230
1201075,P.DMG Bonus,225.0,1231
1201075,Max HP,4500.0,1232
1201076,M.DMG Bonus,225.0,1233
1201076,Max HP,4500.0,1234
1201077,P.DMG Bonus,345.0,1235
1201077,Max HP,6900.0,1236
1201078,M.DMG Bonus,345.0,1237
1201078,Max HP,6900.0,1238
1201079,P.DMG Bonus,480.0,1239
1201079,Max HP,9600.0,1240
1201080,M.DMG Bonus,480.0,1241
1201080,Max HP,9600.0,1242
1201081,P.DMG Bonus,668.0,1243
1201081,Max HP,13350.0,1244
1201082,M.DMG Bonus,668.0,1245
1201082,Max HP,13350.0,1246
1201083,P.ATK,143.0,1247
1201083,Max HP,9600.0,1248
1201084,M.ATK,143.0,1249
1201084,Max HP,9600.0,1250
1201085,P.ATK,180.0,1251
1201085,Max HP,13350.0,1252
1201086,M.ATK,180.0,1253
1201086,Max HP,13350.0,1254
1201087,P.DMG Bonus,118.0,1255
1201087,Max HP,2363.0,1256
1201088,M.DMG Bonus,118.0,1257
1201088,Max HP,2363.0,1258
1201089,P.DMG Bonus,219.0,1259
1201089,Max HP,4388.0,1260
1201090,M.DMG Bonus,219.0,1261
1201090,Max HP,4388.0,1262
1201091,P.DMG Bonus,338.0,1263
1201091,Max HP,6750.0,1264
1201092,M.DMG Bonus,338.0,1265
1201092,Max HP,6750.0,1266
1201093,P.DMG Bonus,518.0,1267
1201093,Max HP,10350.0,1268
1201094,M.DMG Bonus,518.0,1269
1201094,Max HP,10350.0,1270
1201095,P.DMG Bonus,720.0,1271
1201095,Max HP,14400.0,1272
1201096,M.DMG Bonus,720.0,1273
1201096,Max HP,14400.0,1274
1201097,P.DMG Bonus,1001.0,1275
1201097,Max HP,20025.0,1276
1201098,M.DMG Bonus,1001.0,1277
1201098,Max HP,20025.0,1278
1201099,P.PEN,120.0,1279
1201099,Max HP,5850.0,1280
1201100,M.PEN,120.0,1281
1201100,Max HP,5850.0,1282
1201101,P.PEN,165.0,1283
1201101,Max HP,9000.0,1284
1201102,M.PEN,165.0,1285
1201102,Max HP,9000.0,1286
1201103,P.PEN,225.0,1287
1201103,Max HP,13800.0,1288
1201104,M.PEN,225.0,1289
1201104,Max HP,13800.0,1290
1201105,DEF,225.0,1291
1201105,P.DMG Reduction,690.0,1292
1201106,M.DEF,225.0,1293
1201106,M.DMG Reduction,690.0,1294
1201107,P.DMG Bonus,16.0,1295
1201107,Max HP,525.0,1296
1201108,M.DMG Bonus,16.0,1297
1201108,Max HP,525.0,1298
1201109,P.PEN,285.0,1299
1201109,Max HP,19200.0,1300
1201110,M.DMG Bonus,960.0,1301
1201110,Max HP,19200.0,1302
1201111,haste,285.0,1303
1201111,Max HP,19200.0,1304
1201112,DEF,285.0,1305
1201112,P.DMG Reduction,960.0,1306
1201113,M.DEF,285.0,1307
1201113,M.DMG Reduction,960.0,1308
1201114,ASPD,285.0,1309
1201114,Max HP,19200.0,1310
1201115,P.DMG Reduction,1716.0,1311
1201115,Max HP,34313.0,1312
1201116,M.DMG Reduction,1716.0,1313
1201116,Max HP,34313.0,1314
1201117,P.DMG Bonus,1716.0,1315
1201117,Max HP,34313.0,1316
1201118,M.DMG Bonus,1716.0,1317
1201118,Max HP,34313.0,1318
1201119,DEF,394.0,1319
1201119,P.DMG Reduction,1716.0,1320
1201120,M.DEF,394.0,1321
1201120,M.DMG Reduction,1716.0,1322
1201121,PVP P.DMG RED,580.0,1323
1201121,PVP M.Damage RED,290.0,1324
1201122,PVP P.DMG RED,290.0,1325
1201122,PVP M.Damage RED,580.0,1326
1201123,M.PEN,360.0,1327
1201123,Max HP,26700.0,1328
1201124,P.DMG Bonus,1335.0,1329
1201124,Max HP,26700.0,1330
1201125,P.PEN,360.0,1331
1201125,Max HP,26700.0,1332
1201126,M.DMG Bonus,1335.0,1333
1201126,Max HP,26700.0,1334
1201127,haste,360.0,1335
1201127,Max HP,26700.0,1336
1201128,DEF,360.0,1337
1201128,P.DMG Reduction,1335.0,1338
1201129,M.DEF,360.0,1339
1201129,M.DMG Reduction,1335.0,1340
1201130,ASPD,360.0,1341
1201130,Max HP,26700.0,1342
1201131,PVP P.DMG RED,870.0,1343
1201132,PVP M.Damage RED,870.0,1344
1201133,ASPD,263.0,1345
1201133,Max HP,22875.0,1346
1201134,haste,263.0,1347
1201134,Max HP,22875.0,1348
1201135,P.ATK,263.0,1349
1201135,Max HP,22875.0,1350
1201136,M.ATK,263.0,1351
1201136,Max HP,22875.0,1352
1201137,P.DMG Bonus,1144.0,1353
1201137,Max HP,22875.0,1354
1201138,M.DMG Bonus,1144.0,1355
1201138,Max HP,22875.0,1356
1201139,PVP P.DMG RED,788.0,1357
1201140,PVP M.Damage RED,788.0,1358
1201141,P.DMG Reduction,1144.0,1359
1201141,Max HP,22875.0,1360
1201142,M.DMG Reduction,1144.0,1361
1201142,Max HP,22875.0,1362
1201143,P.PEN,263.0,1363
1201143,Max HP,22875.0,1364
1201144,M.PEN,263.0,1365
1201144,Max HP,22875.0,1366
1201145,DEF,263.0,1367
1201145,P.DMG Reduction,1144.0,1368
1201146,M.DEF,263.0,1369
1201146,M.DMG Reduction,1144.0,1370
1201147,DEF,525.0,1371
1201147,Max HP,45750.0,1372
1201148,M.DEF,525.0,1373
1201148,Max HP,45750.0,1374
1201149,P.DMG Reduction,2154.0,1375
1201149,Max HP,43088.0,1376
1201150,M.DMG Reduction,2154.0,1377
1201150,Max HP,43088.0,1378
1201151,P.DMG Bonus,2154.0,1379
1201151,Max HP,43088.0,1380
1201152,M.DMG Bonus,2154.0,1381
1201152,Max HP,43088.0,1382
1201155,P.DMG Reduction,1436.0,1387
1201155,Max HP,28725.0,1388
1201156,M.DMG Reduction,1436.0,1389
1201156,Max HP,28725.0,1390
1201157,P.DMG Bonus,1436.0,1391
1201157,Max HP,28725.0,1392
1201158,M.DMG Bonus,1436.0,1393
1201158,Max HP,28725.0,1394
1201159,P.ATK,308.0,1395
1201159,Max HP,28725.0,1396
1201160,M.ATK,308.0,1397
1201160,Max HP,28725.0,1398
1201161,P.PEN,308.0,1399
1201161,Max HP,28725.0,1400
1201162,M.PEN,308.0,1401
1201162,Max HP,28725.0,1402
1201163,DEF,308.0,1403
1201163,P.DMG Reduction,1436.0,1404
1201164,M.DEF,308.0,1405
1201164,M.DMG Reduction,1436.0,1406
1201165,ASPD,308.0,1407
1201165,Max HP,28725.0,1408
1201166,haste,308.0,1409
1201166,Max HP,28725.0,1410
1201167,PVP P.DMG RED,923.0,1411
1201168,PVP M.Damage RED,923.0,1412
1201169,DEF,461.0,1413
1201169,P.DMG Reduction,2154.0,1414
1201170,M.DEF,461.0,1415
1201170,M.DMG Reduction,2154.0,1416
1201171,M.PEN,435.0,1417
1201171,Max HP,34950.0,1418
1201172,P.DMG Bonus,1748.0,1419
1201172,Max HP,34950.0,1420
1201173,P.PEN,435.0,1421
1201173,Max HP,34950.0,1422
1201174,M.DMG Bonus,1748.0,1423
1201174,Max HP,34950.0,1424
1201175,ASPD,435.0,1425
1201175,Max HP,34950.0,1426
1201176,haste,435.0,1427
1201176,Max HP,34950.0,1428
1201177,DEF,435.0,1429
1201177,P.DMG Reduction,1748.0,1430
1201178,M.DEF,435.0,1431
1201178,M.DMG Reduction,1748.0,1432
1201179,PVP P.DMG RED,1050.0,1433
1201180,PVP M.Damage RED,1050.0,1434
1201181,PVP P.DMG RED,700.0,1435
1201181,PVP M.Damage RED,350.0,1436
1201182,PVP P.DMG RED,350.0,1437
1201182,PVP M.Damage RED,700.0,1438
1201183,P.DMG Reduction,2706.0,1439
1201183,Max HP,54113.0,1440
1201184,M.DMG Reduction,2706.0,1441
1201184,Max HP,54113.0,1442
1201185,P.DMG Bonus,2706.0,1443
1201185,Max HP,54113.0,1444
1201186,M.DMG Bonus,2706.0,1445
1201186,Max HP,54113.0,1446
1201189,DEF,615.0,1451
1201189,Max HP,57450.0,1452
1201190,M.DEF,615.0,1453
1201190,Max HP,14363.0,1454
1201191,P.DMG Reduction,1804.0,1455
1201191,Max HP,36075.0,1456
1201192,M.DMG Reduction,1804.0,1457
1201192,Max HP,36075.0,1458
1201193,P.DMG Bonus,1804.0,1459
1201193,Max HP,36075.0,1460
1201194,M.DMG Bonus,1804.0,1461
1201194,Max HP,36075.0,1462
1201195,P.ATK,360.0,1463
1201195,Max HP,36075.0,1464
1201196,M.ATK,360.0,1465
1201196,Max HP,36075.0,1466
1201197,P.PEN,360.0,1467
1201197,Max HP,36075.0,1468
1201198,M.PEN,360.0,1469
1201198,Max HP,36075.0,1470
1201199,DEF,360.0,1471
1201199,P.DMG Reduction,1804.0,1472
1201200,M.DEF,360.0,1473
1201200,M.DMG Reduction,1804.0,1474
1201201,ASPD,360.0,1475
1201201,Max HP,36075.0,1476
1201202,haste,360.0,1477
1201202,Max HP,36075.0,1478
1201203,PVP P.DMG RED,1080.0,1479
1201204,PVP M.Damage RED,1080.0,1480
1201205,DEF,540.0,1481
1201205,P.DMG Reduction,2706.0,1482
1201206,M.DEF,540.0,1483
1201206,M.DMG Reduction,2706.0,1484
1201209,M.PEN,525.0,1489
1201209,Max HP,45750.0,1490
1201210,P.DMG Bonus,2288.0,1491
1201210,Max HP,45750.0,1492
1201211,P.PEN,525.0,1493
1201211,Max HP,45750.0,1494
1201212,M.DMG Bonus,2288.0,1495
1201212,Max HP,45750.0,1496
1201213,ASPD,525.0,1497
1201213,Max HP,45750.0,1498
1201214,haste,525.0,1499
1201214,Max HP,45750.0,1500
1201215,DEF,525.0,1501
1201215,P.DMG Reduction,2288.0,1502
1201216,M.DEF,525.0,1503
1201216,M.DMG Reduction,2288.0,1504
1201217,PVP P.DMG RED,1230.0,1505
1201218,PVP M.Damage RED,1230.0,1506
1201219,PVP P.DMG RED,820.0,1507
1201219,PVP M.Damage RED,410.0,1508
1201220,PVP P.DMG RED,410.0,1509
1201220,PVP M.Damage RED,820.0,1510
1201221,DEF,615.0,1511
1201221,Max HP,57450.0,1512
1201222,M.DEF,615.0,1513
1201222,Max HP,57450.0,1514
1301003,P.ATK,275.0,1521
1301003,ASPD,137.0,1522
1301004,P.ATK,725.0,1523
1301004,ASPD,363.0,1524
1301005,P.ATK,725.0,1525
1301005,ASPD,363.0,1526
1301006,P.ATK,725.0,1527
1301006,ASPD,363.0,1528
1301007,P.ATK,600.0,1529
1301007,ASPD,300.0,1530
1301008,P.ATK,725.0,1531
1301008,ASPD,363.0,1532
1301009,P.ATK,725.0,1533
1301009,ASPD,363.0,1534
1301010,P.ATK,725.0,1535
1301010,ASPD,363.0,1536
1301011,P.ATK,950.0,1537
1301011,ASPD,475.0,1538
1301012,P.ATK,375.0,1539
1301012,ASPD,187.0,1540
1301013,P.ATK,950.0,1541
1301013,ASPD,475.0,1542
1301014,P.ATK,125.0,1543
1301014,ASPD,62.0,1544
1301015,P.ATK,1313.0,1545
1301015,ASPD,656.0,1546
1301016,P.ATK,1313.0,1547
1301016,ASPD,656.0,1548
1301017,P.ATK,1450.0,1549
1301017,ASPD,725.0,1550
1301018,P.ATK,1200.0,1551
1301018,ASPD,600.0,1552
1301019,P.ATK,1200.0,1553
1301019,ASPD,600.0,1554
1301020,P.ATK,1450.0,1555
1301020,ASPD,725.0,1556
1301021,P.ATK,875.0,1557
1301021,ASPD,438.0,1558
1301022,P.ATK,875.0,1559
1301022,ASPD,438.0,1560
1301023,P.ATK,875.0,1561
1301023,ASPD,438.0,1562
1301024,P.ATK,1313.0,1563
1301024,ASPD,656.0,1564
1301025,P.ATK,875.0,1565
1301025,ASPD,438.0,1566
1301026,P.ATK,875.0,1567
1301026,ASPD,438.0,1568
1301027,P.ATK,875.0,1569
1301027,ASPD,438.0,1570
1301030,P.ATK,62.0,1571
1301030,ASPD,31.0,1572
1301031,P.ATK,187.0,1573
1301031,ASPD,93.0,1574
1301032,P.ATK,300.0,1575
1301032,ASPD,150.0,1576
1301033,P.ATK,412.0,1577
1301033,ASPD,206.0,1578
1301034,P.ATK,400.0,1579
1301034,ASPD,200.0,1580
1301035,P.ATK,712.0,1581
1301035,ASPD,356.0,1582
1301036,P.ATK,750.0,1583
1301036,ASPD,375.0,1584
1301037,P.ATK,475.0,1585
1301037,ASPD,237.0,1586
1301038,P.ATK,200.0,1587
1301038,ASPD,100.0,1588
1301039,P.ATK,562.0,1589
1301039,ASPD,281.0,1590
1301040,P.ATK,900.0,1591
1301040,ASPD,450.0,1592
1301041,P.ATK,200.0,1593
1301041,ASPD,100.0,1594
1301042,P.ATK,275.0,1595
1301042,ASPD,137.0,1596
1301043,P.ATK,1088.0,1597
1301043,ASPD,544.0,1598
1301044,P.ATK,1088.0,1599
1301044,ASPD,544.0,1600
1301045,P.ATK,375.0,1601
1301045,ASPD,187.0,1602
1301046,P.ATK,1200.0,1603
1301046,ASPD,600.0,1604
1301047,P.ATK,475.0,1605
1301047,ASPD,237.0,1606
1301048,P.ATK,600.0,1607
1301048,ASPD,300.0,1608
1301049,P.ATK,600.0,1609
1301049,ASPD,300.0,1610
1301050,P.ATK,550.0,1611
1301050,ASPD,275.0,1612
1301051,P.ATK,750.0,1613
1301051,ASPD,375.0,1614
1301052,P.ATK,375.0,1615
1301052,ASPD,187.0,1616
1301053,P.ATK,475.0,1617
1301053,ASPD,237.0,1618
1301054,P.ATK,600.0,1619
1301054,ASPD,300.0,1620
1301055,P.ATK,275.0,1621
1301055,ASPD,137.0,1622
1301056,P.ATK,375.0,1623
1301056,ASPD,187.0,1624
1301057,P.ATK,475.0,1625
1301057,ASPD,237.0,1626
1301058,P.ATK,600.0,1627
1301058,ASPD,300.0,1628
1301059,P.ATK,475.0,1629
1301059,ASPD,237.0,1630
1301060,P.ATK,600.0,1631
1301060,ASPD,300.0,1632
1301061,P.ATK,1750.0,1633
1301061,ASPD,875.0,1634
1301062,P.ATK,1538.0,1635
1301062,ASPD,769.0,1636
1301064,P.ATK,1025.0,1639
1301064,ASPD,513.0,1640
1301065,P.ATK,1025.0,1641
1301065,ASPD,513.0,1642
1301066,P.ATK,1025.0,1643
1301066,ASPD,513.0,1644
1301067,P.ATK,1025.0,1645
1301067,ASPD,513.0,1646
1301068,P.ATK,1025.0,1647
1301068,ASPD,513.0,1648
1301069,P.ATK,1025.0,1649
1301069,ASPD,513.0,1650
1301070,P.ATK,1538.0,1651
1301070,ASPD,769.0,1652
1301071,P.ATK,1538.0,1653
1301071,ASPD,769.0,1654
1301072,P.ATK,1450.0,1655
1301072,ASPD,725.0,1656
1301073,P.ATK,1450.0,1657
1301073,ASPD,725.0,1658
1301074,P.ATK,1750.0,1659
1301074,ASPD,875.0,1660
1301075,P.ATK,1750.0,1661
1301075,ASPD,875.0,1662
1301076,P.ATK,1800.0,1663
1301076,ASPD,900.0,1664
1301078,P.ATK,2050.0,1667
1301078,ASPD,1025.0,1668
1301079,P.ATK,1200.0,1669
1301079,ASPD,600.0,1670
1301080,P.ATK,1200.0,1671
1301080,ASPD,600.0,1672
1301081,P.ATK,1200.0,1673
1301081,ASPD,600.0,1674
1301082,P.ATK,1200.0,1675
1301082,ASPD,600.0,1676
1301083,P.ATK,1200.0,1677
1301083,ASPD,600.0,1678
1301084,P.ATK,1200.0,1679
1301084,ASPD,600.0,1680
1301085,P.ATK,1800.0,1681
1301085,ASPD,900.0,1682
1301086,P.ATK,1800.0,1683
1301086,ASPD,900.0,1684
1301088,P.ATK,1750.0,1687
1301088,ASPD,875.0,1688
1301089,P.ATK,1750.0,1689
1301089,ASPD,875.0,1690
1301090,P.ATK,2050.0,1691
1301090,ASPD,1025.0,1692
1301091,P.ATK,2050.0,1693
1301091,ASPD,1025.0,1694
1301092,P.ATK,2050.0,1695
1301092,ASPD,1025.0,1696
1302003,P.ATK,125.0,1701
1302003,haste,62.0,1702
1302004,P.ATK,725.0,1703
1302004,haste,363.0,1704
1302005,P.ATK,725.0,1705
1302005,haste,363.0,1706
1302006,P.ATK,600.0,1707
1302006,haste,300.0,1708
1302007,P.ATK,475.0,1709
1302007,haste,237.0,1710
1302008,P.ATK,750.0,1711
1302008,haste,375.0,1712
1302009,P.ATK,1088.0,1713
1302009,haste,544.0,1714
1302010,P.ATK,725.0,1715
1302010,haste,363.0,1716
1302011,P.ATK,725.0,1717
1302011,haste,363.0,1718
1302012,P.ATK,375.0,1719
1302012,haste,187.0,1720
1302013,P.ATK,725.0,1721
1302013,haste,363.0,1722
1302014,P.ATK,725.0,1723
1302014,haste,363.0,1724
1302015,P.ATK,275.0,1725
1302015,haste,137.0,1726
1302016,P.ATK,950.0,1727
1302016,haste,475.0,1728
1302017,P.ATK,950.0,1729
1302017,haste,475.0,1730
1302018,P.ATK,1313.0,1731
1302018,haste,656.0,1732
1302019,P.ATK,1313.0,1733
1302019,haste,656.0,1734
1302020,P.ATK,1450.0,1735
1302020,haste,725.0,1736
1302021,P.ATK,1200.0,1737
1302021,haste,600.0,1738
1302022,P.ATK,1200.0,1739
1302022,haste,600.0,1740
1302023,P.ATK,1450.0,1741
1302023,haste,725.0,1742
1302024,P.ATK,875.0,1743
1302024,haste,438.0,1744
1302025,P.ATK,875.0,1745
1302025,haste,438.0,1746
1302026,P.ATK,875.0,1747
1302026,haste,438.0,1748
1302027,P.ATK,1313.0,1749
1302027,haste,656.0,1750
1302028,P.ATK,875.0,1751
1302028,haste,438.0,1752
1302029,P.ATK,875.0,1753
1302029,haste,438.0,1754
1302030,P.ATK,62.0,1755
1302030,haste,31.0,1756
1302031,P.ATK,187.0,1757
1302031,haste,93.0,1758
1302032,P.ATK,300.0,1759
1302032,haste,150.0,1760
1302033,P.ATK,412.0,1761
1302033,haste,206.0,1762
1302034,P.ATK,712.0,1763
1302034,haste,356.0,1764
1302035,P.ATK,400.0,1765
1302035,haste,200.0,1766
1302036,P.ATK,200.0,1767
1302036,haste,100.0,1768
1302037,P.ATK,562.0,1769
1302037,haste,281.0,1770
1302038,P.ATK,900.0,1771
1302038,haste,450.0,1772
1302039,P.ATK,200.0,1773
1302039,haste,100.0,1774
1302040,P.ATK,275.0,1775
1302040,haste,137.0,1776
1302041,P.ATK,1088.0,1777
1302041,haste,544.0,1778
1302042,P.ATK,1200.0,1779
1302042,haste,600.0,1780
1302043,P.ATK,375.0,1781
1302043,haste,187.0,1782
1302044,P.ATK,875.0,1783
1302044,haste,438.0,1784
1302045,P.ATK,475.0,1785
1302045,haste,237.0,1786
1302046,P.ATK,600.0,1787
1302046,haste,300.0,1788
1302047,P.ATK,600.0,1789
1302047,haste,300.0,1790
1302048,P.ATK,550.0,1791
1302048,haste,275.0,1792
