id,item_id,req_item_id,item_num
1190,10424178,10413025,10
1191,10424178,10413239,1
1192,10424179,10406065,1
1193,10424179,10413038,10
1194,10424179,10413239,1
1195,10424180,10406064,1
1196,10424180,10413047,10
1197,10424180,10413239,1
1198,10424201,10424200,3
1199,10424202,10424201,3
1200,10424203,10424202,3
1201,10424205,10424204,3
1202,10424206,10424205,3
1203,10424207,10424206,3
1204,10424209,10424208,3
1205,10424210,10424209,3
1206,10424211,10424210,3
1207,10424213,10424212,3
1208,10424214,10424213,3
1209,10424215,10424214,3
1210,10424217,10424216,3
1211,10424218,10424217,3
1212,10424219,10424218,3
1213,10424221,10424220,3
1214,10424222,10424221,3
1215,10424223,10424222,3
1216,10424225,10424224,3
1217,10424226,10424225,3
1218,10424227,10424226,3
1219,10424229,10424228,3
1220,10424230,10424229,3
1221,10424231,10424230,3
1222,10424233,10424232,3
1223,10424234,10424233,3
1224,10424235,10424234,3
1225,10424237,10424236,3
1226,10424238,10424237,3
1227,10424239,10424238,3
1228,10424241,10424240,3
1229,10424242,10424241,3
1230,10424243,10424242,3
1231,10424245,10424244,3
1232,10424246,10424245,3
1233,10424247,10424246,3
1234,10424249,10424248,3
1235,10424250,10424249,3
1236,10424251,10424250,3
1237,10424253,10424252,3
1238,10424254,10424253,3
1239,10424255,10424254,3
1240,10424257,10424256,3
1241,10424258,10424257,3
1242,10424259,10424258,3
1243,10424261,10424260,3
1244,10424262,10424261,3
1245,10424263,10424262,3
1246,10424265,10424264,3
1247,10424266,10424265,3
1248,10424267,10424266,3
1249,10424269,10424268,3
1250,10424270,10424269,3
1251,10424271,10424270,3
1252,10424273,10424272,3
1253,10424274,10424273,3
1254,10424275,10424274,3
1255,10424277,10424276,3
1256,10424278,10424277,3
1257,10424279,10424278,3
1258,10426007,10426001,3
1259,10426008,10426002,3
1260,10426009,10426003,3
1261,10426010,10426004,3
1262,10426011,10426005,3
1263,10426012,10426006,3
1264,10426013,10426007,3
1265,10426014,10426008,3
1266,10426015,10426009,3
1267,10426016,10426010,3
1268,10426017,10426011,3
1269,10426018,10426012,3
