id,refine_id,inherit_zeny,need_zeny,normal_num,break_rate,upgrade_rate,downgrade_rate,refine_lv,special_num,quality,normal_item,special_item
2137,165,10000,10000,16,0,25,0,4,0,4,Bradium,
2138,165,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2139,165,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
214,17,5000,5000,2,10,25,25,5,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2140,165,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2141,165,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2142,165,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2143,165,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2144,165,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2145,165,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2146,166,0,0,0,0,0,0,0,0,4,,
2147,166,5000,5000,8,0,100,0,1,0,4,Bradium,
2148,166,5000,5000,8,0,50,0,2,0,4,Bradium,
2149,166,10000,10000,16,0,33,0,3,0,4,Bradium,
215,17,5000,5000,2,10,25,25,6,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2150,166,10000,10000,16,0,25,0,4,0,4,Bradium,
2151,166,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2152,166,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2153,166,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2154,166,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2155,166,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2156,166,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2157,166,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2158,166,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2159,167,0,0,0,0,0,0,0,0,4,,
216,17,10000,10000,4,15,20,25,7,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2160,167,5000,5000,8,0,100,0,1,0,4,Bradium,
2161,167,5000,5000,8,0,50,0,2,0,4,Bradium,
2162,167,10000,10000,16,0,33,0,3,0,4,Bradium,
2163,167,10000,10000,16,0,25,0,4,0,4,Bradium,
2164,167,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2165,167,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2166,167,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2167,167,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2168,167,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2169,167,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
217,17,10000,10000,4,15,20,25,8,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2170,167,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2171,167,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2172,168,0,0,0,0,0,0,0,0,4,,
2173,168,5000,5000,8,0,100,0,1,0,4,Bradium,
2174,168,5000,5000,8,0,50,0,2,0,4,Bradium,
2175,168,10000,10000,16,0,33,0,3,0,4,Bradium,
2176,168,10000,10000,16,0,25,0,4,0,4,Bradium,
2177,168,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2178,168,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2179,168,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
218,17,20000,20000,2,15,20,30,9,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2180,168,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2181,168,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2182,168,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2183,168,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2184,168,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2185,169,0,0,0,0,0,0,0,0,4,,
2186,169,5000,5000,8,0,100,0,1,0,4,Bradium,
2187,169,5000,5000,8,0,50,0,2,0,4,Bradium,
2188,169,10000,10000,16,0,33,0,3,0,4,Bradium,
2189,169,10000,10000,16,0,25,0,4,0,4,Bradium,
219,17,20000,20000,2,15,20,30,10,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2190,169,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2191,169,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2192,169,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2193,169,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2194,169,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2195,169,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2196,169,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2197,169,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2198,170,0,0,0,0,0,0,0,0,4,,
2199,170,5000,5000,8,0,100,0,1,0,4,Bradium,
22,2,40000,40000,16,15,20,25,8,8,2,Enriched Oridecon,Blessed Oridecon Ⅰ
220,17,50000,50000,4,20,20,30,11,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2200,170,5000,5000,8,0,50,0,2,0,4,Bradium,
2201,170,10000,10000,16,0,33,0,3,0,4,Bradium,
2202,170,10000,10000,16,0,25,0,4,0,4,Bradium,
2203,170,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2204,170,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2205,170,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2206,170,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2207,170,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2208,170,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2209,170,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
221,17,50000,50000,4,20,20,30,12,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2210,170,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2211,171,0,0,0,0,0,0,0,0,4,,
2212,171,5000,5000,8,0,100,0,1,0,4,Bradium,
2213,171,5000,5000,8,0,50,0,2,0,4,Bradium,
2214,171,10000,10000,16,0,33,0,3,0,4,Bradium,
2215,171,10000,10000,16,0,25,0,4,0,4,Bradium,
2216,171,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2217,171,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2218,171,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2219,171,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
222,18,0,0,0,0,0,0,0,0,4,,
2220,171,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2221,171,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2222,171,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2223,171,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2224,172,0,0,0,0,0,0,0,0,4,,
2225,172,5000,5000,8,0,100,0,1,0,4,Bradium,
2226,172,5000,5000,8,0,50,0,2,0,4,Bradium,
2227,172,10000,10000,16,0,33,0,3,0,4,Bradium,
2228,172,10000,10000,16,0,25,0,4,0,4,Bradium,
2229,172,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
223,18,5000,5000,8,0,100,0,1,0,4,Oridecon,
2230,172,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2231,172,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2232,172,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2233,172,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2234,172,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2235,172,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2236,172,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2237,173,0,0,0,0,0,0,0,0,4,,
2238,173,5000,5000,8,0,100,0,1,0,4,Bradium,
2239,173,5000,5000,8,0,50,0,2,0,4,Bradium,
224,18,5000,5000,8,0,50,0,2,0,4,Oridecon,
2240,173,10000,10000,16,0,33,0,3,0,4,Bradium,
2241,173,10000,10000,16,0,25,0,4,0,4,Bradium,
2242,173,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2243,173,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2244,173,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2245,173,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2246,173,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2247,173,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2248,173,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2249,173,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
225,18,10000,10000,16,0,33,0,3,0,4,Oridecon,
2250,174,0,0,0,0,0,0,0,0,4,,
2251,174,5000,5000,8,0,100,0,1,0,4,Bradium,
2252,174,5000,5000,8,0,50,0,2,0,4,Bradium,
2253,174,10000,10000,16,0,33,0,3,0,4,Bradium,
2254,174,10000,10000,16,0,25,0,4,0,4,Bradium,
2255,174,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2256,174,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2257,174,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2258,174,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2259,174,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
226,18,10000,10000,16,0,25,0,4,0,4,Oridecon,
2260,174,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2261,174,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2262,174,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2263,175,0,0,0,0,0,0,0,0,4,,
2264,175,5000,5000,8,0,100,0,1,0,4,Bradium,
2265,175,5000,5000,8,0,50,0,2,0,4,Bradium,
2266,175,10000,10000,16,0,33,0,3,0,4,Bradium,
2267,175,10000,10000,16,0,25,0,4,0,4,Bradium,
2268,175,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2269,175,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
227,18,20000,20000,8,10,25,25,5,8,4,Enriched Oridecon,Blessed Oridecon Ⅰ
2270,175,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2271,175,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2272,175,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2273,175,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2274,175,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2275,175,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2276,176,0,0,0,0,0,0,0,0,4,,
2277,176,5000,5000,8,0,100,0,1,0,4,Bradium,
2278,176,5000,5000,8,0,50,0,2,0,4,Bradium,
2279,176,10000,10000,16,0,33,0,3,0,4,Bradium,
228,18,20000,20000,8,10,25,25,6,8,4,Enriched Oridecon,Blessed Oridecon Ⅰ
2280,176,10000,10000,16,0,25,0,4,0,4,Bradium,
2281,176,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2282,176,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2283,176,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2284,176,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2285,176,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2286,176,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2287,176,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2288,176,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2289,177,0,0,0,0,0,0,0,0,4,,
229,18,50000,50000,16,15,20,25,7,8,4,Enriched Oridecon,Blessed Oridecon Ⅰ
2290,177,5000,5000,8,0,100,0,1,0,4,Bradium,
2291,177,5000,5000,8,0,50,0,2,0,4,Bradium,
2292,177,10000,10000,16,0,33,0,3,0,4,Bradium,
2293,177,10000,10000,16,0,25,0,4,0,4,Bradium,
2294,177,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2295,177,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2296,177,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2297,177,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2298,177,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2299,177,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
23,2,100000,100000,8,15,20,30,9,8,2,HD Oridecon,Blessed Oridecon Ⅰ
230,18,50000,50000,16,15,20,25,8,8,4,Enriched Oridecon,Blessed Oridecon Ⅰ
2300,177,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2301,177,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2302,178,0,0,0,0,0,0,0,0,4,,
2303,178,5000,5000,8,0,100,0,1,0,4,Bradium,
2304,178,5000,5000,8,0,50,0,2,0,4,Bradium,
2305,178,10000,10000,16,0,33,0,3,0,4,Bradium,
2306,178,10000,10000,16,0,25,0,4,0,4,Bradium,
2307,178,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2308,178,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2309,178,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
231,18,100000,100000,8,15,20,30,9,8,4,HD Oridecon,Blessed Oridecon Ⅰ
2310,178,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2311,178,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2312,178,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2313,178,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2314,178,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2315,179,0,0,0,0,0,0,0,0,4,,
2316,179,5000,5000,8,0,100,0,1,0,4,Bradium,
2317,179,5000,5000,8,0,50,0,2,0,4,Bradium,
2318,179,10000,10000,16,0,33,0,3,0,4,Bradium,
2319,179,10000,10000,16,0,25,0,4,0,4,Bradium,
232,18,100000,100000,8,15,20,30,10,8,4,HD Oridecon,Blessed Oridecon Ⅰ
2320,179,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2321,179,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2322,179,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2323,179,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2324,179,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2325,179,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2326,179,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2327,179,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2328,180,0,0,0,0,0,0,0,0,4,,
2329,180,5000,5000,8,0,100,0,1,0,4,Bradium,
233,18,200000,200000,16,20,20,30,11,8,4,HD Oridecon,Blessed Oridecon Ⅰ
2330,180,5000,5000,8,0,50,0,2,0,4,Bradium,
2331,180,10000,10000,16,0,33,0,3,0,4,Bradium,
2332,180,10000,10000,16,0,25,0,4,0,4,Bradium,
2333,180,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2334,180,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2335,180,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2336,180,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2337,180,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2338,180,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2339,180,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
234,18,200000,200000,16,20,20,30,12,8,4,HD Oridecon,Blessed Oridecon Ⅰ
2340,180,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2341,181,0,0,0,0,0,0,0,0,4,,
2342,181,5000,5000,8,0,100,0,1,0,4,Bradium,
2343,181,5000,5000,8,0,50,0,2,0,4,Bradium,
2344,181,10000,10000,16,0,33,0,3,0,4,Bradium,
2345,181,10000,10000,16,0,25,0,4,0,4,Bradium,
2346,181,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2347,181,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2348,181,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2349,181,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
235,19,0,0,0,0,0,0,0,0,1,,
2350,181,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2351,181,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2352,181,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2353,181,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2354,182,0,0,0,0,0,0,0,0,4,,
2355,182,5000,5000,8,0,100,0,1,0,4,Bradium,
2356,182,5000,5000,8,0,50,0,2,0,4,Bradium,
2357,182,10000,10000,16,0,33,0,3,0,4,Bradium,
2358,182,10000,10000,16,0,25,0,4,0,4,Bradium,
2359,182,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
236,19,1000,1000,2,0,100,0,1,0,1,Oridecon,
2360,182,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2361,182,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2362,182,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2363,182,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2364,182,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2365,182,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2366,182,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
2367,183,0,0,0,0,0,0,0,0,4,,
2368,183,5000,5000,8,0,100,0,1,0,4,Bradium,
2369,183,5000,5000,8,0,50,0,2,0,4,Bradium,
237,19,1000,1000,2,0,50,0,2,0,1,Oridecon,
2370,183,10000,10000,16,0,33,0,3,0,4,Bradium,
2371,183,10000,10000,16,0,25,0,4,0,4,Bradium,
2372,183,20000,20000,8,10,25,25,5,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2373,183,20000,20000,8,10,25,25,6,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2374,183,50000,50000,16,15,20,25,7,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2375,183,50000,50000,16,15,20,25,8,8,4,Enriched Bradium,Blessed Bradium Ⅰ
2376,183,100000,100000,8,15,20,30,9,8,4,HD Bradium,Blessed Bradium Ⅰ
2377,183,100000,100000,8,15,20,30,10,8,4,HD Bradium,Blessed Bradium Ⅰ
2378,183,200000,200000,16,20,20,30,11,8,4,HD Bradium,Blessed Bradium Ⅰ
2379,183,200000,200000,16,20,20,30,12,8,4,HD Bradium,Blessed Bradium Ⅰ
238,19,2000,2000,4,0,33,0,3,0,1,Oridecon,
2380,184,0,0,0,0,0,0,0,0,1,,
2381,184,1000,1000,2,0,100,0,1,0,1,Oridecon,
2382,184,1000,1000,2,0,50,0,2,0,1,Oridecon,
2383,184,2000,2000,4,0,33,0,3,0,1,Oridecon,
2384,184,2000,2000,4,0,25,0,4,0,1,Oridecon,
2385,184,5000,5000,2,10,25,25,5,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2386,184,5000,5000,2,10,25,25,6,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2387,184,10000,10000,4,15,20,25,7,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2388,184,10000,10000,4,15,20,25,8,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2389,184,20000,20000,2,15,20,30,9,2,1,HD Oridecon,Blessed Oridecon Ⅰ
239,19,2000,2000,4,0,25,0,4,0,1,Oridecon,
2390,184,20000,20000,2,15,20,30,10,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2391,184,50000,50000,4,20,20,30,11,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2392,184,50000,50000,4,20,20,30,12,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2393,185,0,0,0,0,0,0,0,0,1,,
2394,185,1000,1000,2,0,100,0,1,0,1,Oridecon,
2395,185,1000,1000,2,0,50,0,2,0,1,Oridecon,
2396,185,2000,2000,4,0,33,0,3,0,1,Oridecon,
2397,185,2000,2000,4,0,25,0,4,0,1,Oridecon,
2398,185,5000,5000,2,10,25,25,5,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2399,185,5000,5000,2,10,25,25,6,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
24,2,100000,100000,8,15,20,30,10,8,2,HD Oridecon,Blessed Oridecon Ⅰ
240,19,5000,5000,2,10,25,25,5,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2400,185,10000,10000,4,15,20,25,7,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2401,185,10000,10000,4,15,20,25,8,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2402,185,20000,20000,2,15,20,30,9,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2403,185,20000,20000,2,15,20,30,10,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2404,185,50000,50000,4,20,20,30,11,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2405,185,50000,50000,4,20,20,30,12,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2406,188,0,0,0,0,0,0,0,0,1,,
2407,188,1000,1000,2,0,100,0,1,0,1,Oridecon,
2408,188,1000,1000,2,0,50,0,2,0,1,Oridecon,
2409,188,2000,2000,4,0,33,0,3,0,1,Oridecon,
241,19,5000,5000,2,10,25,25,6,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2410,188,2000,2000,4,0,25,0,4,0,1,Oridecon,
2411,188,5000,5000,2,10,25,25,5,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2412,188,5000,5000,2,10,25,25,6,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2413,188,10000,10000,4,15,20,25,7,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2414,188,10000,10000,4,15,20,25,8,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2415,188,20000,20000,2,15,20,30,9,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2416,188,20000,20000,2,15,20,30,10,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2417,188,50000,50000,4,20,20,30,11,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2418,188,50000,50000,4,20,20,30,12,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2419,189,0,0,0,0,0,0,0,0,1,,
242,19,10000,10000,4,15,20,25,7,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2420,189,1000,1000,2,0,100,0,1,0,1,Oridecon,
2421,189,1000,1000,2,0,50,0,2,0,1,Oridecon,
2422,189,2000,2000,4,0,33,0,3,0,1,Oridecon,
2423,189,2000,2000,4,0,25,0,4,0,1,Oridecon,
2424,189,5000,5000,2,10,25,25,5,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2425,189,5000,5000,2,10,25,25,6,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2426,189,10000,10000,4,15,20,25,7,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2427,189,10000,10000,4,15,20,25,8,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2428,189,20000,20000,2,15,20,30,9,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2429,189,20000,20000,2,15,20,30,10,2,1,HD Oridecon,Blessed Oridecon Ⅰ
243,19,10000,10000,4,15,20,25,8,2,1,Enriched Oridecon,Blessed Oridecon Ⅰ
2430,189,50000,50000,4,20,20,30,11,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2431,189,50000,50000,4,20,20,30,12,2,1,HD Oridecon,Blessed Oridecon Ⅰ
2432,191,0,0,0,0,0,0,0,0,4,,
2433,191,5000,5000,8,0,100,0,1,0,4,Oridecon,
2434,191,5000,5000,8,0,50,0,2,0,4,Oridecon,
2435,191,10000,10000,16,0,33,0,3,0,4,Oridecon,
2436,191,10000,10000,16,0,25,0,4,0,4,Oridecon,
2437,191,20000,20000,8,10,25,25,5,8,4,Enriched Oridecon,Blessed Oridecon Ⅰ
2438,191,20000,20000,8,10,25,25,6,8,4,Enriched Oridecon,Blessed Oridecon Ⅰ
