refine_id,property_percent,refine_lv,quality,id,property
10115,0.4,4,1,3562,M.ATK
10115,0.1,4,1,3563,Final Haste
10115,0.5,5,1,3564,M.ATK
10115,0.13,5,1,3565,Final Haste
10115,0.6,6,1,3566,M.ATK
10115,0.15,6,1,3567,Final Haste
10115,0.7,7,1,3568,M.ATK
10115,0.18,7,1,3569,Final Haste
22,0.4,10,1,3570,Max HP
22,0.2,10,1,3571,ATK
10115,0.8,8,1,3572,M.ATK
10115,0.2,8,1,3573,Final Haste
10115,0.9,9,1,3574,M.ATK
10115,0.23,9,1,3575,Final Haste
10115,0.25,10,1,3576,M.ATK
10115,1.0,10,1,3577,Final Haste
10115,0.28,11,1,3578,M.ATK
10115,1.1,11,1,3579,Final Haste
10115,0.3,12,1,3580,M.ATK
10115,1.2,12,1,3581,Final Haste
10115,0.33,13,1,3582,M.ATK
10115,1.3,13,1,3583,Final Haste
10115,0.35,14,1,3584,M.ATK
10115,1.4,14,1,3585,Final Haste
10115,0.38,15,1,3586,M.ATK
10115,1.5,15,1,3587,Final Haste
10117,0.0,0,1,3588,Final Physical DEF
10117,0.0,0,1,3589,Final Magic Defense
10117,0.03,1,1,3590,Final Physical DEF
10117,0.01,1,1,3591,Final Magic Defense
22,0.44,11,1,3592,Max HP
22,0.22,11,1,3593,ATK
10117,0.06,2,1,3594,Final Physical DEF
10117,0.02,2,1,3595,Final Magic Defense
10117,0.09,3,1,3596,Final Physical DEF
10117,0.03,3,1,3597,Final Magic Defense
10117,0.12,4,1,3598,Final Physical DEF
10117,0.04,4,1,3599,Final Magic Defense
10117,0.15,5,1,3600,Final Physical DEF
10117,0.05,5,1,3601,Final Magic Defense
10117,0.18,6,1,3602,Final Physical DEF
10117,0.06,6,1,3603,Final Magic Defense
10117,0.21,7,1,3604,Final Physical DEF
10117,0.07,7,1,3605,Final Magic Defense
10117,0.24,8,1,3606,Final Physical DEF
10117,0.08,8,1,3607,Final Magic Defense
10117,0.27,9,1,3608,Final Physical DEF
10117,0.09,9,1,3609,Final Magic Defense
10117,0.3,10,1,3610,Final Physical DEF
10117,0.1,10,1,3611,Final Magic Defense
10117,0.33,11,1,3612,Final Physical DEF
10117,0.11,11,1,3613,Final Magic Defense
22,0.48,12,1,3614,Max HP
22,0.24,12,1,3615,ATK
10117,0.36,12,1,3616,Final Physical DEF
10117,0.12,12,1,3617,Final Magic Defense
10117,0.39,13,1,3618,Final Physical DEF
10117,0.13,13,1,3619,Final Magic Defense
10117,0.42,14,1,3620,Final Physical DEF
10117,0.14,14,1,3621,Final Magic Defense
10117,0.45,15,1,3622,Final Physical DEF
10117,0.15,15,1,3623,Final Magic Defense
10118,0.0,0,1,3624,Final Physical DEF
10118,0.0,0,1,3625,Final Magic Defense
10118,0.015,1,1,3626,Final Physical DEF
10118,0.025,1,1,3627,Final Magic Defense
10118,0.03,2,1,3628,Final Physical DEF
10118,0.05,2,1,3629,Final Magic Defense
10118,0.045,3,1,3630,Final Physical DEF
10118,0.075,3,1,3631,Final Magic Defense
10118,0.06,4,1,3632,Final Physical DEF
10118,0.1,4,1,3633,Final Magic Defense
10118,0.075,5,1,3634,Final Physical DEF
10118,0.125,5,1,3635,Final Magic Defense
23,0.0,0,1,3636,Max HP
23,0.0,0,1,3637,Final M.DMG Bonus
10118,0.09,6,1,3638,Final Physical DEF
10118,0.15,6,1,3639,Final Magic Defense
10118,0.105,7,1,3640,Final Physical DEF
10118,0.175,7,1,3641,Final Magic Defense
10118,0.12,8,1,3642,Final Physical DEF
10118,0.2,8,1,3643,Final Magic Defense
10118,0.135,9,1,3644,Final Physical DEF
10118,0.225,9,1,3645,Final Magic Defense
10118,0.15,10,1,3646,Final Physical DEF
10118,0.25,10,1,3647,Final Magic Defense
10118,0.165,11,1,3648,Final Physical DEF
10118,0.275,11,1,3649,Final Magic Defense
10118,0.18,12,1,3650,Final Physical DEF
10118,0.3,12,1,3651,Final Magic Defense
10118,0.195,13,1,3652,Final Physical DEF
10118,0.325,13,1,3653,Final Magic Defense
10118,0.21,14,1,3654,Final Physical DEF
10118,0.35,14,1,3655,Final Magic Defense
10118,0.225,15,1,3656,Final Physical DEF
10118,0.375,15,1,3657,Final Magic Defense
23,0.04,1,1,3658,Max HP
23,0.02,1,1,3659,Final M.DMG Bonus
10119,0.0,0,1,3660,Final Physical DEF
10119,0.0,0,1,3661,Final Magic Defense
10119,0.02,1,1,3662,Final Physical DEF
10119,0.02,1,1,3663,Final Magic Defense
10119,0.04,2,1,3664,Final Physical DEF
10119,0.04,2,1,3665,Final Magic Defense
10119,0.06,3,1,3666,Final Physical DEF
10119,0.06,3,1,3667,Final Magic Defense
10119,0.08,4,1,3668,Final Physical DEF
10119,0.08,4,1,3669,Final Magic Defense
10119,0.1,5,1,3670,Final Physical DEF
10119,0.1,5,1,3671,Final Magic Defense
10119,0.12,6,1,3672,Final Physical DEF
10119,0.12,6,1,3673,Final Magic Defense
10119,0.14,7,1,3674,Final Physical DEF
10119,0.14,7,1,3675,Final Magic Defense
10119,0.16,8,1,3676,Final Physical DEF
10119,0.16,8,1,3677,Final Magic Defense
10119,0.18,9,1,3678,Final Physical DEF
10119,0.18,9,1,3679,Final Magic Defense
23,0.08,2,1,3680,Max HP
23,0.04,2,1,3681,Final M.DMG Bonus
10119,0.2,10,1,3682,Final Physical DEF
10119,0.2,10,1,3683,Final Magic Defense
10119,0.22,11,1,3684,Final Physical DEF
10119,0.22,11,1,3685,Final Magic Defense
10119,0.24,12,1,3686,Final Physical DEF
10119,0.24,12,1,3687,Final Magic Defense
10119,0.26,13,1,3688,Final Physical DEF
10119,0.26,13,1,3689,Final Magic Defense
10119,0.28,14,1,3690,Final Physical DEF
10119,0.28,14,1,3691,Final Magic Defense
10119,0.3,15,1,3692,Final Physical DEF
10119,0.3,15,1,3693,Final Magic Defense
10120,0.0,0,1,3694,Final Physical DEF
10120,0.0,0,1,3695,Max HP
10120,0.02,1,1,3696,Final Physical DEF
10120,0.04,1,1,3697,Max HP
10120,0.04,2,1,3698,Final Physical DEF
10120,0.08,2,1,3699,Max HP
10120,0.06,3,1,3700,Final Physical DEF
10120,0.12,3,1,3701,Max HP
3,0.2,2,4,3702,M.ATK
3,0.12,2,4,3703,Final M.PEN
23,0.12,3,1,3704,Max HP
23,0.06,3,1,3705,Final M.DMG Bonus
10120,0.08,4,1,3706,Final Physical DEF
10120,0.16,4,1,3707,Max HP
10120,0.1,5,1,3708,Final Physical DEF
10120,0.2,5,1,3709,Max HP
10120,0.12,6,1,3710,Final Physical DEF
10120,0.24,6,1,3711,Max HP
10120,0.14,7,1,3712,Final Physical DEF
10120,0.28,7,1,3713,Max HP
10120,0.16,8,1,3714,Final Physical DEF
10120,0.32,8,1,3715,Max HP
10120,0.18,9,1,3716,Final Physical DEF
10120,0.36,9,1,3717,Max HP
10120,0.2,10,1,3718,Final Physical DEF
10120,0.4,10,1,3719,Max HP
10120,0.22,11,1,3720,Final Physical DEF
10120,0.44,11,1,3721,Max HP
10120,0.24,12,1,3722,Final Physical DEF
10120,0.48,12,1,3723,Max HP
10120,0.26,13,1,3724,Final Physical DEF
10120,0.52,13,1,3725,Max HP
23,0.16,4,1,3726,Max HP
23,0.08,4,1,3727,Final M.DMG Bonus
10120,0.28,14,1,3728,Final Physical DEF
10120,0.56,14,1,3729,Max HP
10120,0.3,15,1,3730,Final Physical DEF
10120,0.6,15,1,3731,Max HP
10121,0.0,0,1,3732,Final Physical DEF
10121,0.0,0,1,3733,Max HP
10121,0.025,1,1,3734,Final Physical DEF
10121,0.03,1,1,3735,Max HP
10121,0.05,2,1,3736,Final Physical DEF
10121,0.06,2,1,3737,Max HP
10121,0.075,3,1,3738,Final Physical DEF
10121,0.09,3,1,3739,Max HP
10121,0.1,4,1,3740,Final Physical DEF
10121,0.12,4,1,3741,Max HP
10121,0.125,5,1,3742,Final Physical DEF
10121,0.15,5,1,3743,Max HP
10121,0.15,6,1,3744,Final Physical DEF
10121,0.18,6,1,3745,Max HP
10121,0.175,7,1,3746,Final Physical DEF
10121,0.21,7,1,3747,Max HP
23,0.2,5,1,3748,Max HP
23,0.1,5,1,3749,Final M.DMG Bonus
10121,0.2,8,1,3750,Final Physical DEF
10121,0.24,8,1,3751,Max HP
10121,0.225,9,1,3752,Final Physical DEF
10121,0.27,9,1,3753,Max HP
10121,0.25,10,1,3754,Final Physical DEF
10121,0.3,10,1,3755,Max HP
10121,0.275,11,1,3756,Final Physical DEF
10121,0.33,11,1,3757,Max HP
10121,0.3,12,1,3758,Final Physical DEF
10121,0.36,12,1,3759,Max HP
10121,0.325,13,1,3760,Final Physical DEF
10121,0.39,13,1,3761,Max HP
10121,0.35,14,1,3762,Final Physical DEF
10121,0.42,14,1,3763,Max HP
10121,0.375,15,1,3764,Final Physical DEF
10121,0.45,15,1,3765,Max HP
10122,0.0,0,1,3766,Final Physical DEF
10122,0.0,0,1,3767,Max HP
10122,0.06,1,1,3768,Final Physical DEF
10122,0.01,1,1,3769,Max HP
23,0.24,6,1,3770,Max HP
23,0.12,6,1,3771,Final M.DMG Bonus
10122,0.02,2,1,3772,Final Physical DEF
10122,0.12,2,1,3773,Max HP
10122,0.03,3,1,3774,Final Physical DEF
10122,0.18,3,1,3775,Max HP
10122,0.04,4,1,3776,Final Physical DEF
10122,0.24,4,1,3777,Max HP
10122,0.05,5,1,3778,Final Physical DEF
10122,0.3,5,1,3779,Max HP
10122,0.06,6,1,3780,Final Physical DEF
10122,0.36,6,1,3781,Max HP
10122,0.07,7,1,3782,Final Physical DEF
10122,0.42,7,1,3783,Max HP
10122,0.08,8,1,3784,Final Physical DEF
10122,0.48,8,1,3785,Max HP
10122,0.09,9,1,3786,Final Physical DEF
10122,0.54,9,1,3787,Max HP
10122,0.1,10,1,3788,Final Physical DEF
10122,0.6,10,1,3789,Max HP
10122,0.11,11,1,3790,Final Physical DEF
10122,0.66,11,1,3791,Max HP
23,0.28,7,1,3792,Max HP
23,0.14,7,1,3793,Final M.DMG Bonus
10122,0.12,12,1,3794,Final Physical DEF
10122,0.72,12,1,3795,Max HP
10122,0.13,13,1,3796,Final Physical DEF
10122,0.78,13,1,3797,Max HP
10122,0.14,14,1,3798,Final Physical DEF
10122,0.84,14,1,3799,Max HP
10122,0.15,15,1,3800,Final Physical DEF
10122,0.9,15,1,3801,Max HP
10123,0.0,0,1,3802,Final Magic Defense
10123,0.0,0,1,3803,Max HP
10123,0.06,1,1,3804,Final Magic Defense
10123,0.01,1,1,3805,Max HP
10123,0.02,2,1,3806,Final Magic Defense
10123,0.12,2,1,3807,Max HP
10123,0.03,3,1,3808,Final Magic Defense
10123,0.18,3,1,3809,Max HP
10123,0.04,4,1,3810,Final Magic Defense
10123,0.24,4,1,3811,Max HP
10123,0.05,5,1,3812,Final Magic Defense
10123,0.3,5,1,3813,Max HP
23,0.32,8,1,3814,Max HP
23,0.16,8,1,3815,Final M.DMG Bonus
10123,0.06,6,1,3816,Final Magic Defense
10123,0.36,6,1,3817,Max HP
10123,0.07,7,1,3818,Final Magic Defense
10123,0.42,7,1,3819,Max HP
10123,0.08,8,1,3820,Final Magic Defense
10123,0.48,8,1,3821,Max HP
10123,0.09,9,1,3822,Final Magic Defense
10123,0.54,9,1,3823,Max HP
10123,0.1,10,1,3824,Final Magic Defense
10123,0.6,10,1,3825,Max HP
10123,0.11,11,1,3826,Final Magic Defense
10123,0.66,11,1,3827,Max HP
10123,0.12,12,1,3828,Final Magic Defense
10123,0.72,12,1,3829,Max HP
10123,0.13,13,1,3830,Final Magic Defense
10123,0.78,13,1,3831,Max HP
10123,0.14,14,1,3832,Final Magic Defense
10123,0.84,14,1,3833,Max HP
10123,0.15,15,1,3834,Final Magic Defense
10123,0.9,15,1,3835,Max HP
23,0.36,9,1,3836,Max HP
23,0.18,9,1,3837,Final M.DMG Bonus
10124,0.0,0,1,3838,Final Magic Defense
10124,0.0,0,1,3839,Max HP
10124,0.015,1,1,3840,Final Magic Defense
10124,0.05,1,1,3841,Max HP
10124,0.03,2,1,3842,Final Magic Defense
10124,0.1,2,1,3843,Max HP
10124,0.045,3,1,3844,Final Magic Defense
10124,0.15,3,1,3845,Max HP
10124,0.06,4,1,3846,Final Magic Defense
10124,0.2,4,1,3847,Max HP
10124,0.075,5,1,3848,Final Magic Defense
10124,0.25,5,1,3849,Max HP
10124,0.09,6,1,3850,Final Magic Defense
10124,0.3,6,1,3851,Max HP
10124,0.105,7,1,3852,Final Magic Defense
10124,0.35,7,1,3853,Max HP
10124,0.12,8,1,3854,Final Magic Defense
10124,0.4,8,1,3855,Max HP
10124,0.135,9,1,3856,Final Magic Defense
10124,0.45,9,1,3857,Max HP
23,0.4,10,1,3858,Max HP
23,0.2,10,1,3859,Final M.DMG Bonus
10124,0.15,10,1,3860,Final Magic Defense
10124,0.5,10,1,3861,Max HP
10124,0.165,11,1,3862,Final Magic Defense
10124,0.55,11,1,3863,Max HP
10124,0.18,12,1,3864,Final Magic Defense
10124,0.6,12,1,3865,Max HP
10124,0.195,13,1,3866,Final Magic Defense
10124,0.65,13,1,3867,Max HP
10124,0.21,14,1,3868,Final Magic Defense
10124,0.7,14,1,3869,Max HP
10124,0.225,15,1,3870,Final Magic Defense
10124,0.75,15,1,3871,Max HP
10125,0.0,0,1,3872,Final Magic Defense
10125,0.0,0,1,3873,Max HP
10125,0.03,1,1,3874,Final Magic Defense
10125,0.02,1,1,3875,Max HP
10125,0.06,2,1,3876,Final Magic Defense
10125,0.04,2,1,3877,Max HP
10125,0.09,3,1,3878,Final Magic Defense
10125,0.06,3,1,3879,Max HP
23,0.44,11,1,3880,Max HP
23,0.22,11,1,3881,Final M.DMG Bonus
10125,0.12,4,1,3882,Final Magic Defense
10125,0.08,4,1,3883,Max HP
10125,0.15,5,1,3884,Final Magic Defense
10125,0.1,5,1,3885,Max HP
10125,0.18,6,1,3886,Final Magic Defense
10125,0.12,6,1,3887,Max HP
10125,0.21,7,1,3888,Final Magic Defense
10125,0.14,7,1,3889,Max HP
10125,0.24,8,1,3890,Final Magic Defense
10125,0.16,8,1,3891,Max HP
10125,0.27,9,1,3892,Final Magic Defense
10125,0.18,9,1,3893,Max HP
10125,0.3,10,1,3894,Final Magic Defense
10125,0.2,10,1,3895,Max HP
10125,0.33,11,1,3896,Final Magic Defense
10125,0.22,11,1,3897,Max HP
10125,0.36,12,1,3898,Final Magic Defense
10125,0.24,12,1,3899,Max HP
10125,0.39,13,1,3900,Final Magic Defense
10125,0.26,13,1,3901,Max HP
23,0.48,12,1,3902,Max HP
23,0.24,12,1,3903,Final M.DMG Bonus
10125,0.42,14,1,3904,Final Magic Defense
10125,0.28,14,1,3905,Max HP
10125,0.45,15,1,3906,Final Magic Defense
10125,0.3,15,1,3907,Max HP
10126,0.0,0,1,3908,Max HP
10126,0.0,0,1,3909,Final P.DMG RED
10126,0.06,1,1,3910,Max HP
10126,-0.03,1,1,3911,Final P.DMG RED
10126,0.12,2,1,3912,Max HP
10126,-0.06,2,1,3913,Final P.DMG RED
10126,0.18,3,1,3914,Max HP
10126,-0.09,3,1,3915,Final P.DMG RED
10126,0.24,4,1,3916,Max HP
10126,-0.12,4,1,3917,Final P.DMG RED
10126,0.3,5,1,3918,Max HP
10126,-0.15,5,1,3919,Final P.DMG RED
10126,0.36,6,1,3920,Max HP
10126,-0.18,6,1,3921,Final P.DMG RED
10126,0.42,7,1,3922,Max HP
10126,-0.21,7,1,3923,Final P.DMG RED
1,0.1,2,1,3924,M.ATK
1,0.06,2,1,3925,Final M.PEN
3,0.3,3,4,3926,M.ATK
3,0.18,3,4,3927,Final M.PEN
24,0.0,0,2,3928,Max HP
24,0.0,0,2,3929,Final M.DMG Bonus
10126,0.48,8,1,3930,Max HP
10126,-0.24,8,1,3931,Final P.DMG RED
10126,0.54,9,1,3932,Max HP
10126,-0.27,9,1,3933,Final P.DMG RED
10126,0.6,10,1,3934,Max HP
10126,-0.3,10,1,3935,Final P.DMG RED
10126,0.66,11,1,3936,Max HP
10126,-0.33,11,1,3937,Final P.DMG RED
10126,0.72,12,1,3938,Max HP
10126,-0.36,12,1,3939,Final P.DMG RED
10126,0.78,13,1,3940,Max HP
10126,-0.39,13,1,3941,Final P.DMG RED
10126,0.84,14,1,3942,Max HP
10126,-0.42,14,1,3943,Final P.DMG RED
10126,0.9,15,1,3944,Max HP
10126,-0.45,15,1,3945,Final P.DMG RED
10127,0.0,0,1,3946,Max HP
10127,0.0,0,1,3947,Final M.DMG RED
10127,0.06,1,1,3948,Max HP
10127,-0.03,1,1,3949,Final M.DMG RED
24,0.06,1,2,3950,Max HP
24,0.03,1,2,3951,Final M.DMG Bonus
10127,0.12,2,1,3952,Max HP
10127,-0.06,2,1,3953,Final M.DMG RED
10127,0.18,3,1,3954,Max HP
10127,-0.09,3,1,3955,Final M.DMG RED
10127,0.24,4,1,3956,Max HP
10127,-0.12,4,1,3957,Final M.DMG RED
10127,0.3,5,1,3958,Max HP
10127,-0.15,5,1,3959,Final M.DMG RED
10127,0.36,6,1,3960,Max HP
10127,-0.18,6,1,3961,Final M.DMG RED
10127,0.42,7,1,3962,Max HP
10127,-0.21,7,1,3963,Final M.DMG RED
10127,0.48,8,1,3964,Max HP
10127,-0.24,8,1,3965,Final M.DMG RED
10127,0.54,9,1,3966,Max HP
10127,-0.27,9,1,3967,Final M.DMG RED
10127,0.6,10,1,3968,Max HP
10127,-0.3,10,1,3969,Final M.DMG RED
10127,0.66,11,1,3970,Max HP
10127,-0.33,11,1,3971,Final M.DMG RED
24,0.12,2,2,3972,Max HP
24,0.06,2,2,3973,Final M.DMG Bonus
10127,0.72,12,1,3974,Max HP
10127,-0.36,12,1,3975,Final M.DMG RED
10127,0.78,13,1,3976,Max HP
10127,-0.39,13,1,3977,Final M.DMG RED
10127,0.84,14,1,3978,Max HP
10127,-0.42,14,1,3979,Final M.DMG RED
10127,0.9,15,1,3980,Max HP
10127,-0.45,15,1,3981,Final M.DMG RED
10128,0.0,0,1,3982,ATK
10128,0.0,0,1,3983,Final Attack Speed
10128,0.02,1,1,3984,ATK
10128,0.1,1,1,3985,Final Attack Speed
10128,0.04,2,1,3986,ATK
10128,0.2,2,1,3987,Final Attack Speed
10128,0.06,3,1,3988,ATK
10128,0.3,3,1,3989,Final Attack Speed
10128,0.08,4,1,3990,ATK
10128,0.4,4,1,3991,Final Attack Speed
10128,0.1,5,1,3992,ATK
10128,0.5,5,1,3993,Final Attack Speed
24,0.18,3,2,3994,Max HP
24,0.09,3,2,3995,Final M.DMG Bonus
10128,0.12,6,1,3996,ATK
10128,0.6,6,1,3997,Final Attack Speed
10128,0.14,7,1,3998,ATK
10128,0.7,7,1,3999,Final Attack Speed
10128,0.16,8,1,4000,ATK
10128,0.8,8,1,4001,Final Attack Speed
10128,0.18,9,1,4002,ATK
10128,0.9,9,1,4003,Final Attack Speed
10128,0.2,10,1,4004,ATK
10128,1.0,10,1,4005,Final Attack Speed
10128,0.22,11,1,4006,ATK
10128,1.1,11,1,4007,Final Attack Speed
10128,0.24,12,1,4008,ATK
10128,1.2,12,1,4009,Final Attack Speed
10128,0.26,13,1,4010,ATK
10128,1.3,13,1,4011,Final Attack Speed
10128,0.28,14,1,4012,ATK
10128,1.4,14,1,4013,Final Attack Speed
10128,0.3,15,1,4014,ATK
10128,1.5,15,1,4015,Final Attack Speed
24,0.24,4,2,4016,Max HP
24,0.12,4,2,4017,Final M.DMG Bonus
10129,0.0,0,1,4018,M.ATK
10129,0.0,0,1,4019,Final Haste
10129,0.02,1,1,4020,M.ATK
10129,0.01,1,1,4021,Final Haste
10129,0.04,2,1,4022,M.ATK
10129,0.02,2,1,4023,Final Haste
10129,0.06,3,1,4024,M.ATK
10129,0.03,3,1,4025,Final Haste
10129,0.08,4,1,4026,M.ATK
10129,0.04,4,1,4027,Final Haste
10129,0.1,5,1,4028,M.ATK
10129,0.05,5,1,4029,Final Haste
10129,0.12,6,1,4030,M.ATK
10129,0.06,6,1,4031,Final Haste
10129,0.14,7,1,4032,M.ATK
10129,0.07,7,1,4033,Final Haste
10129,0.16,8,1,4034,M.ATK
10129,0.08,8,1,4035,Final Haste
10129,0.18,9,1,4036,M.ATK
10129,0.09,9,1,4037,Final Haste
24,0.3,5,2,4038,Max HP
24,0.15,5,2,4039,Final M.DMG Bonus
10129,0.2,10,1,4040,M.ATK
10129,0.1,10,1,4041,Final Haste
10129,0.22,11,1,4042,M.ATK
10129,0.11,11,1,4043,Final Haste
10129,0.24,12,1,4044,M.ATK
10129,0.12,12,1,4045,Final Haste
10129,0.26,13,1,4046,M.ATK
10129,0.13,13,1,4047,Final Haste
10129,0.28,14,1,4048,M.ATK
10129,0.14,14,1,4049,Final Haste
10129,0.3,15,1,4050,M.ATK
10129,0.15,15,1,4051,Final Haste
10130,0.0,0,1,4052,ATK
10130,0.0,0,1,4053,Final Haste
10130,0.02,1,1,4054,ATK
10130,0.01,1,1,4055,Final Haste
10130,0.04,2,1,4056,ATK
10130,0.02,2,1,4057,Final Haste
10130,0.06,3,1,4058,ATK
10130,0.03,3,1,4059,Final Haste
24,0.36,6,2,4060,Max HP
24,0.18,6,2,4061,Final M.DMG Bonus
10130,0.08,4,1,4062,ATK
10130,0.04,4,1,4063,Final Haste
10130,0.1,5,1,4064,ATK
10130,0.05,5,1,4065,Final Haste
10130,0.12,6,1,4066,ATK
10130,0.06,6,1,4067,Final Haste
10130,0.14,7,1,4068,ATK
10130,0.07,7,1,4069,Final Haste
10130,0.16,8,1,4070,ATK
10130,0.08,8,1,4071,Final Haste
10130,0.18,9,1,4072,ATK
10130,0.09,9,1,4073,Final Haste
10130,0.2,10,1,4074,ATK
10130,0.1,10,1,4075,Final Haste
10130,0.22,11,1,4076,ATK
10130,0.11,11,1,4077,Final Haste
10130,0.24,12,1,4078,ATK
10130,0.12,12,1,4079,Final Haste
10130,0.26,13,1,4080,ATK
10130,0.13,13,1,4081,Final Haste
24,0.42,7,2,4082,Max HP
24,0.21,7,2,4083,Final M.DMG Bonus
10130,0.28,14,1,4084,ATK
10130,0.14,14,1,4085,Final Haste
10130,0.3,15,1,4086,ATK
10130,0.15,15,1,4087,Final Haste
10131,0.0,0,1,4088,Final Attack Speed
10131,0.2,1,1,4089,Final Attack Speed
10131,0.4,2,1,4090,Final Attack Speed
10131,0.6,3,1,4091,Final Attack Speed
10131,0.8,4,1,4092,Final Attack Speed
10131,1.0,5,1,4093,Final Attack Speed
10131,1.2,6,1,4094,Final Attack Speed
10131,1.4,7,1,4095,Final Attack Speed
24,0.48,8,2,4096,Max HP
24,0.24,8,2,4097,Final M.DMG Bonus
10131,1.6,8,1,4098,Final Attack Speed
10131,1.8,9,1,4099,Final Attack Speed
10131,2.0,10,1,4100,Final Attack Speed
10131,2.2,11,1,4101,Final Attack Speed
10131,2.4,12,1,4102,Final Attack Speed
10131,2.6,13,1,4103,Final Attack Speed
10131,2.8,14,1,4104,Final Attack Speed
10131,3.0,15,1,4105,Final Attack Speed
10132,0.0,0,1,4106,Final Haste
10132,0.02,1,1,4107,Final Haste
24,0.54,9,2,4108,Max HP
24,0.27,9,2,4109,Final M.DMG Bonus
10132,0.04,2,1,4110,Final Haste
10132,0.06,3,1,4111,Final Haste
10132,0.08,4,1,4112,Final Haste
10132,0.1,5,1,4113,Final Haste
10132,0.12,6,1,4114,Final Haste
10132,0.14,7,1,4115,Final Haste
10132,0.16,8,1,4116,Final Haste
10132,0.18,9,1,4117,Final Haste
10132,0.2,10,1,4118,Final Haste
10132,0.22,11,1,4119,Final Haste
3,0.4,4,4,4120,M.ATK
3,0.24,4,4,4121,Final M.PEN
24,0.6,10,2,4122,Max HP
24,0.3,10,2,4123,Final M.DMG Bonus
10132,0.24,12,1,4124,Final Haste
10132,0.26,13,1,4125,Final Haste
10132,0.28,14,1,4126,Final Haste
10132,0.3,15,1,4127,Final Haste
10201,0.0,0,1,4128,ATK
10201,0.0,0,1,4129,Final P.PEN
10201,0.08,1,1,4130,ATK
10201,0.04,1,1,4131,Final P.PEN
10201,0.16,2,1,4132,ATK
10201,0.08,2,1,4133,Final P.PEN
10201,0.24,3,1,4134,ATK
10201,0.12,3,1,4135,Final P.PEN
10201,0.32,4,1,4136,ATK
10201,0.16,4,1,4137,Final P.PEN
10201,0.4,5,1,4138,ATK
10201,0.2,5,1,4139,Final P.PEN
24,0.66,11,2,4140,Max HP
24,0.33,11,2,4141,Final M.DMG Bonus
10201,0.48,6,1,4142,ATK
10201,0.24,6,1,4143,Final P.PEN
10201,0.56,7,1,4144,ATK
10201,0.28,7,1,4145,Final P.PEN
10201,0.64,8,1,4146,ATK
10201,0.32,8,1,4147,Final P.PEN
10201,0.72,9,1,4148,ATK
10201,0.36,9,1,4149,Final P.PEN
10201,0.8,10,1,4150,ATK
10201,0.4,10,1,4151,Final P.PEN
10201,0.88,11,1,4152,ATK
10201,0.44,11,1,4153,Final P.PEN
10201,0.96,12,1,4154,ATK
10201,0.48,12,1,4155,Final P.PEN
10201,0.52,13,1,4156,ATK
10201,1.04,13,1,4157,Final P.PEN
10201,0.56,14,1,4158,ATK
10201,1.12,14,1,4159,Final P.PEN
10201,0.6,15,1,4160,ATK
10201,1.2,15,1,4161,Final P.PEN
24,0.72,12,2,4162,Max HP
24,0.36,12,2,4163,Final M.DMG Bonus
10202,0.0,0,1,4164,ATK
10202,0.0,0,1,4165,Final P.PEN
10202,0.08,1,1,4166,ATK
10202,0.04,1,1,4167,Final P.PEN
10202,0.16,2,1,4168,ATK
10202,0.08,2,1,4169,Final P.PEN
10202,0.24,3,1,4170,ATK
10202,0.12,3,1,4171,Final P.PEN
10202,0.32,4,1,4172,ATK
10202,0.16,4,1,4173,Final P.PEN
10202,0.4,5,1,4174,ATK
10202,0.2,5,1,4175,Final P.PEN
10202,0.48,6,1,4176,ATK
10202,0.24,6,1,4177,Final P.PEN
10202,0.56,7,1,4178,ATK
10202,0.28,7,1,4179,Final P.PEN
10202,0.64,8,1,4180,ATK
10202,0.32,8,1,4181,Final P.PEN
10202,0.72,9,1,4182,ATK
10202,0.36,9,1,4183,Final P.PEN
25,0.0,0,4,4184,Max HP
25,0.0,0,4,4185,Final M.DMG Bonus
10202,0.8,10,1,4186,ATK
10202,0.4,10,1,4187,Final P.PEN
10202,0.88,11,1,4188,ATK
10202,0.44,11,1,4189,Final P.PEN
10202,0.96,12,1,4190,ATK
10202,0.48,12,1,4191,Final P.PEN
10202,0.52,13,1,4192,ATK
10202,1.04,13,1,4193,Final P.PEN
10202,0.56,14,1,4194,ATK
10202,1.12,14,1,4195,Final P.PEN
10202,0.6,15,1,4196,ATK
10202,1.2,15,1,4197,Final P.PEN
10203,0.0,0,1,4198,M.ATK
10203,0.0,0,1,4199,Final M.PEN
10203,0.08,1,1,4200,M.ATK
10203,0.04,1,1,4201,Final M.PEN
10203,0.16,2,1,4202,M.ATK
10203,0.08,2,1,4203,Final M.PEN
10203,0.24,3,1,4204,M.ATK
10203,0.12,3,1,4205,Final M.PEN
25,0.08,1,4,4206,Max HP
25,0.04,1,4,4207,Final M.DMG Bonus
10203,0.32,4,1,4208,M.ATK
10203,0.16,4,1,4209,Final M.PEN
10203,0.4,5,1,4210,M.ATK
10203,0.2,5,1,4211,Final M.PEN
10203,0.48,6,1,4212,M.ATK
10203,0.24,6,1,4213,Final M.PEN
10203,0.56,7,1,4214,M.ATK
10203,0.28,7,1,4215,Final M.PEN
10203,0.64,8,1,4216,M.ATK
10203,0.32,8,1,4217,Final M.PEN
10203,0.72,9,1,4218,M.ATK
10203,0.36,9,1,4219,Final M.PEN
10203,0.8,10,1,4220,M.ATK
10203,0.4,10,1,4221,Final M.PEN
10203,0.88,11,1,4222,M.ATK
10203,0.44,11,1,4223,Final M.PEN
