id,drop_id,drop_collections_id,weight
1120,1009905,100990501,1
1121,1009907,100990701,1
1122,1009908,100990801,1
1123,1009909,100990901,1
1124,1010001,101000101,1
1125,1010003,101000301,1
1126,1010004,101000401,1
1127,1010005,101000501,1
1128,1010007,101000701,1
1129,1010008,101000801,1
1130,1010009,101000901,1
1131,1010101,101010101,1
1132,1010103,101010301,1
1133,1010104,101010401,1
1134,1010105,101010501,1
1135,1010107,101010701,1
1136,1010108,101010801,1
1137,1010109,101010901,1
1138,1010201,101020101,1
1139,1010203,101020301,1
1140,1010204,101020401,1
1141,1010205,101020501,1
1142,1010206,101020601,1
1143,1010207,101020701,1
1144,1010208,101020801,1
1145,1010209,101020901,1
1146,1010301,101030101,1
1147,1010304,101030401,1
1148,1010305,101030501,1
1149,1010306,101030601,1
1150,1010307,101030701,1
1151,1010308,101030801,1
1152,1010309,101030901,1
1153,1010401,101040101,1
1154,1010402,101040201,1
1155,1010403,101040301,1
1156,1010404,101040401,1
1157,1010405,101040501,1
1158,1010406,101040601,1
1159,1010407,101040701,1
1160,1010408,101040801,1
1161,1010409,101040901,1
1162,1010501,101050101,1
1163,1010503,101050301,1
1164,1010504,101050401,1
1165,1010505,101050501,1
1166,1010506,101050601,1
1167,1010507,101050701,1
1168,1010508,101050801,1
1169,1010509,101050901,1
1170,1010601,101060101,1
1171,1010602,101060201,1
1172,1010603,101060301,1
1173,1010604,101060401,1
1174,1010607,101060701,1
1175,1010608,101060801,1
1176,1010609,101060901,1
1177,1010701,101070101,1
1178,1010702,101070201,1
1179,1010703,101070301,1
1180,1010704,101070401,1
1181,1010705,101070501,1
1182,1010707,101070701,1
1183,1010708,101070801,1
1184,1010709,101070901,1
1185,1010801,101080101,1
1186,1010804,101080401,1
1187,1010805,101080501,1
1188,1010807,101080701,1
1189,1010808,101080801,1
1190,1010809,101080901,1
1191,1010901,101090101,1
1192,1010902,101090201,1
1193,1010903,101090301,1
1194,1010904,101090401,1
1195,1010905,101090501,1
1196,1010907,101090701,1
1197,1010908,101090801,1
1198,1010909,101090901,1
1199,1011001,101100101,1
1200,1011002,101100201,1
1201,1011003,101100301,1
1202,1011004,101100401,1
1203,1011005,101100501,1
1204,1011007,101100701,1
1205,1011008,101100801,1
1206,1011009,101100901,1
1207,1011101,101110101,1
1208,1011102,101110201,1
1209,1011103,101110301,1
1210,1011104,101110401,1
1211,1011105,101110501,1
1212,1011107,101110701,1
1213,1011108,101110801,1
1214,1011109,101110901,1
1215,1011201,101120101,1
1216,1011203,101120301,1
1217,1011204,101120401,1
1218,1011205,101120501,1
1219,1011207,101120701,1
1220,1011208,101120801,1
1221,1011209,101120901,1
1222,1011301,101130101,1
1223,1011302,101130201,1
1224,1011303,101130301,1
1225,1011304,101130401,1
1226,1011305,101130501,1
1227,1011307,101130701,1
1228,1011308,101130801,1
1229,1011309,101130901,1
1230,1011401,101140101,1
1231,1011403,101140301,1
1232,1011404,101140401,1
1233,1011405,101140501,1
1234,1011407,101140701,1
1235,1011408,101140801,1
1236,1011409,101140901,1
1237,1011501,101150101,1
1238,1011502,101150201,1
1239,1011503,101150301,1
1240,1011504,101150401,1
1241,1011505,101150501,1
1242,1011506,101150601,1
1243,1011507,101150701,1
1244,1011508,101150801,1
1245,1011509,101150901,1
1246,1011601,101160101,1
1247,1011602,101160201,1
1248,1011603,101160301,1
1249,1011604,101160401,1
1250,1011605,101160501,1
1251,1011607,101160701,1
1252,1011608,101160801,1
1253,1011609,101160901,1
1254,1011701,101170101,1
1255,1011703,101170301,1
1256,1011704,101170401,1
1257,1011705,101170501,1
1258,1011707,101170701,1
1259,1011708,101170801,1
1260,1011709,101170901,1
1261,1011801,101180101,1
1262,1011802,101180201,1
1263,1011803,101180301,1
1264,1011804,101180401,1
1265,1011805,101180501,1
1266,1011807,101180701,1
1267,1011808,101180801,1
1268,1011809,101180901,1
1269,1011901,101190101,1
1270,1011902,101190201,1
1271,1011903,101190301,1
1272,1011904,101190401,1
1273,1011905,101190501,1
1274,1011907,101190701,1
1275,1011908,101190801,1
1276,1011909,101190901,1
1277,1012001,101200101,1
1278,1012004,101200401,1
1279,1012005,101200501,1
1280,1012007,101200701,1
1281,1012008,101200801,1
1282,1012009,101200901,1
1283,1012101,101210101,1
1284,1012102,101210201,1
1285,1012103,101210301,1
1286,1012104,101210401,1
1287,1012105,101210501,1
1288,1012107,101210701,1
1289,1012108,101210801,1
1290,1012109,101210901,1
1291,1012201,101220101,1
1292,1012203,101220301,1
1293,1012204,101220401,1
1294,1012205,101220501,1
1295,1012207,101220701,1
1296,1012208,101220801,1
1297,1012209,101220901,1
1298,1012301,101230101,1
1299,1012302,101230201,1
1300,1012303,101230301,1
1301,1012304,101230401,1
1302,1012305,101230501,1
1303,1012306,101230601,1
1304,1012307,101230701,1
1305,1012308,101230801,1
1306,1012309,101230901,1
1307,1012401,101240101,1
1308,1012403,101240301,1
1309,1012404,101240401,1
1310,1012405,101240501,1
1311,1012406,101240601,1
1312,1012407,101240701,1
1313,1012408,101240801,1
1314,1012409,101240901,1
1315,1012501,101250101,1
1316,1012502,101250201,1
1317,1012503,101250301,1
1318,1012504,101250401,1
1319,1012505,101250501,1
1320,1012507,101250701,1
1321,1012508,101250801,1
1322,1012509,101250901,1
1323,1012601,101260101,1
1324,1012602,101260201,1
1325,1012603,101260301,1
1326,1012604,101260401,1
1327,1012605,101260501,1
1328,1012607,101260701,1
1329,1012608,101260801,1
1330,1012609,101260901,1
1331,1012701,101270101,1
1332,1012702,101270201,1
1333,1012703,101270301,1
1334,1012704,101270401,1
1335,1012705,101270501,1
1336,1012707,101270701,1
1337,1012708,101270801,1
1338,1012709,101270901,1
1339,1012801,101280101,1
1340,1012802,101280201,1
1341,1012803,101280301,1
1342,1012804,101280401,1
1343,1012805,101280501,1
1344,1012807,101280701,1
1345,1012808,101280801,1
1346,1012809,101280901,1
1347,1012901,101290101,1
1348,1012903,101290301,1
1349,1012904,101290401,1
1350,1012905,101290501,1
1351,1012907,101290701,1
1352,1012908,101290801,1
1353,1012909,101290901,1
1354,1013001,101300101,1
1355,1013002,101300201,1
1356,1013003,101300301,1
1357,1013004,101300401,1
1358,1013005,101300501,1
1359,1013007,101300701,1
1360,1013008,101300801,1
1361,1013009,101300901,1
1362,1013101,101310101,1
1363,1013102,101310201,1
1364,1013103,101310301,1
1365,1013104,101310401,1
1366,1013105,101310501,1
1367,1013107,101310701,1
1368,1013108,101310801,1
1369,1013109,101310901,1
1370,1013201,101320101,1
1371,1013202,101320201,1
1372,1013204,101320401,1
1373,1013205,101320501,1
1374,1013207,101320701,1
1375,1013208,101320801,1
1376,1013209,101320901,1
1377,1013301,101330101,1
1378,1013303,101330301,1
1379,1013304,101330401,1
1380,1013305,101330501,1
1381,1013307,101330701,1
1382,1013308,101330801,1
1383,1013309,101330901,1
1384,1013401,101340101,1
1385,1013403,101340301,1
1386,1013404,101340401,1
1387,1013405,101340501,1
1388,1013407,101340701,1
1389,1013408,101340801,1
1390,1013409,101340901,1
1391,1013501,101350101,1
1392,1013504,101350401,1
1393,1013505,101350501,1
1394,1013506,101350601,1
1395,1013507,101350701,1
1396,1013508,101350801,1
1397,1013509,101350901,1
1398,1013601,101360101,1
1399,1013603,101360301,1
1400,1013604,101360401,1
1401,1013605,101360501,1
1402,1013606,101360601,1
1403,1013607,101360701,1
1404,1013608,101360801,1
1405,1013609,101360901,1
1406,1013701,101370101,1
1407,1013702,101370201,1
1408,1013703,101370301,1
1409,1013704,101370401,1
1410,1013705,101370501,1
1411,1013706,101370601,1
1412,1013707,101370701,1
1413,1013708,101370801,1
1414,1013709,101370901,1
1415,1013801,101380101,1
1416,1013803,101380301,1
1417,1013804,101380401,1
1418,1013805,101380501,1
1419,1013807,101380701,1
1420,1013808,101380801,1
1421,1013809,101380901,1
1422,1013901,101390101,1
1423,1013903,101390301,1
1424,1013904,101390401,1
1425,1013905,101390501,1
1426,1013906,101390601,1
1427,1013907,101390701,1
1428,1013908,101390801,1
1429,1013909,101390901,1
1430,1014101,101410101,1
1431,1014102,101410201,1
1432,1014103,101410301,1
1433,1014104,101410401,1
1434,1014105,101410501,1
1435,1014106,101410601,1
1436,1014107,101410701,1
1437,1014108,101410801,1
1438,1014109,101410901,1
1439,1014201,101420101,1
1440,1014204,101420401,1
1441,1014205,101420501,1
1442,1014206,101420601,1
1443,1014207,101420701,1
1444,1014208,101420801,1
1445,1014209,101420901,1
1446,1014301,101430101,1
1447,1014304,101430401,1
1448,1014305,101430501,1
1449,1014306,101430601,1
1450,1014307,101430701,1
1451,1014308,101430801,1
1452,1014309,101430901,1
1453,1014401,101440101,1
1454,1014403,101440301,1
1455,1014404,101440401,1
1456,1014405,101440501,1
1457,1014406,101440601,1
1458,1014407,101440701,1
1459,1014408,101440801,1
1460,1014409,101440901,1
1461,1014501,101450101,1
1462,1014504,101450401,1
1463,1014505,101450501,1
1464,1014507,101450701,1
1465,1014508,101450801,1
1466,1014509,101450901,1
1467,1014701,101470101,1
1468,1014703,101470301,1
1469,1014704,101470401,1
1470,1014705,101470501,1
1471,1014707,101470701,1
1472,1014708,101470801,1
1473,1014709,101470901,1
1474,1014801,101480101,1
1475,1014804,101480401,1
1476,1014805,101480501,1
1477,1014807,101480701,1
1478,1014808,101480801,1
1479,1014809,101480901,1
1480,1014901,101490101,1
1481,1014902,101490201,1
1482,1014903,101490301,1
1483,1014904,101490401,1
1484,1014905,101490501,1
1485,1014907,101490701,1
1486,1014908,101490801,1
1487,1014909,101490901,1
1488,1015001,101500101,1
1489,1015003,101500301,1
1490,1015004,101500401,1
1491,1015005,101500501,1
1492,1015007,101500701,1
1493,1015008,101500801,1
1494,1015009,101500901,1
1495,1015101,101510101,1
1496,1015103,101510301,1
1497,1015104,101510401,1
1498,1015105,101510501,1
1499,1015107,101510701,1
1500,1015108,101510801,1
1501,1015109,101510901,1
1502,1015201,101520101,1
1503,1015202,101520201,1
1504,1015203,101520301,1
1505,1015204,101520401,1
1506,1015207,101520701,1
1507,1015208,101520801,1
1508,1015209,101520901,1
1509,1015401,101540101,1
1510,1015403,101540301,1
1511,1015404,101540401,1
1512,1015405,101540501,1
1513,1015407,101540701,1
1514,1015408,101540801,1
1515,1015409,101540901,1
1516,1015501,101550101,1
1517,1015504,101550401,1
1518,1015505,101550501,1
1519,1015507,101550701,1
1520,1015508,101550801,1
1521,1015509,101550901,1
1522,1015701,101570101,1
1523,1015704,101570401,1
1524,1015705,101570501,1
1525,1015707,101570701,1
1526,1015708,101570801,1
1527,1015709,101570901,1
1528,1015801,101580101,1
1529,1015802,101580201,1
1530,1015803,101580301,1
1531,1015804,101580401,1
1532,1015805,101580501,1
1533,1015807,101580701,1
1534,1015808,101580801,1
1535,1015809,101580901,1
1536,1015901,101590101,1
1537,1015902,101590201,1
1538,1015903,101590301,1
1539,1015904,101590401,1
1540,1015905,101590501,1
1541,1015906,101590601,1
1542,1015907,101590701,1
1543,1015908,101590801,1
1544,1015909,101590901,1
1545,1016201,101620101,10000
1546,1016201,101620102,1
1547,1016301,101630101,1
1548,1016302,101630201,1
1549,1016304,101630401,1
1550,1016305,101630501,1
1551,1016307,101630701,1
1552,1016308,101630801,1
1553,1016309,101630901,1
1554,1016401,101640101,1
1555,1016404,101640401,1
1556,1016405,101640501,1
1557,1016406,101640601,1
1558,1016407,101640701,1
1559,1016408,101640801,1
1560,1016409,101640901,1
1561,1016501,101650101,10000
1562,1016501,101650102,1
1563,1016601,101660101,1
1564,1016602,101660201,1
1565,1016603,101660301,1
1566,1016604,101660401,1
1567,1016605,101660501,1
1568,1016606,101660601,1
1569,1016607,101660701,1
1570,1016608,101660801,1
1571,1016609,101660901,1
1572,1016701,101670101,1
1573,1016704,101670401,1
1574,1016705,101670501,1
1575,1016707,101670701,1
1576,1016708,101670801,1
1577,1016709,101670901,1
1578,1016801,101680101,1
1579,1016804,101680401,1
1580,1016805,101680501,1
1581,1016807,101680701,1
1582,1016808,101680801,1
1583,1016809,101680901,1
1584,1017001,101700101,1
1585,1017003,101700301,1
1586,1017004,101700401,1
1587,1017005,101700501,1
1588,1017007,101700701,1
1589,1017008,101700801,1
1590,1017009,101700901,1
1591,1017101,101710101,1
1592,1017102,101710201,1
1593,1017103,101710301,1
1594,1017104,101710401,1
1595,1017105,101710501,1
1596,1017107,101710701,1
1597,1017108,101710801,1
1598,1017109,101710901,1
1599,1017201,101720101,1
1600,1017204,101720401,1
1601,1017205,101720501,1
1602,1017207,101720701,1
1603,1017208,101720801,1
1604,1017209,101720901,1
1605,10173,1017301,1
1606,1017301,101730101,1
1607,1017302,101730201,1
1608,1017303,101730301,1
1609,1017304,101730401,1
1610,1017305,101730501,1
1611,1017306,101730601,1
1612,1017307,101730701,1
1613,1017308,101730801,1
1614,1017309,101730901,1
1615,10174,1017401,1
1616,10175,1017501,1
1617,1017501,101750101,1
1618,1017502,101750201,1
1619,1017503,101750301,1
1620,1017504,101750401,1
1621,1017505,101750501,1
1622,1017507,101750701,1
1623,1017508,101750801,1
1624,1017509,101750901,1
1625,1017901,101790101,1
1626,1017903,101790301,1
1627,1017904,101790401,1
1628,1017906,101790601,1
1629,1017907,101790701,1
1630,1017908,101790801,1
1631,1017909,101790901,1
1632,1018001,101800101,1
1633,1018004,101800401,1
1634,1018005,101800501,1
1635,1018006,101800601,1
1636,1018007,101800701,1
1637,1018008,101800801,1
1638,1018009,101800901,1
1639,1018201,101820101,1
1640,1018202,101820201,1
1641,1018203,101820301,1
1642,1018204,101820401,1
1643,1018207,101820701,1
1644,1018208,101820801,1
1645,1018209,101820901,1
1646,1018401,101840101,1
1647,1018403,101840301,1
1648,1018404,101840401,1
1649,1018405,101840501,1
1650,1018407,101840701,1
1651,1018408,101840801,1
1652,1018409,101840901,1
1653,1018501,101850101,1
1654,1018503,101850301,1
1655,1018504,101850401,1
1656,1018505,101850501,1
1657,1018507,101850701,1
1658,1018508,101850801,1
1659,1018509,101850901,1
1660,1018701,101870101,1
1661,1018704,101870401,1
1662,1018705,101870501,1
1663,1018707,101870701,1
1664,1018708,101870801,1
1665,1018709,101870901,1
1666,1019001,101900101,1
1667,1019003,101900301,1
1668,1019004,101900401,1
1669,1019005,101900501,1
1670,1019007,101900701,1
1671,1019008,101900801,1
1672,1019009,101900901,1
1673,1019201,101920101,1
1674,1019203,101920301,1
1675,1019204,101920401,1
1676,1019205,101920501,1
1677,1019206,101920601,1
1678,1019207,101920701,1
1679,1019208,101920801,1
1680,1019209,101920901,1
1681,1019301,101930101,1
1682,1019302,101930201,1
1683,1019305,101930501,1
1684,1019306,101930601,1
1685,1019307,101930701,1
1686,1019308,101930801,1
1687,1019309,101930901,1
1688,1019401,101940101,1
1689,1019404,101940401,1
1690,1019405,101940501,1
1691,1019406,101940601,1
1692,1019407,101940701,1
1693,1019408,101940801,1
1694,1019409,101940901,1
1695,1019501,101950101,1
1696,1019505,101950501,1
1697,1019506,101950601,1
1698,1019507,101950701,1
1699,1019508,101950801,1
1700,1019509,101950901,1
1701,1019601,101960101,1
1702,1019602,101960201,1
1703,1019604,101960401,1
1704,1019605,101960501,1
1705,1019607,101960701,1
1706,1019608,101960801,1
1707,1019609,101960901,1
1708,1019701,101970101,1
1709,1019702,101970201,1
1710,1019703,101970301,1
1711,1019704,101970401,1
1712,1019705,101970501,1
1713,1019707,101970701,1
1714,1019708,101970801,1
1715,1019709,101970901,1
1716,1019801,101980101,1
1717,1019802,101980201,1
1718,1019803,101980301,1
1719,1019804,101980401,1
1720,1019805,101980501,1
1721,1019807,101980701,1
1722,1019808,101980801,1
1723,1019809,101980901,1
1724,1019901,101990101,1
1725,1019902,101990201,1
1726,1019903,101990301,1
1727,1019904,101990401,1
1728,1019905,101990501,1
1729,1019907,101990701,1
1730,1019908,101990801,1
1731,1019909,101990901,1
1732,1020001,102000101,1
1733,1020002,102000201,1
1734,1020003,102000301,1
1735,1020004,102000401,1
1736,1020005,102000501,1
1737,1020007,102000701,1
1738,1020008,102000801,1
1739,1020009,102000901,1
1740,1020101,102010101,1
1741,1020102,102010201,1
1742,1020103,102010301,1
1743,1020104,102010401,1
1744,1020105,102010501,1
1745,1020107,102010701,1
1746,1020108,102010801,1
1747,1020109,102010901,1
1748,1020201,102020101,1
1749,1020202,102020201,1
1750,1020204,102020401,1
1751,1020205,102020501,1
1752,1020207,102020701,1
1753,1020208,102020801,1
1754,1020209,102020901,1
1755,1020301,102030101,1
1756,1020302,102030201,1
1757,1020303,102030301,1
1758,1020304,102030401,1
1759,1020305,102030501,1
1760,1020307,102030701,1
1761,1020308,102030801,1
1762,1020309,102030901,1
1763,102040011,10204001101,1
1764,102040041,10204004101,1
1765,102040061,10204006101,84
1766,102040061,10204006102,14
1767,102040071,10204007101,1
1768,1020401,102040101,1
1769,10204017,1020401701,300
1770,10204017,1020401702,700
1771,102040181,10204018101,1
1772,10204026,1020402601,1
1773,10204027,1020402701,1
1774,10204028,1020402801,1
1775,10204029,1020402901,1
1776,1020404,102040401,1
1777,1020405,102040501,1
1778,10204057,1020405701,1
1779,10204058,1020405801,1
1780,10204059,1020405901,1
1781,10204060,1020406001,1
1782,10204061,1020406101,1
1783,10204062,1020406201,1
1784,10204063,1020406301,1
1785,1020407,102040701,1
1786,1020408,102040801,1
1787,1020409,102040901,1
1788,10204106,1020410601,1
1789,10204107,1020410701,1
1790,10204108,1020410801,1
1791,10204109,1020410901,1
1792,10204110,1020411001,1
1793,10204111,1020411101,1
1794,10204117,1020411701,1
1795,10204134,1020413401,1
1796,10204135,1020413501,1
1797,10204160,1020416001,1
1798,10204161,1020416101,1
1811,102041812,10204181201,1
1812,102041812,10204181202,1
1813,102041812,10204181203,1
1814,102041812,10204181204,1
1815,102041813,10204181301,1
1816,102041814,10204181401,2
1817,102041814,10204181402,2
1818,102041814,10204181403,2
1819,102041814,10204181404,1
1820,102041814,10204181405,1
1821,102041814,10204181406,1
1822,10204183,1020418301,1
1823,10204186,1020418601,6500
1824,10204186,1020418602,2000
1825,10204186,1020418603,1000
1826,10204186,1020418604,500
1827,10204187,1020418701,6500
1828,10204187,1020418702,2000
1829,10204187,1020418703,1000
1830,10204187,1020418704,500
1831,10204188,1020418801,5000
1832,10204188,1020418802,2500
1833,10204188,1020418803,2500
1834,10204191,1020419101,1
1835,10204192,1020419201,1
1836,10204193,1020419301,1
1837,10204194,1020419401,1
1838,10204208,1020420801,5000
1839,10204208,1020420802,1900
1840,10204208,1020420803,1900
1841,10204208,1020420804,800
1842,10204208,1020420805,400
1843,10204211,1020421101,10
1844,10204211,1020421102,57
1845,10204211,1020421103,20
1846,10204211,1020421104,10
1847,10204211,1020421105,3
1848,1020501,102050101,1
1849,1020502,102050201,1
1850,1020503,102050301,1
1851,1020505,102050501,1
1852,1020507,102050701,1
1853,1020508,102050801,1
1854,1020509,102050901,1
1855,1020601,102060101,1
1856,1020603,102060301,1
1857,1020604,102060401,1
1858,1020605,102060501,1
1859,1020607,102060701,1
1860,1020608,102060801,1
1861,1020609,102060901,1
1862,1020701,102070101,1
1863,1020702,102070201,1
1864,1020703,102070301,1
1865,1020705,102070501,1
1866,1020707,102070701,1
1867,1020708,102070801,1
1868,1020709,102070901,1
1869,1020801,102080101,1
1870,1020802,102080201,1
1871,1020803,102080301,1
1872,1020805,102080501,1
1873,1020807,102080701,1
1874,1020808,102080801,1
1875,1020809,102080901,1
1876,1020901,102090101,1
1877,1020903,102090301,1
1878,1020904,102090401,1
1879,1020905,102090501,1
1880,1020907,102090701,1
1881,1020908,102090801,1
1882,1020909,102090901,1
1883,1021001,102100101,1
1884,1021002,102100201,1
1885,1021003,102100301,1
1886,1021005,102100501,1
1887,1021007,102100701,1
1888,1021008,102100801,1
1889,1021009,102100901,1
1890,1021101,102110101,1
1891,1021104,102110401,1
1892,1021105,102110501,1
1893,1021107,102110701,1
1894,1021108,102110801,1
1895,1021109,102110901,1
1896,1021201,102120101,1
1897,1021202,102120201,1
1898,1021204,102120401,1
1899,1021205,102120501,1
1900,1021207,102120701,1
1901,1021208,102120801,1
1902,1021209,102120901,1
1903,1021401,102140101,1
1904,1021404,102140401,1
1905,1021405,102140501,1
1906,1021407,102140701,1
1907,1021408,102140801,1
1908,1021409,102140901,1
1909,1021501,102150101,1
1910,1021504,102150401,1
1911,1021505,102150501,1
1912,1021507,102150701,1
1913,1021508,102150801,1
1914,1021509,102150901,1
1915,1021701,102170101,1
1916,1021702,102170201,1
1917,1021703,102170301,1
1918,1021704,102170401,1
1919,1021706,102170601,1
1920,1021707,102170701,1
1921,1021708,102170801,1
1922,1021709,102170901,1
1923,1021901,102190101,1
1924,1021903,102190301,1
1925,102190321,10219032101,1
1926,102190322,10219032201,1
1927,102190323,10219032301,1
1928,102190324,10219032401,1
1929,102190325,10219032501,1
1930,102190326,10219032601,1
1931,1021904,102190401,1
1932,10219048,1021904801,1
1933,1021905,102190501,1
1934,1021907,102190701,1
1935,1021908,102190801,1
1936,1021909,102190901,1
1937,102191691,10219169101,1
1938,102191692,10219169201,1
1939,102191693,10219169301,1
1940,102191722,10219172201,1
1941,102191742,10219174201,1
1942,102191751,10219175101,1
1943,10219181,1021918101,1
1944,102192001,10219200101,1
1945,102192011,10219201101,1
1946,10219236,1021923601,1
1947,102192361,10219236101,1
1948,10219237,1021923701,1
1949,10219248,1021924801,1
1950,10219263,1021926301,10
1951,10219306,1021930601,1
1952,102193761,10219376101,1
1953,102194001,10219400101,9625
1954,102194001,10219400102,375
1955,102194011,10219401101,9625
1956,102194011,10219401102,375
1957,102194021,10219402101,1
1958,10219430,1021943001,85415
1959,10219430,1021943002,10
1960,10219430,1021943003,1
1961,10219431,1021943101,748
1962,10219431,1021943102,1
1963,10219476,1021947601,1
1964,10219510,1021951001,1000
1965,10219510,1021951002,5000
1966,10219510,1021951003,3950
1967,10219510,1021951004,3
1968,10219510,1021951005,47
1971,10219519,1021951901,1
1972,10219520,1021952001,1
1973,10219528,1021952801,1
1974,1022001,102200101,1
1975,1022002,102200201,1
1976,1022003,102200301,1
1977,1022004,102200401,1
1978,1022005,102200501,1
1979,1022007,102200701,1
1980,1022008,102200801,1
1981,1022009,102200901,1
1982,102210011,10221001101,1
1983,1022101,102210101,1
1984,1022103,102210301,1
1985,1022104,102210401,1
1986,1022105,102210501,1
1987,1022107,102210701,1
1988,1022108,102210801,1
1989,1022109,102210901,1
1990,1022301,102230101,1
1991,1022303,102230301,1
1992,1022305,102230501,1
1993,1022306,102230601,1
1994,1022307,102230701,1
1995,1022308,102230801,1
1996,1022309,102230901,1
1997,1022401,102240101,1
1998,1022402,102240201,1
1999,1022404,102240401,1
2000,1022405,102240501,1
2001,1022406,102240601,1
2002,1022407,102240701,1
2003,1022408,102240801,1
2004,1022409,102240901,1
2005,1022501,102250101,1
2006,1022502,102250201,1
2007,1022504,102250401,1
2008,1022505,102250501,1
2009,1022507,102250701,1
2010,1022508,102250801,1
2011,1022509,102250901,1
2012,1022601,102260101,1
2013,1022603,102260301,1
2014,1022604,102260401,1
2015,1022605,102260501,1
2016,1022607,102260701,1
2017,1022608,102260801,1
2018,1022609,102260901,1
2019,1022701,102270101,1
2020,1022703,102270301,1
2021,1022705,102270501,1
2022,1022707,102270701,1
2023,1022708,102270801,1
2024,1022709,102270901,1
2025,1022801,102280101,1
2026,1022803,102280301,1
2027,1022805,102280501,1
2028,1022807,102280701,1
2029,1022808,102280801,1
2030,1022809,102280901,1
2031,1022901,102290101,1
2032,1022902,102290201,1
2033,1022903,102290301,1
2034,1022904,102290401,1
2035,1022905,102290501,1
2036,1022907,102290701,1
2037,1022908,102290801,1
2038,1022909,102290901,1
2039,1023001,102300101,1
2040,1023003,102300301,1
2041,1023005,102300501,1
2042,1023007,102300701,1
2043,1023008,102300801,1
2044,1023009,102300901,1
2045,1023101,102310101,1
2046,1023104,102310401,1
2047,1023105,102310501,1
2048,1023107,102310701,1
2049,1023108,102310801,1
2050,1023109,102310901,1
2051,1023201,102320101,1
2052,1023202,102320201,1
2053,1023203,102320301,1
2054,1023204,102320401,1
2055,1023205,102320501,1
2056,1023207,102320701,1
2057,1023208,102320801,1
2058,1023209,102320901,1
2059,1023301,102330101,1
2060,1023302,102330201,1
2061,1023303,102330301,1
2062,1023304,102330401,1
2063,1023305,102330501,1
2064,1023307,102330701,1
2065,1023308,102330801,1
2066,1023309,102330901,1
2067,1023401,102340101,1
2068,1023402,102340201,1
2069,1023403,102340301,1
2070,1023404,102340401,1
2071,1023405,102340501,1
2072,1023407,102340701,1
2073,1023408,102340801,1
2074,1023409,102340901,1
2075,1023501,102350101,1
2076,1023502,102350201,1
2077,1023504,102350401,1
2078,1023505,102350501,1
2079,1023507,102350701,1
2080,1023508,102350801,1
2081,1023509,102350901,1
2082,1023601,102360101,1
2083,1023602,102360201,1
2084,1023603,102360301,1
2085,1023604,102360401,1
2086,1023605,102360501,1
2087,1023607,102360701,1
2088,1023608,102360801,1
2089,1023609,102360901,1
2090,10307,1030701,1
2091,10509,1050901,1
2092,10510,1051001,1
2093,10511,1051101,1
2097,109000541,10900054101,1
2098,109000542,10900054201,1
2099,109000543,10900054301,1
2100,10907005,1090700501,80
2101,10907005,1090700502,20
2102,10912008,1091200801,1
2103,10912009,1091200901,1
2104,10912019,1091201901,1
2105,1106011115,110601111501,2500
2106,1106011115,110601111502,2500
2107,1106011115,110601111503,2500
2108,1106011115,110601111504,2500
2109,1106011116,110601111601,2500
2110,1106011116,110601111602,2500
2111,1106011116,110601111603,2500
2112,1106011117,110601111701,2500
2113,1106011117,110601111702,2500
2114,1106011117,110601111703,2500
2115,1106011118,110601111801,2500
2116,1106011118,110601111802,2500
2117,1106011118,110601111803,2500
2118,1106011156,110601115601,1
2119,1106011157,110601115701,1
2120,1106011158,110601115801,1
2121,1106011162,110601116201,1
2122,1106011163,110601116301,1
2123,1106011261,110601126101,1
2124,1106011261,110601126102,1
2125,1106011261,110601126103,1
2126,1106011261,110601126104,1
2127,1106011261,110601126105,1
2128,1106011262,110601126201,1
2129,1106011262,110601126202,1
2130,1106011262,110601126203,1
2131,1106011262,110601126204,1
2132,1106011262,110601126205,1
2133,1106011263,110601126301,1
2134,1106011263,110601126302,1
2135,1106011263,110601126303,1
2136,1106011263,110601126304,1
2137,1106011264,110601126401,1
2138,1106011264,110601126402,1
2139,1106011265,110601126501,1
2140,1106011265,110601126502,1
2141,1106011265,110601126503,1
2142,1106011265,110601126504,1
2143,1106011265,110601126505,1
2144,1106011266,110601126601,1
2145,1106011266,110601126602,1
2146,1106011266,110601126603,1
2147,1106011266,110601126604,1
2148,1106011266,110601126605,1
2149,1106011267,110601126701,1
2150,1106011267,110601126702,1
2151,1106011267,110601126703,1
2152,1106011267,110601126704,1
2153,1106011268,110601126801,1
2154,1106011268,110601126802,1
2155,1106011268,110601126803,1
2156,1106011269,110601126901,1
2157,1106011269,110601126902,1
2158,1106011269,110601126903,1
2159,1106011269,110601126904,1
2160,1106011269,110601126905,1
2161,1106011269,110601126906,1
2162,1106011269,110601126907,1
2163,1106011269,110601126908,1
2164,1106011269,110601126909,1
2165,1106011269,110601126910,1
2166,1106011269,110601126911,1
2167,1106011269,110601126912,1
2168,1106011269,110601126913,1
2169,1106011270,110601127001,1
2170,1106011270,110601127002,1
2171,1106011270,110601127003,1
2172,1106011270,110601127004,1
2173,1106011270,110601127005,1
2174,1106011271,110601127101,1
2175,1106011271,110601127102,1
2176,1106011271,110601127103,1
2177,1106011271,110601127104,1
2178,1106011272,110601127201,1
2179,1106011272,110601127202,1
2180,1106011272,110601127203,1
2181,1106011330,110601133001,1
2182,1106011331,110601133101,1
2183,1106011335,110601133501,1
2184,1106011343,110601134301,1
2185,1106011344,110601134401,1
2186,1106011345,110601134501,1
2187,1106011346,110601134601,1
