id,name,description,res_id,is_boss
10109,mace-wielding goblin," The fifth in the goblin family. Possesses immense strength but only knows how to use a simple Spinecrusher. Its nature is just like its mask, for it is a born pessimist. It speaks with a stammer too. A record from the Goblin Private Archive: Likes glittering things. Often subjected to his older brother's bullying pranks.",10109.0,0
10110,hammer-wielding goblin," The fourth in the goblin family. Brawny and accustomed to using its blacksmith hammer in battles. Its nature is just like its mask, for it is unperturbed regardless of whatever happens. It has a face of indifference and always looks as though it is half asleep. It carries out some crafting work with its hammer in its tribe, but it is only limited to basic crafting. It doesn't have the high intellect of the Goblin Steamriders.",10110.0,0
10111,flail-wielding goblin," The third in the goblin family. It can move with incredible agility. Fights with a Chain which requires advanced skills. Its nature is just like its mask, for it is born simple and optimistic, and brings joy to everyone. A record from the Private Goblin Archive: In the annual Goblin Fighting Competition, they have held the champion position as the best fighters of the goblin family for many years with the highly difficult Flail technique.",10111.0,0
10112,axe-wielding goblin," The second in the Goblin family. Slow in movement. Uses a Skullsplitter taller than itself in battles. Its nature is just like its mask, for it is cute, silly, and muddle-headed. It speaks little too, as though always unaware of the situation. A record from the Private Goblin Archive: Apparently, due to adequate exercise, their figure is acknowledged as the golden proportion in the tribe.",10112.0,0
10113,dagger-wielding goblin," The eldest in the Goblin family. Has superb dagger-wielding skills. Its nature is just like its mask, for it is lively and restless. It loves to play pranks, but due to its exceptional capabilities, it is still respected by everyone as the eldest. A record from the Private Goblin Archive: They hate string music but enjoy drum music. May have been influenced by ancient customs.",10113.0,0
10114,goblin archer," A highly intelligent member of the Goblin family. It became an assassin due to its mastery in the crafting of bows and arrows. Its nature is just like its mask, for it is sharp-tongued, perceptive, and always keeps an eye on its enemy's weaknesses. A record from the Private Goblin Archive: A true battle maniac, but does not strike arbitrarily. Perhaps only prey that piques its interest are worthy of its archery skills.",10114.0,0
10115,goblin steamrider," A highly intelligent Goblin. The jet machine on its back is the culmination of its knowledge. Its nature is just like its mask, for it is cheerful and thinks out of the box. It is always mumbling words like ""science,"" but outsiders can't understand it. A record from the Private Goblin Archive: It is the heir to the ancient Goblin civilization and may be the key figure to the continuation of Goblin culture.",10115.0,0
10116,zerom," Stonemasons who took part in the building of the Sphinx Cavern and were forcibly buried together upon completion of the construction. While the power of the Sphinx has allowed them to gain eternal life, they can never be freed from the pressure of toil. According to hearsay in Morroc, mysterious individuals from the church are summoning adventurers to help them transcend humanely.",10116.0,0
10117,requiem," Carpenters who took part in building the Sphinx Cavern and were forcibly buried together upon completion of the construction. While the power of the Sphinx has allowed them to gain eternal life, they can never be freed from the pressure of toil. According to hearsay in Morroc, mysterious individuals from the church are summoning adventurers to help them transcend humanely.",10117.0,0
10118,marduk," Originally an ancient Egyptian warlock, but turned undead after absorbing the power of the Sphinx. Nobody knows what form they actually take under those robes. Looking at them from the side reveals that they don't even have legs. Their magical powers also differ from the known system. The Mage Guild seems to be investigating the matter in secret.",10118.0,0
10119,pasana," Nobody knows their exact identity, and whether a rotting visage lies underneath their mask is a matter of everyone's imagination. Currently, the most common guess at their identity is that they were tomb robbers who coveted Osiris' treasure. Yet, despite being tomb robbers themselves, they have now become obstacles for their peers. Adventurers, do be careful.",10119.0,0
10120,orc zombie," If an orc fights to its last moments without giving up and chooses with the strength of its will to fight on after death, it will turn into a Zombie. They know no pain and never give up, forever carrying on the glory of the race. However, nobody knows where this strange magic comes from. Perhaps it is from traditional orc shaman magic.",10120.0,0
10121,orc warrior," The Orcs are the best example of a race in which all members are soldiers. They usually reside peacefully outside Geffen, but once another race invades, every resident of the lowest class turns into a soldier and obeys the High Orc's commands to defend the honor of the race. Listen to their war cries carefully. They seem to be saying, ""Let's fight, mortals!""",10121.0,0
10122,orc skeleton," The shaman magic handed down amongst Orcs can turn the strongest Orcs into evil creatures. This type of Orc Skeleton not only possess the battle prowess of Orcs, but also the mysterious power of immortality. Their heads can rotate 360 degrees, preventing sneak attacks. The shields and battle axes in their hands are the symbols of power of the best warriors in the Orc race.",10122.0,0
10123,orc lady," A female orc, but its combat abilities are in no way inferior to the male orcs'. If you touch its child, you may be pursued to the end of the world by the rampaging female orc. Their persistence and stubbornness exceed those of male Orc Warriors. Apparently, the last adventurer who challenged a female orc ran off to hide on Comodo. The orcs are indeed a scary race...",10123.0,0
10124,zenorc," It is said that they are a branch of orcs cursed as punishment. They have mutated and lost their original orc forms. However, their combat abilities seem entirely unaffected. Their gigantic mutated palms deal more damage instead and the dark and cursed shaman powers seem to have infused them with an unfaltering battle spirit.",10124.0,0
10125,hunter fly," The formidable ones of the Chonchons. Apart from the color mutation and the difference in combat abilities caused by their living environment, no significant difference has yet been found between them and normal Chonchons. They live in groups for long periods of time in the Labyrinth Forest. Be extra careful not to become entangled with them, or else you may be attacked in swarms.",10125.0,0
10126,orc archer," An Orc that uses a bow and arrows as its weapons. Due to their accurate control of strength and excellent eyesight, powerful shots can still be fired despite their very crude equipment.",10126.0,0
10127,high orc," An Orc Warrior who has already proved itself, thereby obtaining superior equipment. It is the main force in battles and has an intelligence exceeding normal orcs, knowing how to lead soldiers instead of using merely brute force. Of course, that's judging by orc standards.",10127.0,0
10128,mace-wielding kobold," A Chain-wielding Kobold warrior with the inborn pure and virtuous gaze of the Kobold race. However, don't underestimate it. If you are hit by a sweep of the Kobold's Chain, the wound will take very long to heal, probably caused by the Chain's special material. Even Doctor Wallace who specializes in unusual illnesses opines that at least two months of treatment will be needed.",10128.0,0
10129,hammer-wielding kobold," A Hammer-wielding Kobold warrior with the inborn pure and virtuous gaze of the Kobold race. However, don't underestimate it. It is said that they have the greatest strength in the entire Kobold race. A smash from them may cause an immediate loss of mobility. ""Between the Hammer-wielding Kobolds and the Orcs, I wonder whose strength is greater?"" Bertha pushed up her glasses and swiftly began calculating in her notes.",10129.0,0
10130,kobold archer," A Kobold good at using crossbows and with the proven ability to craft crossbows independently. Being the intelligent ones in the Kobold race, they have the most complete set of weapon crafting abilities. Apparently, a majority of the weapons used by other Kobolds are made by them too.",10130.0,0
10131,axe-wielding kobold, A Kobold good at using axes. They keep a superficial peace with the Hammer-wielding Kobolds and are not happy with them taking the title of the strongest. They are always on the lookout for opportunities to prove their standing in the race.,10131.0,0
10132,jakk," An elegant gentleman in black formal wear with a peculiar smile on his face all year round. His head is not really a pumpkin. Adventurers bold enough to touch it, please remember to share how it felt like with the Monster Society. Halloween's trendiest Pumpkin decorations are supposedly created with his head as inspiration.",10132.0,0
10133,marionette," A monster wandering around blindly underground in Geffen. Origin unknown. Nobody knows who is manipulating their controllers, and these cute dolls don't seem to have self-consciousness either. The most common theory is that the Marionette is a taboo product from the secret experiments of Alchemists, and many innocent lives seem to have been sacrificed. After hearing of this rumor, the Alchemist Guild specially issued a clarification notice. However, it feels even more suspicious. All sorts of rumors damaging to the Alchemist Guild are still circulating in Midgard.",10133.0,0
10134,deviruchi," A troublemaker amongst Demons. It holds a mini trident in its hand, has a sly look on its face, and teasing its prey is its favorite activity. It dreams of becoming a great Demon, but this dream is crushed again and again by heartless adventurers. ""Look at those little wings on its back. They're just so cute! Who would believe it to be a Demon?"" Alexia picked up the struggling Deviruchi with her formidable powers, no less expected of the famous mischief maker of Geffen.",10134.0,0
10135,nightmare," Demons born from people's nightmares. Their pairs of eyes forever gazing into the void can look into people's hearts, see their inner fears, and bring them forth in the form of dreams. Legend has it that they are the Mounts of Spirit Knights and can come and go freely across the boundaries of the living and the dead. However, stay away from them if you still want a good night's sleep.",10135.0,0
10136,cramp," Compared to a common Tarou, Cramps have a sturdier body and tougher fur, making them better able to survive in the perilous Clock Tower. When threatened, Cramps will concentrate magic onto the fur on their back, forming sharp spines which they use to attack or defend. This is particularly useful when their opponent lets down their guard, allowing Cramps to gain the upper hand with a surprise attack.""Don't underestimate Cramps just because they're small and cute! That's just asking to be turned into a Muka!"" The Monster Master raps his hand against the blackboard, emphasizing a crucial lesson for his students at the end of term.",10136.0,0
10137,punk," The Punk that inhabits one of the floors of the Clock Tower has a round body and shimmering eyes, but don't be fooled by its cute exterior. Born of dust, these monsters are very cunning and flutter their long ears to appeal to passing humans. Once their ""prey"" lets down their guard, the monster will reveal its savage nature...""I don't want to think about that day again. It was a nightmare. It was as tame as a Pufferfish, then it opened its bloody maw and nearly tore my neck open with its sharp teeth!"" A fearful patient has a hand over his chest as he lies on the hospital bed in the Aldebaran Municipal Hospital.",10137.0,0
10138,bathory," When one thinks of witches, one typically associates them with black cats, magic cauldrons, and flying brooms. However, the Bathories of the Clock Tower are clearly different from the witches of rumor. They don't have black cats or cauldrons, and merely fly around on their brooms all year long in search of fresh blood to nourish themselves. Also, unreliable sources indicate that Bathories are afraid of the dust-born Punks. I wonder why?""Ah... Achoo!"" A Bathory lets out a loud sneeze while riding her broom and wipes at her nose in disgust. That looks a lot like an allergy.",10138.0,0
10139,alarm," Monsters with clock-like appearances tend to be obsessed with time, and Alarms are one of the more meticulous ones. The guards stationed outside the Clock Tower will always hear alarms ringing from within the building at the same time every day. The Alarms wake up on time, hunt on time, eat on time, and even sleep on time. That's right, they're as rigid as the most well-trained soldier and keep time down to the second.""That's... That's horrible... It reminds me of my time in boot camp... Sob..."" The newly-arrived recruit for Clock Tower guard duty covers his face. He looks like he's about to cry.",10139.0,0
10141,clock," Clocks are a slow-moving monster. Its cumbersome frame makes it difficult to actively hunt prey, so it tends to wait for a chance to strike. Unfortunately, long waits can sometimes put Clocks into a dormant state, giving them the appearance of a regular grandfather clock. Once upon a time in Aldebaran, a man mistakenly brought a dormant Clock into his shop, thinking it was an antique he could sell. It took an army of guards to put down the threat.",10141.0,0
10142,clock tower manager," These guardians have been devoutly guarding the iconic building of Aldebaran for a very long time. No one knows where they come from, only that they've existed since the Clock Tower was built. Some fanatical Monster Researchers snuck into the heavily-guarded Clock Tower in an attempt to solve this mystery, but all they found were strange letters etched onto the monster's bodies...""R.B.517D... I don't know what this means but it's written in the language of humans, which means... these Clock Tower Guardians were created by humans!"" says a certain Mech Monster Fanatic.",10142.0,0
10143,ant larva," The infant form of Ants. Completely impossible to see any resemblance to their grown up forms. Very nutritious apparently, with six times as much protein as in beef. Mouthfeel... Ahem. As for its mouthfeel, fellow adventurers with discerning tastebuds, please try for yourselves.",10143.0,0
10144,penomena," ""Penomena tentacles are soft and chewy, and have a texture akin to cartilage when heated, but they contain mucus that has a powerful hallucinogenic effect. Before cooking a Penomena, you must remove the gland from the tip of its tentacles and soak the tentacles in light salt water for some time. Then, place the tentacles in oil to fry at medium heat. Simmer with butter, onions, and white pepper and spread a layer of cheese croutons on top. Place it in an oven to cook for ten minutes and you have yourself a perfect bowl of Penomena Soup with Croutons au Gratin!""—An excerpt from Cook's Strange Foods, by a chef dedicated to the creation of strange and novel dishes.",10144.0,0
10145,soldier skeleton," If you underestimate it just because it looks similar to normal Skels, then you'll be dead meat. Observe closely and you will discover that both their skeletons or their weapons glow with a battle-hardened dark light. Perhaps before they turned into Soldier Skeletons, they had already slaughtered the soldiers of many cities. Now, with dark energy in their possession, they have even less to fear.",10145.0,0
10147,dead plankton," Despite being very similar to Planktons, its vivid purple subtly reveals hints of danger. It has always been an unchanging truth that the more beautiful something is, the greater the lurking danger. They inhabit places thick with Doppelganger aura for long periods of time and have lost their docility.",10147.0,0
10148,dagger-wielding skel pirate," A Skel Pirate equipped with a double-edged dagger. It seems to have had extraordinary skills before its death. They appear to have died many years ago, but the double-edged daggers they wield are still razor-sharp. A friendly reminder from the Mariner Association: If you unfortunately encounter a Dagger-wielding Skel Pirate on a Shipwreck, please be thoroughly prepared for battle. The opponent is a veteran with plenty of battle experience.",10148.0,0
10149,rocker," Those Grasshoppers that pursued music with more power eventually became Rockers. How do the violins in their hands play rock music? Humans can't understand it, but those Rockers have figured it out, displaying their power just by relying on sound waves. However, recently they've heard of an outstanding human bard who can play rock music with his lute. How about discussing music with him?",10149.0,0
10150,sasquatch," A large bear with pure white fur. Docile in nature and does not initiate attacks against humans. Legend has it that they used to inhabit the Arctic in the northwest. Why did they migrate here? The priceless pure white furs of the Sasquatches has attracted many ambitious and greedy rogues, but they usually meet ends that are...",10150.0,0
10151,baphomet jr.," Apart from their mini stature, there is almost no difference in appearance between them and the legendary Baphomet when their holding scythes. Many adventurers have suffered from their powerful attacks. Their appearance had once caused a huge panic—was that infamous demon god Baphomet about to be revived?",10151.0,0
10152,picky (shell)," Dwells together with the Picky in Morroc all year round. Rumor has it that they are the infant forms of the Picky and will shed the Egg Shell on their heads once they reach maturity. The way they move forward and hop is just like the Picky. However, strangely, it seems nobody has ever seen a Picky's Egg. A notice from the Monster Academic Research Society: A bounty for Picky's Eggs are available all year round. We will give the discoverer an academic discovery reward of 100,000 Zeny.",10152.0,0
10154,anubis," A messenger transformed from the soul power left behind in this world by the god of the underworld, Anubis. He has always existed as a guardian in Sphinx Cavern. Legend has it that he guards the entrance to the underworld and is responsible for maintaining the balance between the powers of this world and the underworld. However, there are always some adventurers who chance upon Anubis roaring with laughter during their adventures. What could have tickled them so?",10154.0,0
10155,giant whisper," Legend has it that a Whisper's Cloth is actually the physical materialization of spirit power and is extremely rare. Therefore, the body size of a Giant Whisper is evidence of its great strength. Monster Researcher Bertha pushed up her glasses and remarked, ""If I sew 10 normal-sized Whisper's Cloths together, will I get a Giant Whisper? This is certainly an idea worth testing out!""",,0
10157,skeleton general," The strongest warrior amongst Skeletons. Its status is evident from the superior equipment it wields. Evil skeleton creatures do not have crafting abilities. So where did their equipment come from? Currently, no remains of any civilization have been found to bear resemblance to their equipment. The Monster Academic Research Society is in the midst of a new round of research and exploration. Should any relevant lead be found, please contact them immediately.",10157.0,0
10158,orc baby," A baby orc. Its adorable features betray no hint of its future appearance. Of course, if you are accidentally bitten by it, you'll learn that the first signs of its combat ability are already showing. Remember to visit Doctor Wallace for some medication.",10158.0,0
10159,rotar zairo," A Goblin which battles by controlling some strange flying machine. It is a type of highly intelligent Goblin and has learned to control this flying machine known as a helicopter in an extremely short time. Legend has it that it was designed and crafted by the Goblin Leader. Whether the Goblin Leader possesses an intelligence surpassing humans remains to be proven. However, at least there is evidence that Rotar Zairo already has the ability to learn high-tech skills.",10159.0,0
10163,wind ghost," A Wizard obsessed with studying magic before his death. He was unfortunately struck by lightning and became a Necromancer with the help of his last obsession for magic. Being a master of wind magic, he infused the power of the wind into his staff, so he can raise a storm by simply holding it up. A notice from the Monster Academic Research Society: Adventurers are advised to remove all valuables before engaging in battle with Wind Ghosts to avoid them being blown away.",10163.0,0
10164,wraith," An Undead monster which perished due to starvation. The longing for food when it was alive manifested into an insatiable gaping mouth under its Manteau. However, what it wants to devour at present is no longer food, but the souls of the living. Don't approach it unless you wish to become a fulfilling meal for it.",10164.0,0
10165,sd colossal titan," A large bear with pure white fur. Docile in nature and does not initiate attacks against humans. Legend has it that they used to inhabit the Arctic in the northwest. Why did they migrate here? The priceless pure white furs of the Sasquatches has attracted many ambitious and greedy rogues, but they usually meet ends that are...",83000.0,0
10166,carat," A clown troupe performing at a noble banquet in Glast Heim were transformed into monsters cursed with eternal smiles after being overcome with dark energy. Roaming the ruins of the ancient city day and night, perhaps their collective memory as a family of clowns runs too deeply, because although they have lost their souls and consciousness, they still practice juggling every day. It seems that they one day hope to stand before an audience, awaiting a wave of cheers.""If you look at them from afar, they look just like Amusement Park balloons. Who can tell that they're vicious monsters?"" exclaimed Morts, who had personally been chased by the clowns.",10166.0,0
10167,injustice," Once a great power of the world, Glast Heim was not lenient when dealing with prisoners of war and criminals. Captured envoys were sentenced to death, and had their bodies pierced with steel nails. The torture they suffered in prison transformed into the bloody tears you see flowing from their eyes. If they set their sights on you, rest assured that it is not in jest, for the accumulated resentment of a hundred years shall soon fall heavily upon your head.",10167.0,0
10168,raydric," As the only soldiers of the Chivalry whose bodies have disappeared completely, they lurk at the entrance of the Chivalry's base all day long, running tirelessly in place, as if staying forever trapped in a long-forgotten moment. Their reddish armor and helmets hint at the heroic swordsmen they were many years ago, but now they are merely undead soldiers who wave about their weapons blindly.",10168.0,0
10170,raydric archer," As the empire's former iron bastion, although this group of expert archers' physical bodies have already withered away, their souls still remain in the endless dark of the abyss, seeking a way to continue battle. They have never laid down their bows and arrows, and they search everywhere for their next target. Legend has it that they never miss their target, and none who enter the range of their arrows have any hope of escape.""Even if the Raydric Archers come to fight us, when it comes to archery, the Euin Family will not lose,"" says Sun Euin proudly.",10170.0,0
10171,majoruros," Majoruros brandishes the large hammer in its hand, roaring with rage at every invader who dares disrupt his peace and quiet. Although it has sharp horns akin to those of a bull, it is more accustomed to wielding the extremely heavy hammer it carries in battle. After all, in legend, it is said to be the king of a nation of minotaurs, so it has some consciousness from its half-human blood—at the very least, it must learn to use tools.""Look at that steer! It seems I've already found inspiration for a new recipe—braised Majoruros! Sounds like it'll be just as delicious as braised Lunatic head!"" The cooking merchant Novia excitedly pointed at the Majoruros in the photo as her eyes lit up with anticipation.",10171.0,0
10172,zombie prisoner," In the long-abandoned Glast Heim Prison roams what is said to be the strongest Zombies of all time. After all, in life, these Zombies were warriors who weathered great bloodshed. Despite being unfortunately captured, their martial prowess is nothing to snuff at, and though their legs are shackled, a murderous air can still be felt seeping from behind their iron masks.""Zombies and whatnot are so cool! Especially those Zombies wearing the iron masks. Just thinking about it gets me excited!"" The headgear merchant Rosha waved her hands about enthusiastically.",10172.0,0
10173,brilight," It is similar in appearance to a common Stainer except for its soft purple forewings. The Monster Researchers believe this change happened so that it can adapt to the dim environment of the Clock Tower. Its appearance is not the only thing that changed, however, as it has different habits and stronger attacks compared to the red Stainers. Be careful.""To better adapt to life in the perilous Clock Tower, these Brilight are even showing signs of shifting towards carnivorous tendencies. They're remarkable survivors!"" Monster Researcher Bertha is rapidly jotting down notes of her observations.",10173.0,0
10175,joker," If I have to name a monster that is the epitome of a gambler, it would be the Joker. Even in death, it remains bound to the Joker card. Once it spots you, there's no escaping without playing a game or two with it. Of course, you always have the choice of winning a gamble or winning in battle.""An obsession born from a gamble can only end in a gamble."" A flash of steel arcs across the air. The armored adventurer lightly brushes shredded cards from his shoulder before he turns to walk away.",10175.0,0
10179,sageworm," As the oldest group of insect monsters, they have their own pride. No matter how you put it, they are elders filled with wisdom who serve as positive role models for young children. Their stooped backs give off a scholarly style even in the sewers—after all, there is no other group of monsters in the entire continent who both carry books and wear Scholar Hats, is there?""Perhaps their wisdom has already reached a point where they can communicate with humans. If we could hold the first-ever Monster-Human Academic Exchange Conference, they would certainly be the first guests to be invited."" Monster Researcher Bertha carefully observed the Sageworm photo for a moment before lowering her head and swiftly writing in her notes.",10179.0,0
10180,dark frame," Just who was it who sealed Dark Frame in the world within the mirror? Even it doesn't remember; all it remembers is that it spent great effort trying to break free of the mirror world, but sadly, it was fettered by a new dark force halfway through the implementation of its plan. And from that moment onward, it became a strange monster that bears the burden of the world within the mirror. It is still searching for a way out, and it's said that recently, it's trying to use a scapegoat method to draw a targeted adventurer into the mirror and replace itself.""Hm... Does this so-called mirror world actually exist? Just what kind of energy does it contain? Seems worthy of investigating..."" The armor merchant Dael is seeking inspiration from monsters to design new armor.",10180.0,0
10182,sting," Perhaps it is because they have been entangled in the swamps for too long that the vengeful spirits of the nobility floating around Glast Heim finally coalesced into this elegant and noble appearance. Never without their gentlemanly white gloves, they invite passersby to dance with them. Of course, even if one is attending a dance in the sewers, they must still don their distinct bow ties—how else would they display their status as Sting nobility?""Ugh, what's with that sticky hand? I can't handle this sort of thing. It's just like the Ghouls under Geffen! That Payon Munak boy is still the cutest!"" Eudora took several steps backward as she looked at the Sting off in the distance.",10182.0,0
10184,khalitzburg," Who could have imagined that in the glorious past, this now limping group of steel-clad Skels were the beautiful lady knights of the Khalitzburg Chivalry, which were quite popular in Glast Heim. However, at this moment, they are shrouded in endless darkness and an aura of rage, leaving behind naught but soulless, empty shells brandishing their blades, turning them into monsters emitting evil auras in the ruins.""I'm so curious what the ladies of the Khalitzburg looked like..."" Eudora, who is only interested in Doppelgangers, couldn't help but let out a sigh as she read ""A Comprehensive Guide to Doppelgangers.""",10184.0,0
10185,zherlthsh," Although the Zherlthsh roaming the Glast Heim Churchyard is famed for her glamor, just one look at the bloodstained whip in her hands tells you that this rose's thorns are razor sharp. If one wants to approach her, they may have to offer her their heart. Don't be fooled by her enchanting walk, which makes her look like the top model in Midgard, for she won't be even the least bit gentle when she brandishes her whip.Reminder from the Glast Heim Ruins Conservation Association: A dangerous enchantress has appeared in the Glast Heim Churchyard. Beware of this beauty's traps, and be careful, adventurers!",10185.0,0
10187,skeleton prisoner," A civilization's prosperity is always accompanied by countless bones and sacrifices—though of course, if one is lucky, they'll become a prisoner of war thrown into a dark jail. However, Glast Heim's prisoners never imagined that the shackles on their wrists and ankles would give them an opportunity for immortality. After endless slavery and torture, these prisoners of war clad in striped prison uniforms were corrupted by a dark aura, becoming Skeleton Prisoners that would roam the Glast Heim Prison until the end of days, waiting for the next adventurer to pass by.",10187.0,0
10190,rybio," With one hand wielding a hook and the other wielding a sharp magic saw, Rybio has appeared near the Glast Heim Churchyard for many years. It seems to have never removed the unique hood covering its head, leading to curious adventurers often trying to steal it. However, not one of them has ever succeeded, and numerous people have been even been reduced to ghosts beneath Rybio's saw blade.""I'm less interested in Rybio's weapons than its hood. If anyone can grab me that hood, I'll give them a limited-edition entrance ticket to visit my most prized collection."" Material Merchant Sampson carefully evaluated everything on Rybio's person before making this judgment.",10190.0,0
10192,phendark," Phendarks with absolute power are the last barrier to the Clock Tower. Over the years, a number of adventurers have attempted to explore deep into the Clock Tower to find out what’s going on, but almost no one has been able to break their iron-clad defenses. Only curious Monster Researchers can take a keen interest in their true appearance under the mask. “Look! There’s a strange mark on the brow of that mask! I speculate that this is probably some kind of power-suppressing spell! In other words, if the mask can be removed, these Phendarks will become even more powerful!” A Monster Researcher holding binoculars hides in the distance, his tone revealing an uncontainable excitement.",10192.0,0
10193,wanderer," Battle is their entire reason for being. In the pursuit of the highest realm of combat, in life, they scoured the land in search of worthy adversaries to duel. After they lost to the commander of the White Knights, they remained in Glast Heim, where they devoted themselves to their training and prepared to face their former opponent once more. Little did they know that when Glast Heim underwent its massive change, they would be reduced to Wanderers, destined to wield their swords forever.""Just look at this exotic attire! If he hadn't been changed into an evil monster, surely he would be as handsome as Master Halmod himself!"" Enchantment Merchant Stella shook her head with regret as she gazed at the Wanderer's figure in the distance.",10193.0,0
10194,abysmal knight," Once the world-renowned White Knights of Glast Heim, they have now become the sinister witnesses to the haunted city of Glast Heim, gazing into the abyss of death and emerging from people's nightmares. These warriors, driven mad by bloodlust, still carry the banner of the Kingdom of Glast Heim, and all that remains on their once-handsome faces are their ferocious, bloody maws and six terrifying eyes. Though they were once clad with suits of armor, these knights are now demonic spirits covered in ghoulish scales.""The Abysmal Knight and his warhorse can be said to have a profound friendship. I too will never give up on my Cocoa!"" After hearing the legend of the Abysmal Knight, Young pet his own Pecopeco mount with a sparkle of determination in his eyes.",10194.0,0
10195,bloody knight," If it is not for the bloody stench of their breath that can be smelled coming from their faces when near them, they would look like large statues with teeth and claws. They move slowly and almost motionlessly. However, their spiked shields and sharp swords will mercilessly pierce the chest of any enemy who approaches.""I don't want to fight like those monsters. They're just Orc Warriors wearing top-notch armor."" Weapon Merchant Anderson held his own new weapon tightly, afraid of scraping the newly-made hilt.",10195.0,0
10196,aster," Lurking in the coral reef in the shallow sea, they hide themselves among the bright colors of coral, waiting for a chance to seize a passing fish. Their bodies are decorated with pupil-shaped patterns, which shine ominously at night. For some reason, they follow the orders of Mermen under certain circumstances.",10196.0,0
10197,crab," When the worn claws have too many ages to swim in the underwater torrents, even a Vadon would long for some peaceful years in the old age. Look at all the peace here, Comodo is obviously a perfect place. The moist and salty sea breeze flutters the grey tentacles, and the warm currents bring algae to the rotten teeth. As for predators...?  ""Pew! Pew pew, pew pew! (Hmph, you crippled bird is never going to catch this crab moving sideways!)"" Crab waves the claws in complacence and looks at the Ragglers jumping on the distant beach, spitting lots of bubbles.",10197.0,0
10198,sea otter," These monsters should be living in the seas, but gradually moved to the dry deserts. In adaptation to lives on the land, they hide the big tails used to push water by squeezing them into seashells. The shells they carry now serve as important tools by cutting the tough skins of desert plants, providing the key method of water supply. ""Look! The Sea Otters have started their shell maintenance! Polish them on the rocks, rinse them in plant juice, and rub them with fish oil to prevent oxidation..."" Naughty children hide behind the bushes, quickly writing on something with ""Monster Observation Diary"" on the cover. Oh, it seems that the due date of winter vacation assignment is not far away.",10198.0,0
10199,raggler," Unable to fly due to short wings, and born crippled because of a certain genetic disease, they seem to devote their lives to returning to the sky, even imitating humans. Even equipped with special goggles made for human pilots, they can only stand on the tip of toe, and jump to draw near the sky in their dreams. ""Their crippled bodies do not stop their hearts from soaring."" A famous adventurer commented when arriving here.",10199.0,0
10200,anolian," Monsters with their own society, where clear hierarchy and divided tasks are established. They are capable of quick learning and utilizing tools, and love to settle beside water, where their resilient body brings an advantage in speedy food acquirement. Due to the similar living habits, however, they are often engaged in territory clashes with Alligators, monsters also inhabiting Zenhai Marsh, and really have a beef with them.",10200.0,0
10201,stem worm," Branches on the back are there toabsorb sunshine, enabling them to spend a whole day in the sun without moving. Surprisingly, a Stem Worm also feeds on organisms, and hunts for insects to keep itself in function, when not getting enough sunshine for a while. As a result, the debate about their identity as animals or plants never stops.",10201.0,0
10202,thara frog," Different from Roda Frogs, who love to bathe in the sea, Thara Frogs prefer exposing themselves to the air, and control the skin moisture by producing mucus. The bright color signals the lethal poison they have, not from poison glands, but from the food they intake. Thara Frogs are said to have special digestive systems, which separate and discharge the poisonous substances, while absorbing only the safe components.",10202.0,0
10203,galapago," Unusual penguins living in the sand, with habits more similar to Martins instead of birds. With stout bodies, they are unexpectedly agile and hard to catch. Also, they are natural alcohol lovers, making trouble for local residents to get a drink or two. Words have that they would hide beside local bars, follow the customers and steal their clothes, so that the beers are handed out... ""Eh... Eh?! That's all! I promise, that's all! You've got all my beers! At least leave my trousers!"" Screams of a young man echo on the beach at night, and are washed away by the waves...",10203.0,0
10204,pest," Pest is the name, and the pupil-shaped organ is actually their mouthparts, while their eyes have long been out of function due to all the time spent underground. To compensate for the lost sight, many of their nerves are transferred to the skin, thus the extreme sensitivity to vibration and temperature fluctuation. Legends have that, the flexible skin of Pests once served as the main material ofstrings for bards. ""...And then? Later, people found that sheep intestines boast more suitable length, and the string-making skills using Pest skin are gradually lost. If you have something with Pest skin strings, you're gonna be rich."" The bard with a grey beard cleared his pipe, exhaling gently an elegant smoke ring.",10204.0,0
10205,tri joint," Bug-like monsters with hard shells on their back, multiple feet and no wings. With their palates sticking out like horns, they hunt and intimidate enemies. The lifetime of an individual is short, but the species has been around for a long time, being the proud witness of centuries of changes here on Comodo.",10205.0,0
10206,rogue," A gang wandering beside the residence of Euphonic Symphony, whose main task is robbing, targeting no one but dancers and bards inside the residence. They always shoot and run, and never stay for long - typical bastards. Members abide by a strict dressing code, where everyone dyes their hair red, steps on clogs, and wears golden chains with shorts. More importantly, clothes can never be worn before torn, so their wild nature is displayed.",10206.0,0
10207,nereid," With slim bodies, smooth skins, short limbs and strong muscles, they move extremely fast. Poison Glands hide inside the mouth, with which they inject poison into preys with teeth and numb them. Nereid makes great medicine, so the island residents have been trying to cultivate them for more financial benefits.",10207.0,0
10208,alligator," Monsters living in groups in the northeastern part of Zenhai Marsh, gathering near ponds and streams, and skillfully hiding in streams during hunting. Despite the ferocious appearance, they actually rarely start a fight. When revealing their claws and teeth, they are basically bluffing, except for encounters with Alligators also residing at Zenhai Marsh. The two clans are always fighting over territory issues and on really bad terms.",10208.0,0
10209,megalith," Ancient, mysterious monsters spending most of their lives in slumber. They live on the ample magic in the cave of Comodo, and rarely require any food. Just like annual rings, the totems on their bodies grow with age. Older the Megalith, more complex the pattern. Thanks to the trait, they are historians' favorite monsters, and are said to have finally confirmed the era where the Dragon War on Comodo was waged.",10209.0,0
