id,name,description,group_id,is_damage_skill,max_level,type,cooldown,job,res_id,cost,is_mount_combat,is_show_skill_tree,fixed_cooldown,combo,range,require_mount_combat,pet_skill_type,is_pet_skill_can_use_when_master_die,pet_skill_element,suit_skills_or_not
1212003,Psalm,"Grants <color=#44afee>Kyrie Eleison</color> to all party members (skill’s shield effect cannot be stacked but is given priority before other skills). <color=#44afee>Kyrie Eleison</color> resists up to <color=#44afee>%s</color> attacks for <color=#44afee>10</color> sec. Once the amount of damage resisted exceeds <color=#44afee>%s%%</color> of the grantees Max HP, the shield will disappear.",0,0,10,1,13000.0,1212,1212003,60.0,0,1,24000.0,-9999,-9999,0,1,0,0,0
1212004,Divine Light,"Obtains the gift of the Holy Spirit and comprehends the mastery of the Holy attribute. Increases the Holy damage you deal to Earth, Fire, Water, and Wind attributes by <color=#44afee>%s%%</color>.",0,0,10,3,,1212,1212004,,0,1,,-9999,-9999,0,1,0,0,0
1212005,Sacrament,Adds <color=#44afee>Sacrament</color> to Offered blessing. Also decreases the fixed channeling time of party members by <color=#44afee>%s</color> seconds and fixed cooldown by <color=#44afee>%s</color> seconds.,0,0,10,3,,1212,1212005,,0,1,,-9999,-9999,0,1,0,0,0
1212006,Hymn,"Deals Holy magic damage equal to <color=#44afee>%s%%</color> of M.ATK by using powerful divine light to an enemy unit and inflicts <color=#44afee>Reversed Bloodflow</color> on the target. While under the effect of <color=#44afee>Reversed Bloodflow</color>, all healing and lifesteal received by the enemy has no effect (has no effect on bosses) and <color=#44afee>%s%%</color> of the healing and lifesteal received will be converted into Neutral magic damage for <color=#44afee>4</color> seconds.",0,1,10,1,13000.0,1212,1212006,20.0,0,1,12000.0,-9999,-9999,0,1,0,0,0
1212007,Binding Light,"Links all enemy units within 4 meters together with Holy Light, dealing Holy magic damage equal to <color=#44afee>%s%%</color> of M.ATK and slowing them by <color=#44afee>50%%</color>. Enemies who are still within <color=#44afee>6</color> meters and linked by Holy Light after 3 seconds will receive Holy magic damage equal to <color=#44afee>%s%%</color> of M.ATK and will be immobilized for <color=#44afee>%s</color> seconds. Channeling ends if there are no enemy units to link within range. Costs 1 <color=#44afee>Blue Gemstone</color> to use.",0,1,10,1,13000.0,1212,1212007,40.0,0,1,12000.0,-9999,4.0,0,1,0,0,0
1212008,Oratio,"Upon dealing Holy damage to enemies, gains the effect of <color=#44afee>Prayer</color>, increasing Holy Enhancement by <color=#44afee>%s%%</color> for <color=#44afee>5</color> seconds. This effect can only be triggered once every <color=#44afee>25</color> seconds.",0,0,10,3,,1212,1212008,,0,1,24000.0,-9999,-9999,0,1,0,0,0
1212009,Admonishing,"Upon dealing Holy damage to enemies, inflicts the effect of <color=#44afee>Exhort</color> on them. While under the effect of <color=#44afee>Exhort</color>, target's P.ATK and M.ATK decrease by <color=#44afee>%s%%</color> for <color=#44afee>5</color> seconds. (Has no effect on bosses. This effect can be reduced by Weapon Breakage Resistance.) This effect can only be triggered once every <color=#44afee>25</color> seconds.",0,0,10,3,,1212,1212009,,0,1,24000.0,-9999,-9999,0,1,0,0,0
1212010,Duple Light,"Summons two rays of divine light around oneself and deals <color=#44afee>%s%%</color> Holy damage of a type that matches their own to enemies within 3 meters every second. When dealing damage to the same target, damage increases by <color=#44afee>5%%</color> each time. Lasts <color=#44afee>12</color> seconds.",0,1,10,1,,1212,1212010,20.0,0,1,24000.0,-9999,3.0,0,1,0,0,0
1212011,Holy Spirit Protection,"Grants the protection of a Holy Spirit and increases Movement Speed in battle by <color=#44afee>%s</color>. When your HP decreases to <color=#44afee>50%%</color>, gain Holy Spirit Protection. While under the effect of Holy Spirit Protection, each time you take damage, you will recover HP equal to <color=#44afee>%s%%</color> of the damage at the same time. Lasts <color=#44afee>6</color> seconds. This effect can only be triggered once every <color=#44afee>24</color> seconds.",0,0,10,3,,1212,1212011,,0,1,,-9999,-9999,0,1,0,0,0
1212012,Ascalon,"Your next normal attack within 12 seconds inflicts an <color=#44afee>Ascalon Mark</color> on the target. This <color=#44afee>mark</color> lasts for 4 seconds, during which time it will record the normal attack damage you deal to the target. When the <color=#44afee>Ascalon Mark</color> duration ends, a Holy Spirit will be summoned to deal True damage (equal to <color=#44afee>%s%%</color>*<color=#44afee>recorded damage</color>) to the target using her sword. The true damage of this skill will be subject to PVP damage modifiers when it takes effect on players in PVP mode.",0,0,10,1,,1212,1212012,20.0,0,1,12000.0,-9999,-9999,0,1,0,0,0
1212013,Holy Hammer,"Grants Rule of Order upon dealing a crit with a mace, increasing Crit Damage Bonus by <color=#44afee>%s%%</color> for <color=#44afee>3</color> secs. Can be stacked up to <color=#44afee>4</color> times, after which cooldown for [Sacred Hammer] and [Holy Light Strike] is reduced by <color=#44afee>0.25</color>sec for every crit dealt.",0,0,10,3,,1212,1212013,,0,1,,-9999,-9999,0,1,0,0,0
1220001,Iron Fist,"When using glove type weapons, Physical Attack has an additional increase of (<color=#44afee>%s</color> + (Agility)*<color=#44afee>%s%%</color>).",0,0,10,3,,1220,1220001,,0,1,,-9999,-9999,0,1,0,0,0
1220002,Call Spirits,"Every <color=#44afee>%s</color>s, spirit is gathered into 1 Spirit Sphere that circles you, with each Spirit Sphere increasing your Physical Attack by Agility*<color=#44afee>%s%%</color> points for a max of <color=#44afee>5</color> Spheres. (Other skills increase the Spirit Spheres limit to 20.)",0,0,10,3,,1220,1220002,,0,1,13000.0,-9999,-9999,0,1,0,0,0
1220003,Excruciating Palm,"Plunges the enemy into a desolate situation, dealing weapon attribute Physical Damage to an enemy unit within <color=#44afee>3</color> meters that is equal to Physical Attack*<color=#44afee>%s%%</color>. Other targets within range are knocked back to a position <color=#44afee>7</color> meters away from the target, and the knocked back targets are stunned for <color=#44afee>2</color>s.",0,1,10,1,6000.0,1220,1220003,10.0,0,1,4000.0,-9999,-9999,0,1,0,0,0
1220004,Zen,"Gather a large amount of spirits to form Spirit Spheres that circle you, increasing the max number of Spirit Spheres you can carry (up to 5 Spirit Spheres at a time). The number of Spirit Spheres generated from Zen and Call Spirits are the same, and after learning Zen, each Spirit Sphere can increase the caster's Physical Attack by an additional Agility*<color=#44afee>%s%%</color> points.",0,0,10,1,,1220,1220004,20.0,0,1,12000.0,-9999,-9999,0,1,0,0,0
1220005,Critical Explosion,"Explodes all Spirit Spheres, entering the Critical Explosion state. Every Spirit Sphere used in Critical Explosion increases Physical Attack by an additional <color=#44afee>%s%%</color>. Critical Explosion lasts <color=#44afee>10</color>s.",0,0,10,1,,1220,1220005,0.0,0,1,10000.0,-9999,-9999,0,1,0,0,0
1220006,Triple Attack,"When heavy knuckles are equipped, normal attacks have a <color=#44afee>20%%</color> chance to trigger Triple Attack, dealing <color=#44afee>3</color> attacks to the enemy, with each attack dealing weapon attribute Physical Damage equal to Physical Attack*<color=#44afee>%s%%</color>. This skill can trigger Crits. The triggered Triple Attack is considered a normal attack, and Attack Speed is affected by Attack Speed bonuses.",0,0,10,3,,1220,1220006,0.0,0,1,,-9999,-9999,0,1,0,0,0
1220007,Raging Quadruple Blow,"Quickly attack the enemy unit <color=#44afee>4</color> times, with each attacking dealing weapon attribute Physical Damage equal to Physical Attack*<color=#44afee>%s%%</color>. Must be cast within <color=#44afee>3</color>s of Triple Attack. When Raging Quadruple Blow is placed in the automatic skills bar, triggering Triple Attack automatically triggers Raging Quadruple Blow. This skill can trigger Crits. Can only be used when heavy knuckles are equipped. This skill does not use up SP.",0,1,10,1,,1220,1220007,0.0,0,1,,-9999,-9999,0,1,0,0,0
1220008,Combo Finish,"A swift strike to the enemy unit deals weapon attribute Physical Damage equal to Physical Attack*<color=#44afee>%s%%</color>. Must be cast within <color=#44afee>3</color>s of Raging Quadruple Blow. When casting, it uses up Spirit Sphere*<color=#44afee>1</color>. When Combo Finish is placed in the automatic skills bar, triggering Triple Attack automatically triggers Raging Quadruple Blow and Combo Finish. This skill can trigger Crits. Can only be used when heavy knuckles are equipped.",0,1,10,1,,1220,1220008,10.0,0,1,,-9999,-9999,0,1,0,0,0
1220009,Torrential Rain,"When heavy knuckles are equipped, the Monk's Attack Speed is increased by <color=#44afee>%s%%</color>, with every <color=#44afee>%s%%</color> Final Attack Speed (including Final Attack Speed converted from Attack Speed) increasing the trigger rate of Triple Attack by <color=#44afee>8%%</color>, up to a max of <color=#44afee>100%%</color>. When it is increased to <color=#44afee>100%%</color>, normal attacks are replaced by Triple Attacks.",0,0,10,3,,1220,1220009,,0,1,,-9999,-9999,0,1,0,0,0
1220010,Investigate,"Use inner strength to hit the Spirit Sphere into enemy target bodies, dealing weapon attribute Physical Damage <color=#44afee>2</color> times that is equal to Physical Attack*<color=#44afee>%s%%</color>. Every <color=#44afee>%s</color> points of Physical Defense the target has increases the damage of this skill by <color=#44afee>1%%</color>, for a max of <color=#44afee>3000%%</color>. Uses Spirit Sphere*<color=#44afee>1</color>. Can only be used when light knuckles are equipped.",0,1,10,1,1000.0,1220,1220010,10.0,0,1,4000.0,-9999,-9999,0,1,0,0,0
1220011,Ki Wave,"Fires a spirit wave at the target, dealing weapon attribute Physical Damage to the target within an area of <color=#44afee>3</color> meters <color=#44afee>3</color> times that is equal to Physical Attack*<color=#44afee>%s%%</color>. Uses Spirit Sphere *<color=#44afee>1</color>. Can only be used when light knuckles are equipped.",0,1,10,1,6000.0,1220,1220011,10.0,0,1,4000.0,-9999,-9999,0,1,0,0,0
1220012,Finger Offensive,"After casting, Spirit Spheres are sent out from a distance to attack an enemy unit. Each Spirit Sphere deals weapon attribute Physical Damage that is equal to Physical Attack*<color=#44afee>%s%%</color>. This this skill is used, up to <color=#44afee>2</color> Spirits Spheres are used in a normal state, and a max of <color=#44afee>4</color> in the Critical Explosion state. Can only be used when light knuckles are equipped. (Cannot be used when you have no Spirit Spheres.)",0,1,10,1,,1220,1220012,10.0,0,1,,-9999,-9999,0,1,0,0,0
1220013,Spirit Sphere Attack,"When light knuckles are equipped, normal attacks are no longer melee punches, but transformed into shooting Spirit Spheres at the target, dealing weapon attribute Physical Damage <color=#44afee>2</color> times that is equal to the total Physical Attack*<color=#44afee>%s%%</color>. Normal attack range increases to <color=#44afee>%s</color> meters, and the attack ranges of Investigate, Spirit Wave, Finger Offensive, Blade Stop, Power Velocity, Tiger Cannon, Earth Shaker, Ride in Lightening increase to <color=#44afee>%s</color> meters.",0,0,10,3,,1220,1220013,,0,1,,-9999,-9999,0,1,0,0,0
1220014,Triple Attack,"When heavy knuckles are equipped, normal attacks have a <color=#44afee>20%%</color> chance to trigger Triple Attack, dealing <color=#44afee>3</color> attacks to the enemy, with each attack dealing weapon attribute Physical Damage equal to Physical Attack*<color=#44afee>%s%%</color>. This skill can trigger Crits. The triggered Triple Attack is considered a normal attack, and Attack Speed is affected by Attack Speed bonuses.",0,1,10,2,1500.0,1220,1220006,,0,1,,0.0,-9999,0,1,0,0,0
1220015,Raging Quadruple Blow,快速对敌方单体进行<color=#44afee>4</color>次攻击，造成物理攻击*<color=#44afee>%s%%</color>的武器属性物理伤害。该技能可触发暴击。只有装备重型拳套时才可使用。该技能不消耗sp。,0,1,10,1,,1220,1220007,,0,1,,-9999,-9999,0,1,0,0,0
1220016,Combo Finish,迅猛一击，对敌方单体造成物理攻击*<color=#44afee>%s%%</color>的武器属性物理伤害。该技能可触发暴击。只有装备重型拳套时才可使用。,0,1,10,1,,1220,1220008,,0,1,,-9999,-9999,0,1,0,0,0
1221001,Spirits Recovery,"Rest in place, recovering SP that is <color=#44afee>%s%%</color>*Spirits Recovery times every 0.5s. Only this skill can recover SP under the effect of Asura's prohibition. ",0,0,10,1,,1221,1221001,0.0,0,1,4000.0,-9999,-9999,0,1,0,0,0
1221002,Body Relocation,"The Monk quickly moves <color=#44afee>8</color> meters forward, dealing (P.ATK ×<color=#44afee>%s%%</color>) physical damage of your weapon's attribute to enemy units within <color=#44afee>4</color> meters at the end of the move, and meanwhile increasing MSPD by <color=#44afee>20%%</color> for <color=#44afee>6</color> seconds. Additionally increases MSPD by <color=#44afee>10%%</color> for every target hit, up to <color=#44afee>80%%</color>. The Snap does not consume Spirit Sphere in Fury status, but consumes [Spirit Sphere] ×<color=#44afee>1</color> in normal status.",0,1,10,1,,1221,1221002,30.0,0,1,6000.0,-9999,-9999,0,1,0,0,0
1221003,Palm Push Strike,"Strike a powerful blow at the enemy, dealing weapon attribute Physical Damage to enemy units that is equal to Physical Attack*<color=#44afee>%s%%</color>, and knocking back enemies <color=#44afee>4</color> meters. Can only be used in the Critical Explosion state.",0,1,10,1,,1221,1221003,30.0,0,1,7000.0,-9999,-9999,0,1,0,0,0
1221004,Gentle Touch - Energy Gain,"Use a special Gentle Touch technique to increase the Force Field conversion speed to the limit. When attacking, there is a <color=#44afee>35%%</color> chance to generate <color=#44afee>1</color> Spirit Sphere, and this can be triggered a max of once every <color=#44afee>%s</color>s.",0,0,10,3,,1221,1221004,,0,1,,-9999,-9999,0,1,0,0,0
1221005,Asura Strike,"After casting, you appear in front of the enemy unit in a flash, Immobilizing the enemy for <color=#44afee>1</color>s and dealing weapon attribute Physical Damage that is equal to Physical Attack <color=#44afee>%s%%</color>. (Every <color=#44afee>10</color> points of Strength increases weapon attribute damage by an additional <color=#44afee>1%%</color>.) <color=#44afee>50%%</color> Final Physical Damage Reduction, <color=#44afee>30%%</color> Final Damage Reduction, and for every <color=#44afee>1%%</color> of your SP, you deal additional weapon attribute Physical Damage that is equal to <color=#44afee>5%%</color> of Physical Attack. This skill can Crit, but can only be triggered in the Critical Explosion state. After casting, you cannot recover your SP by any other effects than Spirit Recovery. This lasts for <color=#44afee>%s</color>s. The number of Spirit Spheres used is based on the difference skills. Direct casting uses 5 Spirit Spheres, Combo Finish uses 4, Tiger Knuckle Fist uses 3, and Chain Crush Combo uses 1.",0,1,10,1,,1221,1221005,0.0,0,1,13000.0,-9999,-9999,0,1,0,0,0
1221006,Tiger Knuckle Fist,"Attack the enemy unit <color=#44afee>4</color> times, each time dealing weapon attribute Physical Damage that is <color=#44afee>%s%%</color> of Physical Attack, with a <color=#44afee>%s%%</color> chance to Immobilize the enemy for <color=#44afee>2</color>s. Must be cast within <color=#44afee>3</color>s of Combo Finish, using up Spirit Sphere*<color=#44afee>1</color>. When Tiger Knuckle Fist is placed in the automatic skills bar, casting Triple Attack automatically triggers Raging Quadruple Blow, Combo Finish, and Tiger Knuckle Fist. This skill can trigger Crits. Can only be used when heavy knuckles are equipped.",0,1,10,1,,1221,1221006,15.0,0,1,4000.0,-9999,-9999,0,1,0,0,0
1221007,Chain Crush Combo,"Deals weapon attribute Physical Damage that is <color=#44afee>%s%%</color> of Physical Attack to enemy units, and enemies that take damage enter the Crush state, during which the damage dealt by you is increased by <color=#44afee>%s%%</color> for <color=#44afee>3</color>s. Must be cast within <color=#44afee>3</color> seconds of Combo Finish or Tiger Knuckle Fist. Chain Crush Combo uses Spirit Sphere*<color=#44afee>1</color>. When Chain Crush Combo is placed in the automatic skills bar, casting Triple Attack automatically triggers Raging Quadruple Blow, Combo Finish, Tiger Knuckle Fist, and Chain Crush Combo. This skill can trigger Crits. Can only be used when heavy knuckles are equipped.",0,1,10,1,,1221,1221007,15.0,0,1,4000.0,-9999,-9999,0,1,0,0,0
1221008,Flash Combo,"When heavy knuckles are equipped, every <color=#44afee>%s%%</color> of Final Attack Speed (including Final Attack Speed converted from Attack Speed) reduces the attack time of Raging Quadruple Blow, Tiger Knuckle Fist, Dragon Combo, and Gate of Hell by <color=#44afee>5%%</color>. The reduction limit is <color=#44afee>75%%</color>.",0,0,10,3,,1221,1221008,,0,1,,-9999,-9999,0,1,0,0,0
1221009,Blade Stop,"After casting, your Spirit Spheres are combined into a huge sword, which is launched to pierce enemies, dealing weapon attribute Physical Damage to all enemies in its path that is equal to Physical Attack*(<color=#44afee>%s%%</color> + number of Spirit Spheres used*<color=#44afee>100%%</color>). Every <color=#44afee>%s</color> points of Physical Defense that the target has increases the damage of this skill by <color=#44afee>1%%</color>, for a max of <color=#44afee>1000%%</color>. This skill uses a max of Spirit Sphere*<color=#44afee>2</color> when cast in the normal state, and a uses max of Spirit Sphere*<color=#44afee>4</color> in the Critical Explosion state. Can only be used when light knuckles are equipped.",0,1,10,1,,1221,1221009,15.0,0,1,,-9999,-9999,0,1,0,0,0
1221010,Power Velocity,"Deals weapon attribute Physical Damage to the target that is equal to Physical Attack*<color=#44afee>%s%%</color>, and injecting Inner Strength into the target's body that lasts for <color=#44afee>%s</color>s, during which every time the target takes damage from you, it triggers Inner Strength, and takes an additional weapon attribute Physical Damage that is equal to (<color=#44afee>30%%</color>*castor's Physical Attack). When True Spirit is injected into the target, you have a <color=#44afee>%s%%</color> chance of obtaining <color=#44afee>1</color> Spirit Sphere when dealing damage. This lasts <color=#44afee>7</color>s. Can only be used when light knuckles are equipped.",0,1,10,1,3000.0,1221,1221010,45.0,0,1,20000.0,-9999,-9999,0,1,0,0,0
1221011,Spirit Sphere Blaster,"Explode Spirit Spheres, dealing weapon attribute Physical Damage to all enemies within <color=#44afee>4</color> meters of yourself that is equal to <color=#44afee>%s%%</color> of Physical Attack. When this skill is cast, Spirit Sphere*<color=#44afee>1</color> is used. If cast in the Critical Explosion state, damage is increased by an additional <color=#44afee>%s%%</color>. Can only be used when light knuckles are equipped.",0,1,10,1,3000.0,1221,1221011,30.0,0,1,4000.0,-9999,4.0,0,1,0,0,0
1221012,Assimilate Power,"When light knuckles are equipped, casting Finger Offensive, Blade Stop, Tiger Cannon, or Ride in Lightening gives you a <color=#44afee>%s%%</color> chance to recover Spirit Sphere*<color=#44afee>1</color>. If case in the Critical Explosion state, you have the same chance of recovering <color=#44afee>2</color> Spirit Spheres.",0,0,10,3,,1221,1221012,,0,1,,-9999,-9999,0,1,0,0,0
1221013,Asura Strike,吟唱后，闪身出现在敌方单位身前重击敌方单位造成物理攻击<color=#44afee>1%%</color>武器属性物理伤害(每<color=#44afee>20</color>点力量额外提高<color=#44afee>%s%%</color>武器属性伤害)，<color=#44afee>50%%</color>最终物伤减免，<color=#44afee>30%%</color>最终伤害减免，自身当前每有<color=#44afee>1%%</color>的SP，额外造成物理攻击<color=#44afee>5%%</color>武器属性物理伤害。该技能可暴击。并在该技能冷却时间内，自身SP无法通过除调息外其他任何效果回复。,0,1,10,1,,1221,1221005,,0,1,,-9999,-9999,0,1,0,0,0
1221014,Palm Push Strike,朝向敌人打出强猛一击，对敌方单体造成物理攻击*<color=#44afee>%s%%</color>的武器属性物理伤害，并将敌人击退<color=#44afee>4</color>米。,0,1,10,1,,1221,1221003,,0,1,7000.0,-9999,-9999,0,1,0,0,0
1221017,Body Relocation,"The Monk quickly moves <color=#44afee>8</color> meters forward, dealing (P.ATK ×<color=#44afee>%s%%</color>) physical damage of your weapon's attribute to enemy units within <color=#44afee>4</color> meters at the end of the move, and meanwhile increasing MSPD by <color=#44afee>20%%</color> for <color=#44afee>6</color> seconds. Additionally increases MSPD by <color=#44afee>10%%</color> for every target hit, up to <color=#44afee>80%%</color>. The Snap does not consume Spirit Sphere in Fury status, but consumes [Spirit Sphere] ×<color=#44afee>1</color> in normal status.",0,1,10,1,,1221,1221017,,0,1,,-9999,-9999,0,1,0,0,0
1222001,Extraordinary,"When debuffs are inflicted on you, it removes and resists all debuff states for <color=#44afee>%s</color>s. Can be triggered a max of once every <color=#44afee>%s</color>s.",0,0,10,3,,1222,1222001,,0,1,30000.0,-9999,-9999,0,1,0,0,0
1222002,Rising Dragon,"Trigger your potential, entering the Rising Dragon state, during which you add <color=#44afee>%s</color> stacks of Critical Explosion and increase the number of Spirit Spheres you carry and the Spirit Sphere limit by <color=#44afee>%s</color> (up to the maximum). The time interval used for Call Spirits is reduced by <color=#44afee>%s</color>s, and the Critical Explosion state added to Rising Dragon will not be removed by this skill. Lasts <color=#44afee>20</color>s.",0,0,10,1,,1222,1222002,100.0,0,1,30000.0,-9999,-9999,0,1,0,0,0
1222003,Cursed Circle,"Deals attribute-less Physical Damage to enemy groups within <color=#44afee>4</color> meters of yourself that is equal to Physical Attack*<color=#44afee>%s%%</color>, and adds the Cursed state, during which attacks are restricted for <color=#44afee>%s</color>s. The Cursed state lasts <color=#44afee>6</color>s.",0,1,10,1,,1222,1222003,100.0,0,1,20000.0,-9999,4.0,0,1,0,0,0
1222004,Steel Body,"Use up <color=#44afee>3</color> Spirit Spheres to increase your damage resistance by <color=#44afee>%s%%</color>, and when attacked, have a <color=#44afee>%s%%</color> chance to recover HP that is <color=#44afee>60%%</color> of damage taken for 3s. While this skill is active, you cannot cast other skills or use normal attacks.",0,0,10,1,,1222,1222004,100.0,0,1,12000.0,-9999,-9999,0,1,0,0,0
1222005,Howling of Lion,"Gather spirit in your dantian and Howl, sending out a sound wave that sends all enemies within <color=#44afee>4</color> meters of you into the Fear state for <color=#44afee>2</color>s, dealing attribute-less Physical Damage that is equal to Physical Attack*<color=#44afee>%s%%</color>. If there are concealed targets in range, the Stealth effect is removed.",0,1,10,1,2000.0,1222,1222005,60.0,0,1,5000.0,-9999,4.0,0,1,0,0,0
1222006,Dragon Combo,"Using swift combo kicks, you attack the enemy unit <color=#44afee>2</color> times, each attack dealing weapon attribute Physical Damage that is <color=#44afee>%s%%</color> of Physical Attack. This skill can trigger Crits. Can only be used when heavy knuckles are equipped.",0,1,10,1,,1222,1222006,80.0,0,1,6000.0,-9999,-9999,0,1,0,0,0
1222007,Fallen Empire,"Leap up and deal a heavy strike to the target, dealing weapon attribute Physical Damage that is <color=#44afee>%s%%</color> of Physical Attack, and stunning the hit enemy for <color=#44afee>3</color>s. Must be cast within <color=#44afee>3</color>s of Dragon Combo. When cast, Spirit Sphere*<color=#44afee>2</color> is used. This skill can trigger Crits. Can only be used when heavy knuckles are equipped.",0,1,10,1,,1222,1222007,80.0,0,1,6000.0,-9999,-9999,0,1,0,0,0
1222008,Gate of Hell,"Have at least one Spirit Sphere when you use this skill. Launch a storm-like attack on the enemy unit instantly, attacking <color=#44afee>5</color> times. Each attack deals Physical Damage equal to (Physical Attack*<color=#44afee>%s%%</color> + Agility*<color=#44afee>%s</color>). Each attach uses <color=#44afee>1</color> Spirit Sphere, and if no Spirit Spheres are used, the attack stops early. In the Critical Explosion state, each attack is transformed into Physical Damage that is equal to (<color=#44afee>%s%%</color> Physical Attack + Agility*<color=#44afee>%s</color>), attacking a max of <color=#44afee>5</color> times. Can only be used when heavy knuckles are equipped. This skill does not use up SP.",0,1,10,1,,1222,1222008,0.0,0,1,5500.0,-9999,-9999,0,1,0,0,0
1222009,Crescent Elbow,"When heavy knuckles are equipped, every Spirit Sphere used increases your knuckle power, and every stack of knuckle power increases your Final Crit by <color=#44afee>%s%%</color>, and increases Crit by <color=#44afee>%s%%</color>, for a max of <color=#44afee>15</color> stacks for <color=#44afee>5</color>s.",0,0,10,3,,1222,1222009,,0,1,,-9999,-9999,0,1,0,0,0
1222010,Tiger Cannon,"After casting, powerful Spirit Spheres are shot at the the designated target, dealing weapon attribute Physical Damage to the target that is equal to Physical Attack*(<color=#44afee>%s%%</color> + number of Spirit Spheres used*<color=#44afee>200%%</color>), and dealing additional damager that is based on the target's lost HP. Every <color=#44afee>1%%</color> of HP lost by the target increases damage by <color=#44afee>2%%</color>. This skill must be cast in the Critical Explosion state, and cannot be used when there are no Spirit Spheres. It uses a max of Spirit Sphere*<color=#44afee>4</color>. Can only be used when light knuckles are equipped.",0,1,10,1,,1222,1222010,80.0,0,1,8000.0,-9999,-9999,0,1,0,0,0
1222011,Earth Shaker,"Deal a heavy blow to the ground, sending out <color=#44afee>3</color> shock waves. Each wave deals weapon attribute Physical Damage to all enemies in the attack path in the specified direction that is equal to Physical Attack*<color=#44afee>%s%%</color>. Every time damage is taken, you add one stack of Seismic to the target, and targets in the Seismic state have their speed slowed by <color=#44afee>30%%</color> for <color=#44afee>3</color>s, for a max of <color=#44afee>3</color> stacks. When the max number of stacks is reached, it stuns the target in Seismic state for <color=#44afee>3</color>s. Uses Spirit Sphere*<color=#44afee>3</color>. When cast in the Critical Explosion state, each attack wave deals an additional <color=#44afee>200%%</color> weapon attribute Physical Damage. Can only be used when light knuckles are equipped.",0,1,10,1,,1222,1222011,80.0,0,1,8000.0,-9999,-9999,0,1,0,0,0
1222012,Ride in Lightening,"Guided for <color=#44afee>2</color>s, and fires Spirit Spheres into the specified range of <color=#44afee>4</color> meters, exploding them. Each Spirit Sphere deal weapon attribute Physical Damage to all enemies in range that is equal to Physical Attack*<color=#44afee>%s%%</color>, adding a stack of Dazzle to enemies which lasts <color=#44afee>30</color>s, for a max of <color=#44afee>20</color> stacks. Each stack increases the damage the enemy takes from you by <color=#44afee>5%%</color>. When this skill is cast, it uses all remaining Spirit Spheres. Can only be used when light knuckles are equipped.",0,1,10,1,13000.0,1222,1222012,80.0,0,1,8000.0,-9999,-9999,0,1,0,0,0
1222013,Spirit Sphere Mastery,"When light knuckles are equipped, every time Spirit Spheres are used to trigger Investigate, Spirit Wave, Finger Offensive, Blade Stop, Spirit Sphere Blaster, Tiger Cannon, Earth Shaker, or Ride in Lightening, there is an additional calculation of your Final Physical Penetration (<color=#44afee>%s%%</color>*number of Spirit Spheres used in one go).",0,0,10,3,,1222,1222013,,0,1,,-9999,-9999,0,1,0,0,0
1300121,Frost Diver,"Deals (<color=#44afee>%s%%</color> M.ATK + <color=#44afee>%s</color>) Water magic damage to an enemy and has a <color=#44afee>%s%%</color> chance to freeze them for <color=#44afee>%s</color> seconds. While frozen, the target's Armor attribute will become <color=#44afee>Water</color>, their M.DEF will be decreased by <color=#44afee>20%%</color>, and their HP and SP will not recover naturally. When the frozen effect is dispelled in advance due to being attacked, the Water armor attribute effect will persist for another <color=#44afee>3</color> seconds.",0,1,10,1,12000.0,1300,1300121,10.0,0,1,6000.0,-9999,-9999,0,1,0,0,0
1300122,Lightning Bolt,"Call down a lightning bolt on an enemy, dealing (<color=#44afee>%s%%</color> of M.ATK + <color=#44afee>%s</color>) Wind magic damage.",0,1,10,1,0.0,1300,1300122,5.0,0,1,,-9999,-9999,0,1,0,0,0
1300123,Fire Ball,"Shoot a fireball, dealing (<color=#44afee>%s%%</color> of M.ATK + <color=#44afee>%s</color>) Fire magic damage to enemy units within <color=#44afee>3</color> meters of the specified location.",0,1,10,1,10000.0,1300,1300123,10.0,0,1,2000.0,-9999,-9999,0,1,0,0,0
1300124,Sight,"Summons a fireball, dealing (<color=#44afee>%s%%</color> of M.ATK + <color=#44afee>%s</color>) Fire magic damage to enemy units within <color=#44afee>3</color> meters of you and reveals nearby enemy units who are Hiding for <color=#44afee>10</color> seconds. When the Sight effect is active, you can launch <color=#44afee>Sightrasher</color> to knock back nearby enemy units <color=#44afee>4</color> meters, dealing (<color=#44afee>%s%%</color> of M.ATK + <color=#44afee>%s</color>) Fire magic damage and stunning them for <color=#44afee>2</color> seconds.",0,1,10,1,12000.0,1310,1300124,10.0,0,1,3000.0,-9999,-9999,0,1,0,0,0
1300125,Soul Strike,"Summon Holy spirits to attack, dealing (<color=#44afee>%s%%</color> of M.ATK + <color=#44afee>%s</color>) Ghost magic damage to an enemy. Deals <color=#44afee>%s%%</color> more damage to Undead monsters.",1301,1,10,1,,1300,1300125,5.0,0,1,,-9999,-9999,0,1,0,0,0
1300126,Energy Coat,"Envelop yourself with spiritual energy, reducing physical damage received by <color=#44afee>%s%%</color> (further reduces physical damage received by <color=#44afee>1%%</color> for every <color=#44afee>50</color> VIT you have) for <color=#44afee>10</color> seconds.",0,0,10,1,0.0,1310,1300126,30.0,0,1,30000.0,-9999,-9999,0,1,0,0,0
