id,name,description
1320007,Elemental Mark,"Sages have come to understand the mysteries of magic through long-term melee combat experience. After an Elemental Arrow triggered by their <color=#44afee>Auto Spell</color> hits a target, they inflict an <color=#44afee>Elemental Mark</color> on them. Whenever a party member deals Earth, Fire, Water, or Wind damage while <color=#44afee>Elemental Mark</color> is in effect, the target will take <color=#44afee>%s</color> corresponding Earth, Fire, Water, or Wind magic damage (the attribute of damage dealt by Elemental Mark is the same as the attribute of damage triggering it, and no damage will be triggered for Neutral damage). The mark lasts for <color=#44afee>2</color> seconds."
1320008,Element Bonus,"When dealing Earth, Fire, Water, or Wind damage to enemies who are under the effect of [<color=#44afee>Elemental Mark</color>] (all Elemental Marks inflicted by yourself and party members on enemies can be triggered), Earth, Fire, Water, or Wind enhancement will be increased by [<color=#44afee>%s%%</color>] according to the type of damage dealt (this effect does not apply when Neutral damage is dealt). At the same time, Final M. PEN and M.ATK percentage will be increased by [<color=#44afee>%s%%</color>] and [<color=#44afee>%s%%</color>] respectively for [<color=#44afee>3</color>] seconds (additionally increases Final M.PEN by 1%% for every 100 INT)."
1320009,Habitual Casting,"The Sage enters the [<color=#44afee>Habitual Casting</color>] state when releasing [<color=#44afee>2</color>] Elemental Arrows of the same attribute. While in this state, the cast time of Elemental Arrows of the same attribute is reduced by [<color=#44afee>%s</color>] seconds, lasting [<color=#44afee>%s</color>] seconds. The [<color=#44afee>Habitual Casting</color>] state is removed after it is triggered once."
1320010,Radius,"Increases the cast range of <color=#44afee>Heaven's Drive</color>, <color=#44afee>Fire Bolt</color>, <color=#44afee>Cold Bolt</color>, and <color=#44afee>Lightning Bolt</color> by <color=#44afee>%s</color>m."
1320011,Bolt Enhancement,"Enters the [<color=#44afee>Enhanced Elemental Arrow</color>] state after casting a skill, which increases the range of the corresponding Elemental Arrows you cast to a [<color=#44afee>3</color>]m radius. [<color=#44afee>Enhanced Elemental Arrow</color>] lasts for <color=#44afee>%s</color>] seconds. The triggered type of Enhanced Elemental Arrow is related to the <color=#44afee>1</color> consumed medium (<color=#44afee>Great Earth</color>/<color=#44afee>Flame Heart</color>/<color=#44afee>Mystic Frozen</color>/<color=#44afee>Rough Wind</color>)."
1320012,Elemental Field,"Creates an <color=#44afee>8</color> × <color=#44afee>8</color>m elemental field around you that lasts for <color=#44afee>%s</color> seconds. The attribute of the elemental field will correspond to the consumed medium (Great Earth/Flame Heart/Mystic Frozen/Rough Wind). Field effect: Deals magic damage of the corresponding attribute ×<color=#44afee>%s%%</color> to all enemy targets within range every second and reduces damage taken from the corresponding attribute in the field by <color=#44afee>%s%%</color>. Only <color=#44afee>1</color> type of elemental field can exist at any time. The creation of a new elemental field will terminate the previous elemental field. If there are multiple elemental fields of the same attribute, their effects do not stack. Costs <color=#44afee>1</color> Yellow Gemstone."
1320101,Diamond Dust,
1320102,Flame Throw,
1320103,Elemental Action,
1320104,Double Bolt,
1320105,Spirit Possessed,
1320106,Aqua Tsunami Blast,
1320107,Agni Fire Blast,
1320111,Energy Transfer,
1321001,Health Conversion,Converts [<color=#44afee>%s%%</color>] of <color=#44afee>Max SP</color> to [<color=#44afee>%s%%</color>] of <color=#44afee>Max HP</color>.
1321002,Soul Change,"Exchange SP with the target player. After the exchange, the target gains your current SP and you gain <color=#44afee>%s%%</color> of the target's Max SP. When the target is an enemy player, the target will be inflicted with <color=#44afee>Deplete</color>, which prevents them from recovering SP. While under the <color=#44afee>Deplete</color> status, 10%% of Max SP is deducted every second. The player cannot recover SP by consuming potions or regenerating SP naturally. <color=#44afee>Deplete</color> lasts for <color=#44afee>5</color> seconds. When the target is a monster, restores your SP by <color=#44afee>%s%%</color> of Max SP."
1321003,Mind Drain,"When an enemy player casts <color=#44afee>Spell Breaker</color>, <color=#44afee>Dispell</color>, or <color=#44afee>Soul Change</color>, deals Neutral damage equal to <color=#44afee>%s%%</color> of Max SP to them."
1321004,Soulshock,"When an enemy player casts <color=#44afee>Spell Breaker</color>, <color=#44afee>Dispell</color>, or <color=#44afee>Soul Change</color>, the target has a <color=#44afee>Mental Breakdown</color>m which has a <color=#44afee>%s%%</color> chance to reduce the target's M.ATK by <color=#44afee>%s%%</color> and M.DEF by <color=#44afee>%s%%</color> for <color=#44afee>6</color> seconds. This has no effect on Boss, Mini, or MVP targets."
1321005,Spider Web,"Shoots spider webs at the target, immobilizing them for <color=#44afee>%s</color> seconds. Increases the damage the target takes from Fire attribute attacks by <color=#44afee>%s%%</color>. The immobilization effect ends early after an <color=#44afee>immobilized</color> target takes Fire damage <color=#44afee>%s</color> times."
1321006,Spell Fist,"Enchants the weapon, granting yourself the [<color=#44afee>Spell Fist</color>] status. [<color=#44afee>Spell Fist</color>] changes the attribute of your weapon to a corresponding element depending on the consumed medium (<color=#44afee>Great Earth</color>/<color=#44afee>Flame Heart</color>/<color=#44afee>Mystic Frozen</color>/<color=#44afee>Rough Wind</color>). Normal attacks made while [<color=#44afee>Spell Fist</color>] is in effect have a [<color=#44afee>20%%</color>] chance to additionally deal M.ATK ×[<color=#44afee>%s%%</color>] magic damage of the corresponding attribute to the target [6] times. [<color=#44afee>Spell Fist</color>] lasts for [<color=#44afee>600</color>] seconds."
1321007,Striking,"Sages comprehend the secrets of battle once again, using the power of magic to enhance weapons. <color=#44afee>Striking</color> lasts for <color=#44afee>%s</color> seconds. While this status is in effect, increases the damage you deal to the target by <color=#44afee>%s%%</color> for every 1%% Max HP they lose during this time.\nCosts 1 Red Gemstone."
1321008,Elemental Knowledge,Extensive studying of elements has increased the <color=#44afee>Earth</color>/<color=#44afee>Fire</color>/<color=#44afee>Water</color>/<color=#44afee>Wind</color> damage of Sages by <color=#44afee>%s%%</color>.
1321009,Memorize,"After actively casting Fire Bolt, Cold Bolt, Lightning Bolt, or Heaven's Drive, there is a <color=#44afee>%s%%</color> chance to enter the <color=#44afee>Memorize</color> state. <color=#44afee>Memorize</color> lasts for <color=#44afee>2</color> seconds. <color=#44afee>Memorize</color> also makes the next Elemental Bolt cast instantly. The Elemental Bolt cast in the <color=#44afee>Memorize</color> state will not trigger </color>Habitual Casting</color>, <color=#44afee>Memorize</color>, and <color=#44afee>Double Casting</color>."
1321010,Double Casting,"After actively casting Fire Bolt, Cold Bolt, Lightning Bolt, or Heaven's Drive, there is a <color=#44afee>%s%%</color> chance to immediately cast the same Elemental Arrow again. Elemental Arrows cast through Double Casting will not trigger <color=#44afee>Memorize</color>."
1321011,Monster Knowledge,"Extensive studying of monsters has increased your DMG Reduction against damage dealt by Fire, Water, Wind, and Earth monsters by <color=#44afee>%s%%</color> and increased your damage dealt to Fire, Water, Wind, and Earth monsters by <color=#44afee>%s%%</color>."
1321012,Extended Field,"After you and your party members leave the elemental field, the field's effect will last for another <color=#44afee>%s</color> seconds."
1321101,Varetyr Spear,
1321102,Ice Trail,
1321103,Abyssal Swamp,
1321104,Flame Arrow,
1321105,Elemental Action,
1321106,Tera Rock Strike,
1321107,Ventus Typhoon Missile,
1322001,Warmer,"Deals M.ATK ×<color=#44afee>%s%%</color> Fire magic damage in a <color=#44afee>4</color>m radius around you, removes all debuffs on you, and summons Warmer to protect you. <color=#44afee>Warmer</color> lasts for <color=#44afee>%s</color> seconds. During this time, you are immune to upcoming <color=#44afee>Freeze</color> and <color=#44afee>Slow</color> effects (immunity does not apply to effects from MVP, Mini, and Boss units). This skill can still be cast even when you are controlled or silenced."
1322002,Earth Grave,"Turns rocks within a specified <color=#44afee>4</color>m area into hard spears that stab out from the ground under the enemy's feet, dealing <color=#44afee>%s%%</color> Earth magic damage and reducing the MSPD of targets within range by <color=#44afee>%s%%</color> for <color=#44afee>%s</color> seconds."
1322003,Diamond Dust,"Deals <color=#44afee>%s%%</color> Water magic damage to enemies within range, with a <color=#44afee>%s%%</color> chance to <color=#44afee>freeze</color> the target for <color=#44afee>%s</color> seconds."
1322004,Varetyr Spear,"Summons several giant bolts of lightning to strike the target, dealing <color=#44afee>%s%%</color> Wind magic damage to the target and enemies within a <color=#44afee>4</color>m radius of the target. There is a <color=#44afee>%s%%</color> chance that the damaged targets will be <color=#44afee>stunned</color> for <color=#44afee>%s</color> seconds."
1322005,Summon Spirit,"Sorcerer can sign a pact of life & magic with elemental spirits to summon powerful elemental spirits who will exist in the form of a [<color=#44afee>shield</color>] that protects the Sorcerer (the shield's value is equal to the Sage's M.ATK ×2,000%%). Only 1 elemental spirit can exist at a time, and it consumes [<color=#44afee>%s</color>] SP every second while it exists. The elemental spirit disappears when the [<color=#44afee>shield</color>] is depleted or you run out of <color=#44afee>SP</color>, and it exists for up to[<color=#44afee>%s</color>] seconds. The elemental spirit inherits some stats of the Sage. The attribute of the summoned spirit is related to the consumed medium (<color=#44afee>Great Earth</color>/<color=#44afee>Flame Heart</color>/<color=#44afee>Mystic Frozen</color>/<color=#44afee>Rough Wind</color>)."
1322006,Elemental Action,"Stimulates the potential of spirits, inspiring Earth Spirits to comprehend <color=#44afee>Gravitational Field</color>, Fire Spirits to comprehend <color=#44afee>Meteor Storm</color>, Water Spirits to comprehend <color=#44afee>Storm Gust</color>, and Wind Spirits to comprehend <color=#44afee>Lord of Vermilion</color>. When an elemental spirit is on the field, you can command it to continuously channel for <color=#44afee>%s</color> seconds and cast the above skills at the target <color=#44afee>4</color>m area. The above skills deal M.ATK ×<color=#44afee>%s%%</color> magic damage of the corresponding attribute to targets within range of the skills every <color=#44afee>0.5</color> seconds. Other special effects of the skills remain unchanged. When possessed by an elemental spirit, the above skills do not need to be continuously channeled and can be cast instantly, but the damage will be reduced by <color=#44afee>%s%%</color>."
1322007,Elemental Shield,"Elemental power bursts out as the currently summoned elemental spirit is sacrificed to create a Elemental Shield for each party member for [<color=#44afee>%s</color>] seconds. While the Elemental Shield exists, all party members in the area are immune to upcoming melee and ranged physical damage [<color=#44afee>%s</color>] times. The number of times is deducted when any member within range takes melee or ranged damage, and the number of times is shared."
1322008,Spirit Sympathy,"Increases the damage dealt by spirits by [<color=#44afee>%s%%</color>]. When a spirit exists, the Sorcerer gains 1 stack of [Spirit Sympathy] every [2] seconds, which increases the corresponding elemental enhancement by [<color=#44afee>%s%%</color>], up to [<color=#44afee>%s</color>] stacks. Also, increases Sorcerer's MSPD in battle by [<color=#44afee>%s</color>]. [Spirit Sympathy] is removed when the current spirit dies or a new spirit is summoned. The complete effect of [Spirit Sympathy] continues when you are possessed by a spirit and will be removed after the possession ends."
1322009,Spirit Insignia,"Grants the Sorcerer an elemental insignia that has a range of <color=#44afee>4</color>m. This insignia is of the same attribute as the summoned spirit, and all party members of the same attribute will recover HP equal to their own M.ATK ×<color=#44afee>%s%%</color> every second. Enemy units of the countered attribute within range will lose HP equal to their own M.ATK ×<color=#44afee>%s%%</color> every second. This effect lasts for <color=#44afee>20</color> seconds. This skill can only be cast when an elemental spirit exists."
1322010,Spirit Recovery,"Channels for <color=#44afee>4</color> seconds. While channeling, consumes <color=#44afee>%s%%</color> of your Max HP every second to restore the spirit's HP by the summoner's M.ATK ×<color=#44afee>%s%%</color> until the spirit's HP has been restored to its initial Max HP. This skill is terminated when your HP is insufficient to meet the cost and can only be cast when your HP is equal to 30%% of your Max HP at least."
1322011,Spirit Possession,"Sacrifices a summoned elemental spirit to grant the spirit's powers to yourself in the form of elemental possession for <color=#44afee>%s</color> seconds, granting you the following effects according to the elemental attribute of the sacrificed spirit:\nEarth: Changes the Sorcerer's armor and weapon attribute to Earth and reduces damage taken by <color=#44afee>%s%%</color>. Successful normal attacks made with the book have a 50%% chance to reduce the ASPD and MSPD of enemies within 2×4m in front of you by <color=#44afee>%s%%</color> and <color=#44afee>%s%%</color> respectively for 3 seconds.\nFire: Changes the armor and weapon attribute to Fire and increases MSPD by <color=#44afee>%s</color>. Expands the range of Advanced Book's melee attacks to a 4m fan-shaped area with a 180 degree angle.\nAqua: Changes the armor and weapon attribute to Water and summons crashing waves within 4m of the Sorcerer, dealing M.ATK ×<color=#44afee>%s%%</color> Water magic damage to enemies within range every 1 second. Meanwhile, enemies within range are knocked back 4m and their MSPD is reduced by 40%% for 2 seconds.\nVentus: Changes the armor and weapon attribute to Wind. When taking damage, there is a <color=#44afee>%s%%</color> chance to attack the attacker with a chain lightning, dealing M.ATK ×<color=#44afee>%s%%</color> Wind magic damage to them and blinding them for 2 seconds. This effect can be triggered once every 0.2 seconds.\nWhen in an elemental possession status, summoning another elemental spirit will end the possession early."
1322012,Spirit Control,"Give orders to the spirit, enabling the skill to put it in attack mode, or disabling the skill to put it in defense mode. In attack mode, the spirit assists the Sorcerer in attacking. In defense mode, the spirit does not actively attack and will recover ([<color=#44afee>%s%%</color>] + [<color=#44afee>%s%%</color>] × the depleted shield percentage) Max Shield every second. Meanwhile, [<color=#44afee>%s%%</color>] of the damage taken by the spirit will be borne by the Sorcerer instead. This skill is set to attack mode by default."
1400101,Thrust,
1400102,Envenom,
1400103,Hiding,
1400104,Sand Attack,
1400105,Grimtooth,
1400121,Double Attack,"When you deal normal attacks while equipped with a Dagger, there will be a <color=#44afee>%s%%</color> chance to deal <color=#44afee>double damage</color>. If Double Attack is triggered, then this attack is guaranteed to hit the target. After the Hiding status is removed, the first attack within <color=#44afee>5</color> is guaranteed to be triggered."
1400122,Improve Dodge,Increases Final Dodge Rate by <color=#44afee>%s%%</color> and Movement Speed by <color=#44afee>%s%%</color>. Dodging increases ATK by <color=#44afee>%s%%</color> for <color=#44afee>5</color> seconds.
1400123,Steal,
1400124,Envenom,
1400125,Hiding,"After using this skill, you maintain <color=#44afee>%s%%</color> of your Movement Speed for <color=#44afee>6</color> seconds and enter Hiding mode, becoming undetectable by enemies. Actively attacking, taking damage, or being affected by anti-stealth will cancel Hiding. When normal attacks remove this skill's Hiding effect, you apply an <color=#44afee>Assassination</color> mark to the first target you attack. This mark lasts for <color=#44afee>3</color> seconds. Your subsequent attacks will deal <color=#44afee>%s%%</color> increased damage to marked targets."
1400126,Kick Sand,
1400127,Stone Toss,
1400128,Collect Stone,
1400129,Hiding - Cancel,
1400130,Brute Force,Deals (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) physical damage of your weapon's attribute to an enemy target and lowers their Movement Speed by <color=#44afee>40%%</color> for <color=#44afee>5</color> seconds.
1400131,Ambush,"Deals (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) physical damage of your weapon's attribute to an enemy. If used while Hiding, stuns the target for <color=#44afee>2</color> seconds."
1400132,Venom Knife,"Attack with Venom Knife, dealing (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) physical damage of your weapon's attribute to an enemy. If the target of Venom Knife is poisoned, deals an additional <color=#44afee>100%%</color> physical damage of your weapon's attribute."
1400133,Detoxify,"Removes the <color=#44afee>Poison</color> status from yourself and all party members within 30 meters and makes you and your party members immune to Poison for <color=#44afee>8</color> seconds. Loses its effect when the caster is more than 30 meters away. When the Poison effect is removed by Detoxify, the target is healed for <color=#44afee>%s%%</color> of their current HP."
1400134,Ambush,
1410101,Enchant Poison,
1410102,Sonic Blow,
1410103,Venom Dust,
1410104,Soul Destroyer,
1410105,Dance of Charming Ghast,
1410121,Right-Hand Mastery,Physical ATK is increased by (<color=#44afee>%s</color> + <color=#44afee>%s%%</color> of DEX) and Attack Speed is increased by (<color=#44afee>%s%%</color> of STR) when equipped with a Dagger in your right hand.
1410122,Left-Hand Mastery,Physical ATK is increased by (<color=#44afee>%s</color> + <color=#44afee>%s%%</color> of DEX) and Attack Speed is increased by (<color=#44afee>%s%%</color> of STR) when your left hand acquires the ability to use a Dagger and your left hand is equipped with a Dagger.
1410123,Supersonic Blow,"Increase damage of <color=#44afee>Sonic Blow</color> by <color=#44afee>%s%%</color>. Whenever you land a critical attack with your normal attack, <color=#44afee>Sonic Blow</color> cooldown is reduced by 1 second."
1410124,Katar Mastery,"When equipped with a Katar, Crit increases by <color=#44afee>%s%%</color>."
1410125,Sonic Blow,"Slice and dice an enemy target at lightning speed, dealing (<color=#44afee>%s%%</color> of Physical ATK + <color=#44afee>%s</color> + <color=#44afee>%s</color> × STR) physical damage of your weapon's attribute to them. Has a <color=#44afee>%s%%</color> chance to stun them for <color=#44afee>3</color> seconds. This skill can result in a crit."
1410126,Grimtooth,"Shoots spikes in the specified direction, dealing (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) Neutral physical damage to enemies within the area and stuns them for <color=#44afee>3</color> seconds. When using this skill while Hiding, there is a <color=#44afee>%s%%</color> chance that using this skill will not cancel Hiding."
1410127,Camouflage,
1410128,Enchant Poison,"Apply poison to your weapon. Your normal attacks deal <color=#44afee>%s%%</color> Poison physical damage for <color=#44afee>%s</color> seconds and has a <color=#44afee>%s%%</color> chance to poison the target for <color=#44afee>7</color> seconds. The poison on your weapon will not be removed when you are killed. When poisoned, the target will take Poison physical damage equal to <color=#44afee>20%%</color> of the caster's Physical ATK every second, their DEF will be decreased by <color=#44afee>25%%</color>, and they will not naturally recover HP and SP for the duration of the effect. The damage effect can stack up to <color=#44afee>5</color> times. When the target's HP is less than <color=#44afee>25%%</color>, they will stop taking damage, but the poison will still be in effect."
1410129,Venom Spreader,"Tosses a bottle filled with deadly poison at the specified location. The bottle will break when it hits the floor, leaving behind poison for <color=#44afee>4</color> seconds. Enemies in the area take (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) Poison physical damage every second and gain 1 stack of Poison. Poison lasts for <color=#44afee>10</color> seconds. When poisoned, the target will take Poison physical damage equal to <color=#44afee>20%%</color> of the caster's ATK every second, their DEF will be decreased by <color=#44afee>25%%</color>, and they will not naturally recover HP and SP for the duration of the effect. This damage effect can stack up to <color=#44afee>5</color> times. When the target's HP is less than <color=#44afee>25%%</color>, they will stop taking damage, but the other debuffs will remain in effect."
1410130,Venom Splasher,"Triggers the toxins in the target and enemy units within <color=#44afee>4</color> meters, dealing ((<color=#44afee>%s%%</color> + <color=#44afee>80%%</color> × Number of Poison stacks) ATK + <color=#44afee>%s</color>) Poison physical damage to them and removing their Poison effect."
1410131,Venom Dart,"Attacks with Venom Knife, dealing (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) physical damage of your weapon's attribute and causing the enemy target to be poisoned for <color=#44afee>7</color> seconds. When poisoned, the target will take Poison physical damage equal to <color=#44afee>20%%</color> of the caster's ATK every second, their DEF will be decreased by <color=#44afee>25%%</color>, and they will not naturally recover HP and SP for the duration of the effect. The damage effect can stack up to <color=#44afee>5</color> times. When the target's HP is less than <color=#44afee>25%%</color>, they will stop taking damage, but the other debuffs will still be in effect."
1410132,Camouflage - Cancel,
1410133,Roll Away,"Rolls back <color=#44afee>7</color> meters, evading enemy attacks and entering Hiding mode. After the Hiding effect granted by this skill is removed, increases Dodge by <color=#44afee>%s</color> for <color=#44afee>5</color> seconds. Grants the effect of Shadow Cloak after rolling, and reduces <color=#44afee>%s%%</color> of damage when the next time taking damage equal to more than <color=#44afee>35%%</color> of Max HP within <color=#44afee>2</color> seconds."
1410134,Twin Blade Piercing,"When dual-wielding, normal attacks have a <color=#44afee>%s%%</color> chance to lower enemy units' DEF by <color=#44afee>5</color> × <color=#44afee>Character's level</color> for <color=#44afee>4</color> seconds."
1410135,Enhanced Hiding,"While Hiding, gain Sneak Attack effect (canceling Hiding by using normal attack will cause it to be guaranteed a critical attack). Within <color=#44afee>%s</color> seconds of canceling Hiding, skills that gain bonus effects during Hiding will still retain the bonus effects and skills that are only usable during Hiding can still be used. Also, damage received will be reduced by <color=#44afee>%s%%</color>."
1410136,Enhanced Enchant Poison,"Applies venom to your weapon, increasing the Poison physical damage of poisoned weapons by <color=#44afee>%s%%</color> of Physical ATK, and extending the duration of Poison effect caused by <color=#44afee>Enchant Poison</color>, <color=#44afee>Venom Dart</color>, and <color=#44afee>Venom Spreader</color> by <color=#44afee>%s</color> second(s). The effect will not be removed when you are killed."
1410137,Shadow Blade,"After using this skill, increases your ASPD by <color=#44afee>%s</color> times for <color=#44afee>6</color> seconds or after <color=#44afee>%s</color> normal attack(s). Each time a normal attack is critical, the cooldown of this skill is reduced by <color=#44afee>0.5</color> seconds."
1411101,Hallucination Walk,
1411102,Spinning Blade,
1411103,Cross Impact,
1411104,Mirror Image,
1411105,Toxic Mist,
1411121,Advanced Katar Mastery,"When equipped with a Katar, Crit Damage increases by <color=#44afee>%s%%</color>."
1411122,Soul Destroyer,"Fires a shockwave from a distance, dealing (<color=#44afee>%s%%</color> × ATK + <color=#44afee>%s</color> × DEX + <color=#44afee>%s</color>) <color=#44afee>sacred physical</color> damage that <color=#44afee>ignores DEF</color> to an enemy."
1411123,Meteor Assault,"Deals (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) Neutral physical damage to enemy units within <color=#44afee>3</color> meters and has a <color=#44afee>25%%</color> chance to randomly inflict the target with a Blind, Stun, or Bleed effect which will persist for <color=#44afee>3</color> seconds. If this skill is used while Hiding, the chance to inflict the debuffs increases by an extra <color=#44afee>%s%%</color>."
1411124,Craft Venom,
1411125,Enchant Deadly Poison,Applies deadly poison to your weapon. Enchant Poison will turn your weapon's attribute to Poison and increase your Poison damage by <color=#44afee>%s%%</color>. The effect will not be removed when you are killed.
1411126,Shadow Walk,
1411127,Substitute,
1411128,Cross Rupture,
1411129,Venom Blast,
1411130,Outbreak Source,
1411131,Assassination Halo,"After using this skill, Final Crit of all party members within 30 meters is increased by <color=#44afee>%s%%</color> for <color=#44afee>20</color> seconds. Loses effect if more than 30 meters from the caster."
1411132,Slash,"Deals (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) physical damage of your weapon's attribute to an enemy. If this skill's damage is lethal, it can be used again within <color=#44afee>10</color> seconds. This skill enters cooldown whether or not it is used within 10 seconds."
1411133,Mirror Image,"Flashes to the target and rapidly slashes it <color=#44afee>7</color> times, immobilizing them for <color=#44afee>2</color> seconds in the process. Each slash deals (<color=#44afee>%s%%</color> of Physical ATK) physical damage and can be critical (calculated based on your Crit and the target's Anti-Crit). After each critical hit, the damage dealt by the next slash will be increased by <color=#44afee>5%%</color>. While slashing, your Final Damage Reduction is increased by <color=#44afee>100%%</color>. After using this skill, removes all your debuffs and immune to debuffs and Knockback within <color=#44afee>3</color> seconds (except for the debuffs of some boss-level monsters and debuffs that cannot be removed or immune)."
1412001,Weakened Poison Resistance,"Increases the chance of inflicting Poison on the enemy after dealing a normal attack by <color=#44afee>%s%%</color>, when Enchant Poison is in effect. In addition, increases the effect of Poison by <color=#44afee>%s</color> sec."
1412002,Poison Research,"Enhances Poison’s effect, inflicting an additional <color=#44afee>%s%%</color> Poison Damage on targets suffering from Poison. During this time, the target also takes Poison Damage equal to <color=#44afee>%s%%</color> of Physical Attack. Once HP is reduced by <color=#44afee>25%%</color>, the effects of Poison are no longer automatically cleared."
1412003,Poison Mist,Removes Enchant Deadly Poison from yourself and applies a poisonous mist to your weapon that spreads in a 3-meter radius for <color=#44afee>5</color> seconds. Enemies within range take Poison Damage equal to <color=#44afee>%s%%</color> of Physical Attack and suffer 1 stack of Poison for <color=#44afee>6</color> seconds.
1412004,Deadly Mist,"After killing a target inflicted with Poison, a ring of poisonous mist will form at the site of their death. (Effect is dependent on your current level of Poison Mist. Cannot be triggered before learning this skill). Can create up to <color=#44afee>%s</color> rings at the same time (including Poision Mist triggered by clearing Enchant Deadly Poison)."
1412005,Cross Impact,"Teleports to a designated location and inflicts Cross Impact on enemies within a <color=#44afee>3</color>-meter radius, dealing Weapon-based Physical Damage equal to <color=#44afee>%s%%</color> Physical Attack + <color=#44afee>%s%%</color> of the target’s lost HP (does not apply to Boss monsters). Each successful hit recovers <color=#44afee>%s%%</color> lost HP."
1412006,Hallucination Walk,"Surges forward <color=#44afee>6</color> meters in the desired direction, leaving only a ghostly shadow in your wake. All enemies in the shadow’s path take Regular Physical Damage equal to <color=#44afee>%s%%</color> Physical Attack, with a <color=#44afee>%s%%</color> chance of immobilizing them for <color=#44afee>2</color> sec."
1412007,Gale Step,"While in hiding, your character is granted Windwalker for <color=#44afee>10</color> sec. Your first attack deals additional Heavy Damage to targets for <color=#44afee>6</color> sec and <color=#44afee>%s%%</color> less Healing Effectiveness, after which Windwalker will disappear. When attacking a target who has taken Heavy Damage, any skill attack inflicts additional Weapon-based Physical Damage equal to <color=#44afee>%s%%</color> Max HP (cannot effect Boss, MVP, or MINI targets). Can be triggered once every <color=#44afee>1</color> sec, up to <color=#44afee>%s</color> time(s)."
1412008,Counter Blade,"Summons eight blades that work in unison to form Blade Guardian. While in effect, each blade has a <color=#44afee>%s%%</color> chance of blocking upcoming Physical Damage. For each attack successfully blocked, the energy generated will charge one of the blades. This effect will remain active for<color=#44afee>6</color> sec, after which the first enemy you attack during the subsequent <color=#44afee>6</color> sec triggers an onslaught of flying blades, dealing Weapon-based Physical Damage ((which equals to <color=#44afee>%s%%</color> of Physical Attack + <color=#44afee>%s</color> × STR) * per blade)."
1412009,Spinning Blade,"Spins rapidly with a weapon in hand for <color=#44afee>3</color> sec, dealing AoE Weapon-based Physical Damage (which equals to <color=#44afee>%s%%</color> of Physical Attack + <color=#44afee>%s</color> × STR) to enemies within <color=#44afee>3</color> meters every <color=#44afee>0.5</color> sec. This skill can result in a crit. Grants 1 stack of Spin Points for every enemy hit and 2 stacks for a crit, up to 10 stacks max, which remains in effect for <color=#44afee>12</color> sec."
1412010,Spinning Cross Impact,"Consumes all Spin Points accumulated from Spinning Blade and casts a stealth weapon at a single enemy, dealing Weapon-based Physical Damage equal to <color=#44afee>%s%%</color> of Physical Attack. This skill can result in a crit. Every <color=#44afee>1</color> stack of Spin Points increases the damage of Spinning Cross Impact (<color=#44afee>%s%%</color> of Physical Attack + <color=#44afee>%s</color> × STR)."
1412011,Black Claw,"Grants a <color=#44afee>%s%%</color> chance of inflicting a grievous wound when triggering a crit with a normal attack, which lasts for <color=#44afee>3</color> sec and stacks up to <color=#44afee>6</color> times. Each stack increases the damage dealt from a crit by <color=#44afee>%s%%</color>."
1412012,Covert Disguise,"Grants Hiding, which camouflages yourself and will not cancel Hiding when being attacked. Increases Final Damage Reduction by <color=#44afee>%s%%</color> while the effect is active."
14122071,Gale Step,
1420101,Snatcher,
1420102,Strip Armor,
1420103,Bloody Graffiti,
1420104,Stalker,
1420105,Intimidate,
1421101,Strip Weapon,
1421102,Masquerade,
1421103,Shadow Possession,
1421104,Detour Attack,
1421105,Deadly Threat,
1500101,Double Strafe,
1500102,Charge Arrow,
1500103,Electric Shock,
1500104,Arrow Shower,
1500105,Improve Concentration,
1500121,Double Strafe,"Shoots <color=#44afee>2</color> arrows at the same time, dealing a total of (<color=#44afee>%s%%</color> P.ATK + <color=#44afee>%s</color>) physical damage of your weapon's attribute to a single enemy. Can be used with Elemental Arrow."
1500122,Arrow Shower,"Shoots <color=#44afee>4</color> waves of arrows at a specified range, each wave dealing (<color=#44afee>%s%%</color> P.ATK + <color=#44afee>%s</color>) physical damage of your weapon's attribute. Can be used with Elemental Arrow."
1500123,Owl's Eye,Permanently increase your DEX by <color=#44afee>%s</color>.
1500124,Vulture's Eye,"Increases range of <color=#44afee>normal attacks</color>, <color=#44afee>Double Strafe</color>, <color=#44afee>Arrow Repel</color>, <color=#44afee>Focused Shot</color>, <color=#44afee>Sharp Shooting</color>, and <color=#44afee>Arrow Shower</color> by <color=#44afee>%s</color> meter(s). Increases <color=#44afee>%s%%</color> Final Damage Bonus when there is no enemy within <color=#44afee>4</color> meters, otherwise decreases Final Damage Bonus by <color=#44afee>%s%%</color>."
1500125,Improve Concentration,Increase your AGI by <color=#44afee>%s</color> and DEX by <color=#44afee>%s</color> for <color=#44afee>%s</color> seconds.
1500126,Charge Arrow,Deals (<color=#44afee>%s%%</color> of ATK + <color=#44afee>%s</color>) physical damage of your weapon's attribute to an enemy target and stuns them for <color=#44afee>%s</color> second(s). Can be used in conjunction with Elemental Arrow.
