drop_id,item_id,item_num
1000101351,1,70000
1000101361,6,15200
1000101361,7,15200
1000101361,1,70000
1000101371,6,15200
1000101371,7,15200
1000101371,1,70000
1000101381,6,15200
1000101381,7,15200
1000101381,1,70000
1000101391,6,15200
1000101391,7,15200
1000101391,1,70000
1000101401,6,15200
1000101401,7,15200
1000101401,1,70000
1000101411,6,15200
1000101411,7,15200
1000101411,1,70000
1000101421,6,15200
1000101421,7,15200
1000101421,1,70000
1000101431,6,38500
1000101431,7,38500
1000101431,1,71000
1000101441,6,38500
1000101441,7,38500
1000101441,1,71000
1000101451,6,38500
1000101451,7,38500
1000101451,1,71000
1000101461,6,38500
1000101461,7,38500
1000101461,1,71000
1000101471,6,17300
1000101471,7,17300
1000101471,1,72000
1000101481,6,17300
1000101481,7,17300
1000101481,1,72000
1000101491,6,17300
1000101491,7,17300
1000101491,1,72000
1000101501,6,17300
1000101501,7,17300
1000101501,1,72000
1000101511,6,17300
1000101511,7,17300
1000101511,1,72000
1000101521,6,17300
1000101521,7,17300
1000101521,1,72000
1000101531,6,17300
1000101531,7,17300
1000101531,1,72000
1000101541,6,17300
1000101541,7,17300
1000101541,1,72000
1000101551,6,17300
1000101551,7,17300
1000101551,1,72000
1000101561,6,31600
1000101561,7,31600
1000101561,1,73000
1000101571,6,31600
1000101571,7,31600
1000101571,1,73000
1000101581,6,31600
1000101581,7,31600
1000101581,1,73000
1000101591,6,31600
1000101591,7,31600
1000101591,1,73000
1000101601,6,31600
1000101601,7,31600
1000101601,1,73000
100011,5,15
1000111011,6,162000
1000111011,7,162000
1000111011,1,110000
1000111021,6,162000
1000111021,7,162000
1000111021,1,110000
1000111031,5,1
1000111032,6,162000
1000111032,7,162000
1000111032,1,110000
1000111041,5,4
1000111042,6,162000
1000111042,7,162000
1000111042,1,110000
1000111051,6,162000
1000111051,7,162000
1000111051,1,110000
1000111061,5,1
1000111062,6,162000
1000111062,7,162000
1000111062,1,110000
1000111071,5,1
1000111072,6,162000
1000111072,7,162000
1000111072,1,110000
1000111081,5,3
1000111082,5,1
1000111083,6,162000
1000111083,7,162000
1000111083,1,110000
1000111091,6,162000
1000111091,7,162000
1000111091,1,110000
1000111101,6,162000
1000111101,7,162000
1000111101,1,110000
1000111111,6,162000
1000111111,7,162000
1000111111,1,110000
1000111121,5,1
1000111122,6,162000
1000111122,7,162000
1000111122,1,110000
1000111131,6,164000
1000111131,7,164000
1000111131,1,111000
1000111141,5,1
1000111142,5,1
1000111143,6,164000
1000111143,7,164000
1000111143,1,111000
1000111151,6,164000
1000111151,7,164000
1000111151,1,111000
1000111161,6,164000
1000111161,7,164000
1000111161,1,111000
1000111171,6,164000
1000111171,7,164000
1000111171,1,111000
1000111181,6,166000
1000111181,7,166000
1000111181,1,112000
1000111191,6,166000
1000111191,7,166000
1000111191,1,112000
1000111201,5,1
1000111202,6,166000
1000111202,7,166000
1000111202,1,112000
1000111211,6,166000
1000111211,7,166000
1000111211,1,112000
1000111221,6,166000
1000111221,7,166000
1000111221,1,112000
1000111231,6,166000
1000111231,7,166000
1000111231,1,112000
1000111241,6,166000
1000111241,7,166000
1000111241,1,112000
1000111251,6,166000
1000111251,7,166000
1000111251,1,112000
1000111261,6,166000
1000111261,7,166000
1000111261,1,112000
1000111271,6,168000
1000111271,7,168000
1000111271,1,113000
1000111281,5,1
1000111282,6,168000
1000111282,7,168000
1000111282,1,113000
1000111291,6,168000
1000111291,7,168000
1000111291,1,113000
1000111301,5,4
1000111302,6,168000
1000111302,7,168000
1000111302,1,113000
1000111311,5,1
1000111312,6,168000
1000111312,7,168000
1000111312,1,113000
1000111321,6,168000
1000111321,7,168000
1000111321,1,113000
1000111561,5,1
1000111562,5,1
1000111601,5,1
100012,5,20
100013,5,5
100014,5,10
100015,5,15
100016,5,20
100017,5,5
100018,5,10
100019,5,15
1000198,5,1
1000199,5,1
10002,3,100
100020,5,20
100021,5,5
100022,5,10
100023,5,15
100024,5,20
100025,5,5
100026,5,10
100027,5,15
100028,5,20
100029,4,1
100029,4,1
10003,3,200
100030,5,1
100031,5,1
100035,5,1
100036,5,1
100038,5,1
100039,5,1
10004,3,300
100041,5,1
100042,5,1
100044,5,10
100044,5,10
100044,5,10
100044,5,5
100045,5,10
100045,5,10
100045,5,10
100045,5,5
100046,5,10
100046,5,10
100046,5,10
100046,5,1
100047,5,10
100047,5,10
100047,5,10
100047,5,1
100048,5,1
100048,5,3
100048,5,1
100048,5,1
100049,5,1
100049,5,3
100049,5,1
100049,5,1
10005,3,400
100050,5,1
100050,5,1
100050,5,1
100050,5,3
100052,5,1
100052,5,3
100052,5,1
100052,5,1
100053,5,3
100053,5,1
100053,5,1
100053,5,1
100054,5,3
100054,5,1
100054,5,1
100054,5,1
100055,5,3
100055,5,1
100055,5,1
100055,5,1
100056,5,3
100056,5,1
100056,5,1
100056,5,1
100057,5,3
100057,5,1
100057,5,1
100057,5,1
100058,5,3
100058,5,1
100058,5,1
100058,5,1
10006,3,500
10007,1,20000
10008,1,50000
10009,3,1000
1001,5,1
1001,5,1
1001,5,1
10010,6,864
10010,7,864
10011,11,1
10012,11,1
10013,11,1
10014,11,1
10015,11,1
10016,11,1
10017,11,1
10018,5,1
10019,3,200
1002,5,1
1002,5,1
1002,5,1
10020,3,200
10021,3,300
10022,3,300
10023,3,400
10024,3,400
10025,3,500
10026,3,500
10027,3,600
10028,3,600
10029,3,700
1003,5,8
1003,5,1
1003,5,1
10030,3,700
10030100,5,150
10030100,5,150
10030100,5,150
10030100,5,150
10030101,5,200
10030101,5,200
10030101,5,200
10030101,5,200
10030102,5,250
10030102,5,250
10030102,5,250
10030102,5,250
10030103,5,300
10030103,5,300
10030103,5,300
10030103,5,300
10030104,5,350
10030104,5,350
10030104,5,350
10030104,5,350
10030105,5,400
10030105,5,400
10030105,5,400
10030105,5,400
10031,3,800
10031100,5,1
10032,3,800
10037,5,1
10037,1,20000
10037,5,2
10037,5,1
10038,5,1
10038,1,40000
10038,5,4
10038,5,2
10039,5,1
10039,1,60000
10039,5,6
10039,5,1
1004,5,10
1004,5,10
10040,5,1
10040,1,80000
10040,5,8
10040,5,2
10041,5,1
10041,1,100000
10041,5,10
10041,5,1
10042,5,12
10042,1,120000
10042,5,1
10042,5,1
10043,5,14
10043,1,140000
10043,5,1
10043,5,1
10049,4,1
10049,4,1
10049,4,1
1005,5,1
1005,5,1
1005,5,1
10050,4,1
10050,4,1
10050,4,1
10051,4,1
10051,4,1
10051,4,1
10052,4,1
10052,4,1
10052,4,1
10053,4,1
10053,4,1
10054,19,20
10055,1,8000
10056,4,1
10056,4,1
10056,4,1
10057,6,864
10057,7,864
10057,1,864
10057,5,1
10058,6,864
10058,7,864
10058,1,864
10058,5,1
10059,11,1
1006,5,1
1006,5,1
1006,5,1
10060,5,1
10061,11,1
10062,5,1
10063,11,1
10064,5,1
10065,5,1
10066,5,1
10067,5,1
10068,5,1
10069,5,1
1007,5,5
1007,5,8
1007,5,1
10070,5,1
10071,5,5
10072,4,1
10073,4,1
10074,5,1
10075,5,1
10076,4,1
10077,4,1
10078,5,1
10079,5,1
1008,5,10
1008,5,10
1008,5,10
10080,5,1
10081,5,1
10082,5,1
10083,5,1
10084,5,1
10085,5,1
10086,5,1
10087,5,5
10088,5,10
10089,5,1
1009,5,2
1009,5,1
1009,5,1
10090,5,5
10091,5,1
10092,5,1
10093,5,1
10094,5,5
10094,5,2
10094,5,1
10094,5,4
10095,5,1
10096,5,1
10097,6,864
10097,7,864
10097,1,864
10097,5,1
10098,5,1
10099,5,1
1010,5,2
1010,5,1
1010,5,1
10107,5,1
10108,5,1
10109,5,1
1011,5,2
1011,5,1
1011,5,1
10110,5,1
10111,5,1
10112,5,1
10113,3,1000
10114,5,1
10115,5,1
10116,5,1
10117,5,1
10118,5,1
10119,5,1
1012,5,10
1012,5,5
1012,5,5
10120,3,2000
10121,5,1
10122,5,1
10123,5,1
10124,5,1
10125,5,1
10126,5,1
10127,3,3000
10128,5,1
10129,5,1
1013,5,2
10130,5,1
10131,5,1
10132,5,1
10133,5,1
10134,3,4000
1014,5,2
1015,5,1
1015,5,1
1015,5,1
10150,28,50
10151,28,150
1016,5,40
10161,1,5000
10162,1,5000
10163,1,5000
10164,1,5000
10165,1,5000
10166,1,5000
10167,1,10000
10168,1,10000
10169,1,10000
1017,5,10
10170,1,10000
10171,1,10000
10172,1,10000
10176,1,10000
1018,5,10
1018,5,1
1019,5,1
1020,5,1
10201,5,1
10202,5,1
10202169,5,1
10203,5,1
10204,5,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040032,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040033,4,1
102040034,4,1
102040034,4,1
102040034,4,1
102040034,4,1
102040034,4,1
102040034,4,1
102040034,4,1
102040034,4,2
102040034,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040035,4,1
102040036,4,1
102040036,4,1
102040036,4,1
102040036,4,2
102040036,4,1
102040036,4,1
102040036,4,1
102040036,4,1
102040036,4,1
102040036,4,1
102040036,4,2
102040038,4,1
102040038,4,1
102040038,4,1
102040038,4,1
102040038,4,1
102040038,4,1
102040038,4,1
102040038,4,1
102040038,4,2
102040038,4,1
10204016,1,100000
10204017,1,10000
10204056,5,1
10204064,5,50
10204064,5,25
10204064,5,2
10204064,5,2
10204064,5,2
10204064,5,1
10204065,5,50
10204065,5,25
10204065,5,2
10204065,5,2
10204065,5,2
10204065,5,1
10204066,5,100
10204067,5,10
10204068,5,10
10204069,5,100
10204070,5,100
10204071,5,100
10204072,5,100
10204073,5,100
10204074,5,999
10204075,5,999
10204076,5,999
10204077,5,999
10204078,5,100
10204079,5,3
10204080,5,999
10204081,5,100
10204082,5,100
10204083,5,10
10204085,5,12
10204086,5,100
10204087,5,100
10204088,5,10
10204089,5,10
10204090,5,10
10204091,5,10
10204093,5,10
10204094,5,10
10204095,5,10
10204096,5,10
10204097,5,10
10204104,5,50
10204105,5,2
10204112,5,3
10204112,5,3
10204112,5,3
10204112,5,3
10204112,5,3
10204112,5,3
10204113,5,5
10204113,5,5
10204113,5,5
10204113,5,5
10204113,5,5
10204113,5,5
10204114,5,5
10204114,5,5
10204114,5,5
10204114,5,5
10204114,5,5
10204114,5,5
10204115,5,3
10204115,5,3
10204115,5,3
10204115,5,3
10204115,5,3
10204115,5,3
10204127,5,1
10204127,5,1
10204127,5,1
10204127,5,2
10204127,5,1
10204127,5,1
10204128,5,1
10204128,5,1
10204128,5,1
10204128,5,2
10204128,5,1
10204128,2,4000
10204128,5,1
10204128,5,1
10204180,5,1
10204180,5,1
10204180,5,1
10204180,5,1
10204180,5,2
10204185,5,50
10204185,5,50
10204185,5,20
10204185,5,2
10204185,5,2
10204185,5,2
10204185,5,2
10204185,5,1
10204185,5,1
10204189,5,10
10204190,5,2
10204190,5,24
10204205,5,1
10205,5,1
102050011,5,1
10206,5,1
10207,5,1
10208,5,1
10209,3,2500
1020992011,5,2
1021,5,100
1021,5,10
10210,5,1
10211,5,1
10212,5,1
10213,5,1
10214,5,1
10215,5,1
10216,4,1
10217,4,1
10218,4,1
10219,4,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219008,5,1
10219068,5,1
10219068,5,1
10219068,5,1
10219143,5,10
10219143,5,5
10219143,5,1
102191711,5,30
102191711,5,1
102191721,5,1
102191731,5,80
102191731,5,1
102191741,5,1
102191761,5,5
102191761,5,3
102191781,5,1
102191781,5,1
102191781,5,1
10219186,4,1
10219186,4,1
10219186,4,1
10219186,4,1
10219186,4,1
10219186,4,1
10219186,4,1
10219186,4,2
10219186,4,2
10219186,4,1
10219186,4,1
10219187,4,1
10219187,4,1
10219187,4,1
10219187,4,1
10219187,4,1
10219187,4,1
10219187,4,1
10219187,4,2
10219187,4,2
10219187,4,1
10219187,4,1
10219188,4,1
10219188,4,1
10219188,4,1
10219188,4,1
10219188,4,1
10219188,4,1
10219188,4,1
10219188,4,2
10219188,4,1
10219188,4,1
10219188,4,2
10219188,4,2
10219189,4,1
10219189,4,1
10219189,4,2
10219189,4,2
10219189,4,1
10219189,4,1
10219189,4,1
10219189,4,1
10219189,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,2
10219190,4,2
10219190,4,2
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219190,4,1
10219191,4,1
10219191,4,1
10219191,4,1
10219191,4,1
10219191,4,1
10219191,4,1
10219191,4,2
10219191,4,1
10219191,4,1
10219192,4,2
10219192,4,1
10219192,4,1
10219192,4,1
10219192,4,1
10219192,4,1
10219192,4,2
10219192,4,2
10219192,4,1
10219192,4,1
10219193,4,1
10219193,4,1
10219193,4,1
10219193,4,1
10219193,4,1
10219193,4,1
10219193,4,2
10219193,4,2
10219193,4,1
10219193,4,1
10219194,4,1
10219194,4,1
10219194,4,1
10219194,4,1
10219194,4,1
10219194,4,2
10219194,4,2
10219194,4,1
10219194,4,1
10219195,4,1
10219195,4,1
10219195,4,1
10219195,4,1
10219195,4,1
10219195,4,2
10219195,4,2
10219195,4,2
10219195,4,1
10219195,4,1
10219196,4,1
10219196,4,1
10219196,4,1
10219196,4,1
10219196,4,1
10219196,4,1
10219196,4,1
10219196,4,2
10219196,4,2
10219196,4,1
10219196,4,1
10219197,4,1
10219197,4,1
10219197,4,1
10219197,4,1
10219197,4,1
10219197,4,1
10219197,4,1
10219197,4,2
10219197,4,2
10219197,4,2
10219197,4,1
10219197,4,1
10219198,5,1
10219198,5,1
10219199,5,20
10219199,5,20
10219199,5,1
10219200,4,1
10219200,4,1
10219200,4,1
10219200,4,1
10219200,4,1
10219200,4,1
10219200,4,1
10219200,4,1
10219200,4,1
10219200,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219201,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,2
10219202,4,2
10219202,4,1
10219202,4,1
10219202,5,1
10219202,4,1
10219202,4,1
10219202,4,1
10219202,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,2
10219203,4,2
10219203,4,1
10219203,4,1
10219203,5,1
10219203,4,1
10219203,4,1
10219203,4,1
10219203,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,2
10219204,4,2
10219204,4,2
10219204,4,1
10219204,4,1
10219204,5,1
10219204,4,1
10219204,4,1
10219204,4,1
10219204,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,2
10219205,4,2
10219205,4,2
10219205,4,1
10219205,4,1
10219205,5,1
10219205,4,1
10219205,4,1
10219205,4,1
10219205,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,2
10219206,4,2
10219206,4,2
10219206,4,1
10219206,4,1
10219206,5,1
10219206,4,1
10219206,4,1
10219206,4,1
10219206,4,1
10219207,5,1
10219207,5,6
10219207,5,100000
102192070,5,1
102192070,5,3
102192070,5,10000
102192071,5,1
102192071,5,2
102192071,5,25000
10219208,5,1
10219208,5,17
10219208,5,200000
10219208,5,1
102192080,5,1
102192080,5,2
102192080,5,25000
102192081,5,1
102192081,5,5
102192081,5,40000
102192081,5,1
10219209,5,1
10219209,5,1
10219209,5,300000
102192090,5,1
102192090,5,35000
102192091,5,1
102192091,5,75000
10219210,5,2
10219210,5,3000
10219211,5,1
10219211,5,1
10219211,5,1
102192110,5,1
102192110,5,1
10219212,5,1
10219212,5,1
10219212,5,1
102192120,5,1
102192120,5,1
10219213,5,1
10219213,5,1
10219213,5,1
102192130,5,1
102192130,5,1
10219214,5,1
10219214,5,1
10219214,5,1
102192140,5,1
102192140,5,1
10219215,5,1
10219215,5,1
10219215,5,1
102192150,5,1
102192150,5,1
10219216,5,1
10219216,5,1
10219216,5,1
102192160,5,1
102192160,5,1
10219217,5,1
10219217,5,1
10219217,5,1
1021921700,5,1
1021921700,5,1
1021921701,5,1
1021921701,5,1
1021921701,5,1
10219218,5,1
10219218,5,1
10219218,5,1
1021921800,5,1
1021921800,5,1
1021921801,5,1
1021921801,5,1
1021921801,5,1
10219219,4,1
10219219,4,1
10219219,4,1
10219219,4,1
10219219,4,1
10219219,4,1
10219219,4,2
10219219,4,1
10219219,4,1
10219220,5,1
10219220,5,1
10219220,5,1
1021922000,5,1
1021922000,5,1
1021922001,5,1
1021922001,5,1
1021922001,5,1
10219221,5,1
10219221,5,1
10219221,5,1
10219222,5,1
10219222,5,1
10219222,5,1
1021922200,5,1
1021922200,5,1
1021922201,5,1
1021922201,5,1
1021922201,5,1
1021922202,5,1
1021922202,5,1
1021922203,5,1
1021922203,5,1
1021922203,5,1
10219223,6,25000
10219223,7,25000
10219223,5,700
102192230,6,55000
102192230,7,55000
102192230,5,1400
102192231,6,220000
102192231,7,220000
102192231,5,5800
10219224,6,70000
10219224,7,70000
10219224,5,1600
102192240,6,145000
102192240,7,145000
102192240,5,3300
102192241,6,580000
102192241,7,580000
102192241,5,13500
10219225,6,235000
10219225,7,235000
10219225,5,3800
102192250,6,475000
102192250,7,475000
102192250,5,7700
102192251,6,1900000
102192251,7,1900000
102192251,5,30800
10219226,6,660000
10219226,7,660000
10219226,5,7500
102192260,6,1325000
102192260,7,1325000
102192260,5,15000
102192261,6,5300000
102192261,7,5300000
102192261,5,60500
10219227,6,1500000
10219227,7,1500000
10219227,5,14400
102192270,6,3000000
102192270,7,3000000
102192270,5,28000
102192271,6,12000000
102192271,7,12000000
102192271,5,115200
10219228,6,935000
10219228,7,935000
10219228,5,7900
102192280,6,1875000
102192280,7,1875000
102192280,5,15000
102192281,6,7500000
102192281,7,7500000
102192281,5,63400
10219229,6,385000
10219229,7,385000
10219229,5,2800
102192290,6,775000
102192290,7,775000
102192290,5,5700
102192291,6,3100000
102192291,7,3100000
102192291,5,23100
10219230,6,125000
10219230,7,125000
10219230,5,1200
102192300,6,250000
102192300,7,250000
102192300,5,2500
102192301,6,1000000
102192301,7,1000000
102192301,5,10000
10219231,5,2
10219231,5,1
102192310,5,5
102192310,5,1
102192311,5,10
102192311,5,1
10219232,5,1
10219233,5,1
10219233,5,1
102192330,5,2
102192330,5,1
102192331,5,3
102192331,5,1
10219234,5,1
10219235,5,1
102192350,5,2
10219238,5,5
10219239,5,10
10219240,5,5
10219241,5,10
10219242,5,20
10219243,5,30
10219244,5,40
10219245,5,60
10219246,5,80
10219247,5,120
10219249,5,1
10219250,5,1
10219251,5,1
10219252,5,3
10219253,5,1
10219254,5,1
10219255,5,1
10219256,5,1
10219257,5,1
10219258,5,1
10219259,5,300
10219260,4,1
10219261,5,100
10219262,5,200
10219264,5,1
102192650,5,2
10219286,1,7
10219287,1,7777
10219288,1,77777
10219289,3,7
10219290,3,777
10219291,3,7777
10219292,3,77777
10219293,2,7777
10219361,4,1
10219361,4,1
10219362,4,1
10219362,4,1
10219363,4,1
10219363,5,1
10219364,5,1
10219364,5,1
10219365,5,1
10219365,5,1
10219366,5,1
10219366,5,1
10219367,5,1
10219367,5,1
10219368,5,1
10219368,5,1
10219369,5,1
10219369,5,1
10219370,5,1
10219370,5,1
10219370,5,1
10219371,5,1
10219371,5,1
10219371,5,1
10219372,5,1
10219372,5,1
10219372,5,1
10219373,5,20
10219373,5,1
102193762,5,1
10219379,5,30
10219379,5,1
102194002,5,1
102194012,5,1
10219410,5,1
10219410,1,5000000
10219411,15,30
10219411,1,20000000
10219434,5,1
10219434,5,1
10219435,5,1
10219435,5,4
10219435,5,2
10219436,5,3
10219436,5,15
10219436,5,25
10219464,73,400
10219465,73,350
10219466,73,300
10219467,73,250
10219468,73,200
10219469,73,150
10219470,73,100
10219471,73,50
10219472,73,5
10219473,73,10
10219474,73,50
10219475,73,100
10219481,5,1
10219481,5,5
10219481,5,5
10219482,5,1
10219482,5,10
10219482,5,20
10219483,5,1
10219483,5,45
10219483,5,50
10219508,5,100
10219509,5,100
10219511,5,1
10219511,5,1
10219512,5,20
10219512,5,20
10219512,5,1
10219532,4,1
10219532,4,1
10219532,4,1
10219532,4,1
10219532,4,2
10219532,4,2
10219532,4,2
10219532,4,1
10219532,4,1
10219533,4,1
10219533,4,1
10219533,4,1
10219533,4,1
10219533,4,2
10219533,4,2
10219533,4,2
10219533,4,1
10219533,4,1
10219534,4,1
10219534,4,1
10219534,4,1
10219534,4,1
10219534,4,1
10219534,4,2
10219534,4,2
10219534,4,2
10219534,4,1
10219534,4,1
1022,5,10
10220,4,1
10221,5,3
10221,1,50000
10221,3,500
10222,5,3
10222,1,100000
10222,3,1000
10223,5,3
10223,1,150000
10223,3,1500
10224,5,3
10224,1,200000
10224,3,2000
10225,5,3
10225,1,250000
10225,3,2500
10226,5,3
10226,1,300000
10226,3,3000
1022600401,5,1
10227,5,3
10227,1,350000
10227,3,3500
10228,5,1
10229,5,1
10230,5,1
10231,5,1
10232,5,1
10233,5,5
10251,4,1
10252,4,1
10253,4,1
10254,4,1
10255,4,1
10256,4,1
10257,4,1
10258,4,1
10259,4,1
10260,4,1
10261,4,1
10262,4,1
10263,4,1
10264,4,1
10265,4,1
10266,4,1
10267,4,1
10268,4,1
10269,4,1
10270,4,1
10271,4,1
10272,4,1
10273,4,1
10274,4,1
10275,4,1
10276,4,1
10277,5,1
10281,4,1
10282,4,1
10283,4,1
10284,4,1
10285,4,1
10286,4,1
10287,5,1
10288,4,1
10289,4,1
10290,4,1
10291,5,1
10292,4,1
10293,4,1
10294,4,1
10295,5,1
10296,4,1
10297,4,1
10298,4,1
10299,5,1
10301,5,1
10301,5,5
10301,5,5
10302,5,4
10302,5,10
10302,5,10
10303,5,6
10303,5,20
10303,5,1
10304,5,8
10304,5,50
10304,5,1
10305,5,1
10305,5,100
10305,4,1
10306,5,1
10308,5,1
10309,5,100
10310,5,80
10311,5,50
10312,5,1
10401,1,50000
10401,3,500
10401,5,5
10402,1,100000
10402,3,1000
10402,5,10
10403,1,150000
10403,3,1500
10403,5,15
10404,1,200000
10404,3,2000
10404,5,20
10405,1,250000
10405,3,2500
10405,5,25
10406,1,300000
10406,3,3000
10406,5,30
10407,1,350000
10407,3,3500
10407,5,35
10408,1,1
10409,1,1
10410,1,1
10411,1,50000
10411,3,500
10411,5,5
10412,1,100000
10412,3,1000
10412,5,10
10413,1,150000
10413,3,1500
10413,5,15
10413121,5,100
10413122,5,100
10413123,5,3
10413240,5,100
10413241,5,100
10414,1,200000
10414,3,2000
10414,5,20
10415,1,250000
10415,3,2500
10415,5,25
10416,1,300000
10416,3,3000
10416,5,15
10417,1,350000
10417,3,3500
10417,5,20
10418,1,1
10419,1,1
10420,1,1
10421,1,50000
10421,3,500
10421,5,1
10422,1,100000
10422,3,1000
10422,5,2
10423,1,150000
10423,3,1500
10423,5,3
10424,1,200000
10424,3,2000
10424,5,4
10425,1,250000
10425,3,2500
10425,5,5
10426,1,300000
10426,3,3000
10426,5,6
10427,1,350000
10427,3,3500
10427,5,7
10428,1,1
10429,1,1
10430,1,1
10431,1,50000
10431,3,500
10431,5,1
10432,1,100000
10432,3,1000
10432,5,2
10433,1,150000
10433,3,1500
10433,5,3
10434,1,200000
10434,3,2000
10434,5,4
10435,1,250000
10435,3,2500
10435,5,5
10436,1,300000
10436,3,3000
10436,5,6
10437,1,350000
10437,3,3500
10437,5,7
10438,1,1
10439,1,1
10440,1,1
10441,1,50000
10441,3,500
10441,5,1
10442,1,100000
10442,3,1000
10442,5,1
10443,1,150000
10443,3,1500
10443,5,1
10444,1,200000
10444,3,2000
10444,5,1
10445,1,250000
10445,3,2500
10445,5,1
10446,1,300000
10446,3,3000
10446,5,1
10447,1,350000
10447,3,3500
10447,5,1
10448,1,1
10449,1,1
10450,1,1
10451,1,10000
10451,3,100
10452,1,10000
10452,3,100
10453,1,10000
10453,3,100
10454,1,10000
10454,3,100
10455,1,10000
10455,3,100
10456,5,1
10457,5,1
10458,5,1
10459,5,1
10460,5,1
10461,5,1
10462,5,1
10501,4,1
10501,4,1
10501,4,1
10501,4,1
10502,4,1
10502,4,1
10502,4,1
10502,4,1
10503,4,1
10503,4,1
10503,4,1
10503,4,1
10504,4,1
10504,4,1
10504,4,1
10504,4,1
10505,4,1
10505,4,1
10505,4,1
10505,4,1
10506,4,1
10506,5,1
10506,5,5
10507,4,1
10507,5,1
10507,5,10
10508,5,1
10508,5,1
10508,5,20
10509,5,1
10509,5,3
10510,5,1
10513,5,1
10514,5,2
10515,5,5
10516,5,1
10517,5,1
10518,5,1
10519,5,1
10520,5,1
10521,5,2
10522,5,2
10523,5,2
10524,5,1
10525,5,1
10526,5,1
10527,5,1
10528,6,10000
